strain	pellet_mig-6_S16	pellet_pos-1_S17	supernatant_pos-1_S27	pellet_mig-6_S37	pellet_pos-1_S38	supernatant_pos-1_S49	pel_pos	sup_pos	pel_mig
JU1792	0	0	-0.000367576865739002	0	0	-0.000367576865739002	0	-0.000367576865739002	0
JU1793	0.0975679810685824	0.0136572370417398	0.00279925136416559	0.257549843966649	0.0641434935569195	0.0429768805571073	0.0389003652993296	0.0228880659606364	0.177558912517616
JU1896	-0.00125084387712659	-0.00125084387712659	-0.00443677367552833	-0.00125084387712659	0.00252277540321877	-0.00443677367552833	0.00063596576304609	-0.00443677367552833	-0.00125084387712659
JU2001	0.057591768316866	0.0115666095962283	0.0110375543993603	0.0486424284542024	0.00696042895046128	0.00857929978534219	0.00926351927334481	0.00980842709235124	0.0531170983855342
JU2007	-0.0140681387621036	-0.00556841818947017	0.00139480049921768	-0.0140681387621036	-0.00425205952901473	0.0048234816843862	-0.00491023885924245	0.00310914109180194	-0.0140681387621036
JU2016	0	0	-0.00150869018142458	0	0	-0.00150869018142458	0	-0.00150869018142458	0
JU2250	-0.00918469829456994	0.00682189815872837	0.00788353119937655	-0.00982369564639439	0.0207868431173562	0.0202627977535726	0.0138043706380423	0.0140731644764746	-0.00950419697048216
JU2466	-0.0027556423840608	-0.0127359989075312	-0.00563800262471716	-0.00627365182104677	-0.0231605285903212	-0.0191916532938859	-0.0179482637489262	-0.0124148279593015	-0.00451464710255379
JU2519	0.00182849378916126	0.000329799212375873	0.000702022598315035	0.0043829617783591	-0.000964822722503005	0.00318192265591006	-0.000317511755063566	0.00194197262711255	0.00310572778376018
JU2534	-0.0020298499491075	-0.0020298499491075	-0.00273993207219758	-0.0020298499491075	-0.000954342185967192	0.00256459460091502	-0.00149209606753735	-8.76687356412839e-05	-0.0020298499491075
JU2565	-0.00485793411267268	-0.00160262846597947	-0.00147180531166416	-0.0014381655565779	-0.0031592502000988	0.00162324517005531	-0.00238093933303913	7.57199291955787e-05	-0.00314804983462529
JU2578	-0.0791182750114328	0.000834361401856609	0.0451349681855927	-0.0765581208107956	-0.0373536057750728	-0.0129886850939293	-0.0182596221866081	0.0160731415458317	-0.0778381979111142
JU2581	0.00901858191769456	-0.00265965151747744	0.00142597959563933	0.00122834753469566	-0.00243278628558845	0.000145857384747382	-0.00254621890153295	0.000785918490193357	0.00512346472619511
JU2800	-0.00487072713027982	-0.00528285002406748	-0.00601118970610682	-0.00241045055616594	-0.00508427828074098	-0.00142527054321492	-0.00518356415240423	-0.00371823012466087	-0.00364058884322288
JU2811	0.0161830525674922	0.000749095003653976	-0.00216842650369702	0.0121506056174585	0.00143962430844469	0.000944198893621959	0.00109435965604933	-0.000612113805037531	0.0141668290924753
JU2906	-0.00177918792983457	0.00138075311849313	-0.00217302183134251	-0.00177918792983457	0.00146079161259927	-0.000667230739921896	0.0014207723655462	-0.0014201262856322	-0.00177918792983457
JU310	-9.65922767035343e-05	-9.65922767035343e-05	-0.000725496196035166	-9.65922767035343e-05	-9.65922767035343e-05	-0.000725496196035166	-9.65922767035343e-05	-0.000725496196035166	-9.65922767035343e-05
JU311	-0.0139141957091297	-0.00751666039098655	-0.0193725262592814	-0.0129645911091062	-0.0139141957091297	-0.0186110702572934	-0.0107154280500581	-0.0189917982582874	-0.0134393934091179
JU3125	-0.00302125187743122	0.0147131064057268	0.0079661501167485	-0.00649812620692504	0.0200707829703247	0.00749963690120675	0.0173919446880258	0.00773289350897763	-0.00475968904217813
JU3127	0.0100982459024055	0.0435909735869935	0.00343720905425165	-0.00312005882358955	0.132817643886785	0.046346965242917	0.0882043087368892	0.0248920871485843	0.00348909353940799
JU3137	-0.00452168147925919	-0.00307156311557453	-0.00138964691243794	-0.00221994950991614	-0.00452168147925919	-0.0037796316419492	-0.00379662229741686	-0.00258463927719357	-0.00337081549458767
JU642	-0.000165272420876522	0.00122504579320111	0.00355429241263818	-0.00840275486117334	0.000544065628843307	0.00113123165572	0.000884555711022207	0.00234276203417909	-0.00428401364102493
MY2212	-0.00441836969982346	0.00225780794765454	0.00044764943220652	-0.00441836969982346	-0.0020750433585136	0.00390484375901826	9.13822945704697e-05	0.00217624659561239	-0.00441836969982346
MY2530	-0.00126043338456318	-0.00126043338456318	0	-0.00126043338456318	-0.00126043338456318	0	-0.00126043338456318	0	-0.00126043338456318
MY2693	-0.00676253379725903	-0.0051948813802679	-0.00264257483827625	-0.0174479270172863	-0.0100220336710352	8.98317761247082e-05	-0.00760845752565154	-0.00127637153107577	-0.0121052304072727
MY2741	0.00393224420235102	-0.00429404098659521	0.00599385374781665	-0.00560301171496913	-0.00955899789909153	-0.00637728643983133	-0.00692651944284337	-0.000191716346007336	-0.000835383756309054
MY920	-0.0100456137221054	-0.0100456137221054	-0.00571081117500855	-0.0100456137221054	-0.0100456137221054	-0.00741545117762767	-0.0100456137221054	-0.00656313117631811	-0.0100456137221054
NIC195	-0.0085835652971467	-0.00759853650931916	-0.00939686365545645	-0.0101953626232826	-0.00847986930972828	-0.0137159206029512	-0.00803920290952372	-0.0115563921292038	-0.00938946396021466
NIC2	-0.00622884898461271	0.00499550814784365	0.00689330625586678	-0.00150020032411133	0.000925427506659315	0.00203025934013149	0.00296046782725148	0.00446178279799913	-0.00386452465436202
NIC207	0	0	-0.001663717914027	0	0	-0.000412938946762118	0	-0.00103832843039456	0
NIC251	0.0385088186432928	0.00281782483983575	-0.00550495699089659	0.0118179967761577	0.00155907942739156	-0.00389924738005349	0.00218845213361365	-0.00470210218547504	0.0251634077097252
NIC260	0.00644554199819733	0.00589387119011641	0.00310790923204744	0.00453508704589554	0.000846415833275957	-0.0040432477882718	0.00337014351169619	-0.00046766927811218	0.00549031452204644
NIC261	0.0298712184476416	0.008728081117061	0.00859325010340092	0.0185474010374059	0.00511706962272103	0.00818385671094037	0.00692257536989102	0.00838855340717064	0.0242093097425237
NIC262	-0.00133413865210337	-0.00605432704330207	-0.00599853048374765	0.000889834263963944	-0.0123108507986111	-0.0112201913056191	-0.00918258892095659	-0.0086093608946834	-0.000222152194069711
NIC265	-0.0112851957571101	-0.00942771047654954	-0.00667652822683548	-0.00970174172133248	-0.0117435066226198	-0.00860198247781624	-0.0105856085495847	-0.00763925535232586	-0.0104934687392213
NIC266	-0.0102265591800732	-0.000500757946195815	0.00694560601859706	-0.00562700585372775	-0.00383533170536953	0.000289005369319594	-0.00216804482578267	0.00361730569395833	-0.00792678251690048
NIC271	0.00269752913529869	0	-0.00187791635230661	0	0	-0.00187791635230661	0	-0.00187791635230661	0.00134876456764934
NIC276	-0.00798417351947115	0.00152601811942145	0.000503874125561093	-0.00364576930927288	0.00269146532878285	0.00594510340872582	0.00210874172410215	0.00322448876714346	-0.00581497141437202
NIC523	-7.72452320648115e-05	0.00163184840475852	0.000538342269573425	-7.72452320648115e-05	0.00278519460962724	-0.000960118574191466	0.00220852150719288	-0.00021088815230902	-7.72452320648115e-05
NIC526	-0.0133416567664787	-0.00864675501045786	0.000756480115096287	-0.0133416567664787	-0.0130262036680913	-0.00837737202054491	-0.0108364793392746	-0.00381044595272431	-0.0133416567664787
NIC527	-0.000121699865833654	0.00087939707401968	-0.000200346322170059	-0.00385748420920899	0.0022686737675599	-0.00103628956891362	0.00157403542078979	-0.000618317945541841	-0.00198959203752132
NIC528	0	0	-0.000859511489589842	0	0	-0.000859511489589842	0	-0.000859511489589842	0
NIC529	-0.00603392298595045	0.003169105031866	0.000710079008069492	-0.00603392298595045	-0.00381361612307287	0.00512814633726551	-0.000322255545603436	0.0029191126726675	-0.00603392298595045
PB303	0	0	-0.00151147942578937	0	0	-0.00151147942578937	0	-0.00151147942578937	0
PB306	0.00385038378436551	0.0118529173118876	0.0116987858175108	0.00447507361472618	0.0305149958120538	0.0420936938953316	0.0211839565619707	0.0268962398564212	0.00416272869954584
PX179	-0.0133732270031463	-0.00598805187637001	0.0153212633483323	-0.0113099201595015	-0.00988779820319405	-0.000977361642742933	-0.00793792503978203	0.00717195085279466	-0.0123415735813239
QG2075	0.00727495985761125	0.000252260907224143	0.00118089928323253	0.00942044638467198	-0.000307788680421545	0.000822158377131022	-2.77638865987013e-05	0.00100152883018178	0.00834770312114162
QG536	0.00747505530798927	-0.000597997051196139	-0.00287962057406514	0.00208593842238176	-0.00028895572132266	-0.00247388790128033	-0.000443476386259399	-0.00267675423767273	0.00478049686518551
QG556	0.00304775146822448	-0.000644868019945097	0.000666861151179581	0.000630802909119071	-0.000184489627507015	-0.00134818348978965	-0.000414678823726056	-0.000340661169305033	0.00183927718867177
QG557	0.00568037323867784	0.0027410302829742	0.00451765684273375	0.00419683619507613	0.00131480271618045	0.0030192175553098	0.00202791649957732	0.00376843719902178	0.00493860471687698
QW947	0.000162201655626346	0.000328516692506373	-0.000743058628900443	0.00116747955398414	5.35404978329556e-05	-0.000937128208466081	0.000191028595169664	-0.000840093418683262	0.000664840604805243
QX1791	-0.0315279862587802	0.0159653923461162	0.0153491626873092	-0.0249836085045615	0.0154395077450634	0.0285017743617133	0.0157024500455898	0.0219254685245113	-0.0282557973816709
QX1794	0.00703386956802738	0.000179531533441608	0.00113180174963098	0.00417412022163082	-0.00187683306401896	-0.00284624051601151	-0.000848650765288675	-0.000857219383190266	0.0056039948948291
RC301	-0.00127593340387569	0.00260386282656759	-0.000490594657694319	-0.00127593340387569	-0.000138039852129891	0.00152681263132698	0.00123291148721885	0.000518108986816332	-0.00127593340387569
WN2002	0.000684535404748917	0.00049101966804954	0.00217782999296763	0.00361927445471485	-0.0028181240443519	-0.00356320921816167	-0.00116355218815118	-0.00069268961259702	0.00215190492973189
XZ1513	0.117570683352838	0.0254901579805348	0.01949915800852	0.0729977155780809	0.0133419869566783	0.0177392205324907	0.0194160724686066	0.0186191892705053	0.0952841994654595
XZ1516	-0.0829923540593803	-0.0857942131390301	-0.0403406717116862	-0.0758546926770679	-0.086736032930852	-0.0425430546002493	-0.0862651230349411	-0.0414418631559677	-0.0794235233682241
