strain,Slope_pub,PC1_pub,slope_mip_m,PC1_mip_m,slope_nnls,PC1_nnls
JU3137,-0.138941776,-3.122977472,-0.18440514619230353,-2.2095676414756777,-0.17486165129683473,-0.061215764575218753
JU561,-0.008879996,1.977281856,-0.008923279323220937,1.4784604991062975,-0.15774280925973255,-0.04662822854144993
JU774,-0.006186768,-1.949462762,-0.01709080744859753,-2.552749489442289,0.19136589207808774,-2.174891755345771
JU775,0.00335483,1.198662497,0.005501374183890563,0.9279251724306273,0.035427873295265075,1.2063836724861636
JU782,-0.046853184,1.247490661,-0.05875173995632001,1.2356543721431221,-0.4618272559917138,0.027779712015893396
KR314,-0.065884839,-0.115547229,-0.09200548250269734,0.2673319225186673,-0.03272421826764482,2.290928192445007
LKC34,-0.052590156,-0.300338232,-0.05479396840111695,-0.1361777464279205,-0.09461175955115504,0.3085276051732976
MY10,-0.096628192,-2.545111543,-0.1165584669885632,-2.4542883478301025,-0.23709798407914165,-0.8655521091032352
MY16,-0.092011155,-4.134755978,-0.1276879754787544,-4.525290115162407,-0.11072655994625537,-0.9450452042666203
MY18,-0.143713473,-4.632549676,-0.1467544850792407,-3.6924293713137013,-0.27670560586135345,-2.59085711455096
MY2147,-0.183770125,-5.154801188,-0.20762664801316255,-3.886375912088532,-0.7896887379584268,-2.9818392608268183
MY23,-0.031740423,-0.576798682,-0.032670726970981674,-0.23179605385757465,-0.18488578417171042,-0.2532453210074793
MY2453,-0.076873881,-2.118472452,-0.11374356669291706,-2.183004421204682,-0.3110740853127688,-0.9770067089253355
MY2741,-0.094199194,-0.4720837,-0.13633972712358985,-0.3978263799300794,-0.1571902582823998,0.4271042428432834
NIC195,-0.041469401,1.488699453,-0.0651602463865399,1.7721370247650994,-0.17325067750159864,-1.5514312632015699
NIC199,-0.009938424,1.563197776,-0.004464752818295462,2.0850740622389385,0.11374522195810677,2.522442892573934
NIC251,0.004807741,0.267445575,-7.355403950766289e-4,0.1347377482406617,-0.0033204528158162125,0.9270675421428336
NIC252,0.081674275,4.816368562,0.0873473545653537,4.448868120624932,0.06872096048134672,1.626595062058912
NIC256,-0.069860459,0.969947754,-0.0982520700285042,1.1967990826957426,-0.018085462107411816,0.5938637066575911
NIC258,0.067064897,4.092378798,0.07463685072761483,3.590415839677899,0.08991470589792802,1.5297695986246178
NIC261,0.039843205,5.553744921,0.038497029113306644,4.991225719817839,0.052735142964835474,3.6869190731734545
NIC262,0.046490981,5.16491465,0.048912509492235336,4.598810606729094,-0.11604146797574785,1.393001102445218
NIC265,0.029735928,3.995341592,0.02681267479912776,3.6296301190983713,0.02731049304438865,2.1326709242106956
NIC266,-0.049629389,1.192043395,-0.0444940265897885,1.3587073298289478,-0.14701146021600003,0.13532373925667643
NIC268,-0.007329481,-0.379337597,-0.008519094114062781,0.202555975937868,-0.08000204374039967,2.3739876723467734
NIC271,-0.029985181,-0.344031047,-0.02650207452848938,0.23660642821098618,-0.018518026226399618,-0.3831772079900068
NIC3,-0.066407626,-2.271555962,-0.08378853081116082,-2.3981905328731603,-0.037718656346088335,0.7612452873675096
NIC501,-0.086877748,-1.03743694,-0.11609220979712173,-0.686730416581581,-0.21260588321134888,0.3447765425657806
NIC523,0.058972386,1.013577331,0.040197851311668725,0.9274117032535149,0.0453518945428699,0.5599706197138921
NIC526,-0.181313987,-6.003002808,-0.20313535321408327,-4.195648068325051,-0.08691486757135117,-0.09191735798181981
NIC527,-0.129641013,-2.788241582,-0.15528409162159226,-2.7015677155302638,-0.4853063671143916,-1.503122121214935
NIC528,0.022798954,1.005680855,0.021973370838369588,0.7336622162381885,0.07933789565015914,0.22582533461569676
PB306,-0.066833746,-2.369832296,-0.04854533747534151,-2.1518796000305755,-0.013352446734160268,0.6020209618121106
PS2025,0.007838736,1.711579758,-5.719473888787672e-4,1.19137255215521,-0.053893739158542286,0.4649974897321583
QG2075,0.010933435,-3.812889426,-0.003956742042042842,-3.9864001040165933,0.041070244579745355,-0.6455116746291529
QG556,-0.106268498,-2.132962456,-0.11432107231510322,-2.1383305969251474,-0.04751402149294973,1.8292792729662675
QW947,-0.070722395,0.709150363,-0.09156620845479041,1.1824449190986988,-0.33614090380424394,-0.3661349272942653
QX1211,0.015064471,0.967090986,-0.005340337743615758,-2.777448620447361,-0.002873547000850917,-3.9089670259981277
QX1212,-0.022529049,0.727977915,-0.031211844215784264,0.30517327698305746,-0.030692758473484995,-0.01657196686440802
QX1791,-0.067588091,-0.726786844,-0.07482087121193705,0.07412913535431631,-0.10085938618952144,0.513472580536825
QX1792,-0.067896231,-0.258410559,-0.0972493184685452,-0.17765089805793896,-0.29056850905320913,0.07674359687737392
QX1793,-0.092161632,-4.693145701,-0.11597488044959722,-4.149209483186267,-0.09446292345810775,-0.684280294853116
QX1794,-0.074146538,-2.327385864,-0.07000527174440804,-1.8519661054690004,-0.16703953409774241,-3.8149822667576077
WN2001,-0.070780175,-2.48296787,-0.09101895331417421,-2.458638365117163,-0.04926696799543401,-0.28096835758628724
XZ1513,-0.083529885,-2.463690657,-0.10182892664904443,-1.6213945219551433,-0.24788337357714949,-0.4547262790642168
XZ1514,-0.115229672,-3.576384927,-0.1304891726497839,-3.7510874461814248,-0.15617050198786686,-1.8081757838351036
XZ1515,-0.00846445,1.236153353,-0.009608750839805653,-0.3043883381948238,0.15898236949505695,-11.219766045326077
XZ1516,-0.037889654,0.571691372,-0.06289623775011735,0.01668478067273771,-0.04497834907834695,0.4830197867332954
