strain,Slope_pub,PC1_pub,slope_mip_m,PC1_mip_m,slope_nnls,PC1_nnls
CB4854,-0.023500364,-0.36466885,-0.026103871842923506,-0.3581948173578793,-0.01713548556163705,0.6295336590520698
CB4856,0.110989445,3.341500863,0.12302146494384258,2.1259900368027176,0.1328368354740462,0.8414151866424301
CX11254,0.041327146,-2.934439545,0.045559766078629146,-2.5073455707536483,0.24195328941604036,-1.528259149540599
CX11264,-0.099393549,-3.759133896,-0.1363227149983507,-3.7239752259449745,-0.1059292624721981,-0.2083311899955782
CX11271,-0.150173707,-4.575919302,-0.1546510641822165,-3.6297004083958293,-0.06943855051578451,0.5531253534097368
CX11276,-0.009002079,3.413149192,-0.00442658455005921,3.7456662113266552,0.02326547984905352,1.4209418146751778
CX11285,-0.002760894,0.08709019,0.00627688111787142,-0.013869370937988235,0.15163413545062504,-5.153349625344204
CX11307,0.008974669,3.136037214,-0.01431332388894711,3.102679951834856,-0.012083654871825352,1.2293694817848557
DL200,0.016985176,3.918008325,0.017565495220866978,4.5316252282027465,-0.13998058417675813,0.8714066214939765
DL226,-0.1177276,-2.971729134,-0.13239820876275582,-2.6825347406183693,0.030724724313704467,1.3472780658486179
DL238,0.157499768,8.005616004,0.18119093292939759,6.142660702399516,0.17679070100299396,1.749763265783878
ECA189,0.054075385,2.626910447,0.0666654355208118,2.286388876248182,0.061028588028398605,-2.343353543562945
ECA191,0.01555942,-1.629147271,0.029203644835040968,-1.7799887833310846,-0.006767468968350605,-2.0417190522949387
ECA36,0.038530871,-0.725183263,0.0436436822266923,-1.7567051891316432,-0.1757151656837982,-0.9448762140444581
ECA363,-0.04013798,0.048049401,-0.04584999768246141,0.3409607251071401,-0.03920317220036351,0.37425165146379213
ECA369,0.010226558,3.684805729,0.022294038616613557,3.5254076993818098,0.04388308705658035,1.0986685346151606
ECA372,-0.072183605,-0.849016581,-0.12117695444843231,-0.9066378352248512,-0.433497469221615,-2.3185936371214644
ECA396,-0.06761815,-0.368263227,-0.07736364270587401,0.2545428537410386,-0.06570867194197545,0.5279396552786598
ED3017,0.008042072,-0.149423671,-1.9536920714977184e-4,-0.1521281452965844,0.1454965971320894,-0.8262748994732981
ED3049,-0.032966279,1.340408147,-0.04035301156580291,1.3584008212160108,-0.6541043521713565,-3.728729180569858
ED3052,-0.088646987,-1.642941615,-0.1101866985992003,-0.9789261152030204,-0.12309134891284527,0.8016003444067618
ED3077,0.100582264,6.190406368,0.1218314285805064,4.839829057389849,0.16063413792659653,1.969815013000139
EG4724,0.060854333,2.112567334,0.08186704836360821,1.7052738205627296,0.05919325239209023,0.7832856605745844
EG4725,0.13304007,9.068871516,0.16163566195477197,7.8046728043964215,0.2251910286331111,3.135233553049022
GXW1,-0.045601306,-0.146275055,-0.05714084069320834,0.4722249584112615,-0.01874607373727721,0.40302348638522506
JU1212,-0.071210742,-0.365241929,-0.07418944268158952,0.15105927892112783,-0.03856428144591351,0.6417660563445201
JU1400,-0.107838182,-3.947495923,-0.10625930996365061,-3.6574862619971062,0.20168675127991165,-1.3075400536372068
JU1581,-0.113610997,-3.915228906,-0.11689204402217247,-2.8981151415243374,-0.03765633313194224,0.5227818231725454
JU1652,-0.010329181,2.131198445,-0.024000395923784865,2.329969564221415,-0.23095294622239487,0.6717302901247091
JU1793,-0.072758139,0.27439272,-0.0890323483126353,0.43434944815302723,-0.3973496214503233,-0.7264961707360372
JU1896,-0.031635115,-1.14361048,-0.02641954344905507,-1.0173592658684816,-0.02278216878226464,0.11511686028344711
JU2001,-0.018527835,0.42774401,0.003062930121179229,0.4807618979868242,0,0.6984194048034325
JU2007,-0.057227878,-0.696571775,-0.07583714535403735,-0.5898408472398765,-0.25306365165108985,-0.24078518284785877
JU2017,-0.081088082,-2.231871314,-0.11327792325146908,-1.2026272541814071,-0.10528684322053866,0.24016496146726363
JU2106,-0.115823526,-1.474950772,-0.12895734086263264,-1.4794805106426274,-0.5315388984901818,-1.2548215973891272
JU2234,0.007524876,-1.030498423,-0.019749900307927445,-1.1563716402931878,-0.20950959755966772,-0.6651897052215114
JU2316,-0.015299386,0.679877039,-0.006758253680371126,0.8320426214442778,0.24650131267913797,2.2339181214230823
JU2464,-0.0683345,-1.61173903,-0.07777194618801986,-1.021576443763108,-0.08741157136101341,0.35620876266823637
JU2519,0.060697714,4.620836103,0.08180833804282335,3.9703600421420213,0.09963704676985718,1.594377212156864
JU2526,0.102001142,6.257550175,0.11846102103616854,5.350507478855359,0.10029759295206632,1.0489923414860214
JU2576,-0.016061618,0.11523178,-0.0284107320753225,0.2357007327472857,-0.04394399872939002,0.18158329421699754
JU258,-0.150557169,-3.593657934,-0.1810123626253508,-3.046692078026838,-0.3112876879514462,-0.7993093489230474
JU2592,-0.113296238,-3.974033901,-0.14590515475458576,-3.40915905609132,-0.24764375631980032,-2.1381341645330245
JU2593,-0.036941186,0.332641003,-0.04328115041758521,0.031174791456077197,-0.013083348287965431,0.5923386562271277
JU2619,-0.062543226,-0.301216533,-0.04663075507479762,0.2639097548417677,0,1.8209292130642125
JU2811,-0.115590806,-2.647764156,-0.1491519931577123,-2.4284441831533043,-0.4439097331725327,-2.0894572446296387
JU2829,-0.053982309,-0.388233441,-0.07440407182304724,-0.7621744211109952,-0.06917387859743845,-0.13304862663658545
JU2838,0.026109881,2.34242874,0.02098567022840415,2.2925168642583387,0.014573323439746889,1.0060420761238587
JU2841,0.001767199,0.512529949,0.003533597183840936,0.16842723506118923,0.026940338456792508,0.5935866559114735
JU2878,0.017662624,3.826666166,0.023700929599181405,3.4644399679398585,0.029558941927990506,7.559566354211424
JU2879,-0.00745388,-1.170253072,-0.02257225863832982,-1.412694659461679,-0.031615788227289623,1.3335358496172236
