strain,slope_baugh,PC1_baugh,slope_nnls,PC1_nnls
CB4854,-1.7608336217843785e-4,-0.018669603013551844,-9.04402545881319e-5,-0.01750672413307652
CB4856,0.002646875005327749,0.3273071591335412,0.0028398314775376445,0.3789993231933372
CX11254,3.322005793299635e-4,0.06696354408993653,3.474489885111321e-4,0.06459762669910278
CX11264,-4.876053970582878e-4,-0.028196133171240575,-5.125646352857396e-4,-0.030021694733957976
CX11271,-7.944404322380274e-4,-0.05366310461157023,-6.261033476507798e-4,-0.05068100712779616
CX11276,1.278512369014412e-4,0.004439369269436449,9.696216923418913e-5,-0.001334940284002
CX11285,-3.822728986193596e-6,-0.016184278137479087,2.627727622340401e-5,-0.015729421022308208
CX11307,4.108455394465809e-4,0.043227577404482374,2.722048061602811e-4,0.026013108249132427
DL200,3.947591447303457e-4,-0.05752507427344652,3.1702171335382074e-4,-0.055194185542092475
DL226,-8.162989908765483e-4,-0.040602803755518176,-5.727645807625206e-4,-0.027441876115935206
DL238,0.0041845168013955325,0.8684220070334652,0.003910212037407956,0.8533951332367529
ECA189,7.684711694620422e-4,0.007540811083826955,7.297598249441019e-4,0.005777068210137468
ECA191,5.556559978192997e-5,-0.028102323378263315,3.2147886444296556e-5,-0.0272752279340495
ECA36,1.1783958330348014e-4,-0.02842672783017996,4.3411368321803e-5,-0.02389290894468264
ECA363,-3.8154971876836987e-4,-0.01472403867309243,-4.292521374859258e-4,-0.02944600856716614
ECA369,5.009117210067548e-4,0.035830071166599795,4.97887872552896e-4,0.035007382320197976
ECA372,-5.715339780706032e-4,-0.015421845949469314,-5.36865742374789e-4,-0.019846092918814746
ECA396,-9.330779386082694e-4,-0.0885893294676531,-7.513188620056675e-4,-0.06819669516668425
ED3017,3.9449038631076956e-5,0.007144849119431796,3.909412756189336e-5,-0.002178372158075671
ED3049,-6.565836138895992e-4,-0.026483453715772924,-0.0010420419066866546,-0.058174275723890397
ED3052,-5.884638658960663e-4,0.0078034474212991985,-5.740049988323749e-4,-0.012825240029543418
ED3077,0.0029251235182331074,0.008297197374149103,0.0028872581532185717,0.048301158662915095
EG4724,0.0016484807363895914,-0.01744138651235468,0.0015326014799347317,-1.3478609391437e-4
EG4725,0.00217484045251585,0.11857218064619272,0.002250552739477602,0.15178931191167314
GXW1,-2.4189537119451954e-4,0.006821949851303818,-1.5253649397247088e-4,-0.0013655262558769357
JU1212,-3.8145972786429033e-4,-5.03228432965195e-4,-2.631628275549979e-4,8.872036757991414e-5
JU1400,-2.577851267399155e-4,-0.00664115542983665,-1.5540409738738076e-4,-0.004374460513295629
JU1581,-2.2687334680864487e-4,-0.014448691785829155,-2.78220822191597e-4,-0.01603551549066885
JU1652,-2.61433069583973e-4,-0.051330600190985315,-4.3501069914641784e-4,-0.06831473948027518
JU1793,-5.844100598481735e-4,-0.01115754189637985,-5.117140239112016e-4,-0.018252311738241735
JU1896,-4.125589576660297e-4,-0.03782915285848395,-2.3416483626316904e-4,-0.039072664908611346
JU2001,9.36698605772507e-6,0.010715596736752311,0,0
JU2007,-5.138203061599628e-4,-0.06486235078888854,-5.846374834680873e-4,-0.05401937077969549
JU2017,-6.247631204491012e-4,-0.029347070635558845,-5.747054183271665e-4,-0.03438789469353926
JU2106,-3.291763259817161e-4,0.0016070501489287453,-4.683293708291227e-4,-0.012264362170374856
JU2234,-6.697292484352661e-5,-0.031415640512657265,-9.844172362379118e-5,-0.01921714160515995
JU2316,-2.507279281433919e-5,0.009326069480806824,5.60126500445083e-5,0.008399774982999838
JU2464,-4.3993295748761066e-4,-0.021094020760571524,-4.6219452916054305e-4,-0.032751403888174935
JU2519,7.951290655595827e-4,0.10730597252194418,9.42109084124037e-4,0.10483500054079868
JU2526,0.0023015443470891443,0.007723158061232064,0.0022764357743928244,0.02761402485771834
JU2576,-2.4001551545811968e-4,-0.0025485271563026324,-1.3432509578584722e-4,-0.0022657251214066444
JU258,-0.0015234558865863754,-0.01840671140987847,-0.0013532087906932392,-0.042601977675174194
JU2592,-5.379939069576848e-4,-0.01548038998228771,-4.269980407110534e-4,-0.013541041505534781
JU2593,-7.133340072611803e-4,-0.12270123636336702,-4.5879509975098575e-4,-0.0979014982976297
JU2619,-9.018910639291238e-5,-0.0028902393700481924,-6.347048568648569e-5,0.007050113933042949
JU2811,-0.0011252303683292589,-0.03294909179152212,-0.0012578905794212534,-0.05011832576668978
JU2829,-2.215452173592667e-4,-0.02039528408126227,-2.784969381875384e-4,-0.02536815768488568
JU2838,1.6963277312379395e-4,-0.04751580025108949,1.3170638721953442e-4,-0.04068346331528779
JU2841,2.696067561606582e-4,-0.051588059344144246,8.972437050383933e-4,-0.030613484065173422
JU2878,2.2872808228699507e-4,-0.05945733846949924,2.1673562949317657e-4,-0.04418462602464713
JU2879,-5.0459339167254265e-5,-0.012400010025340651,1.5760293220386094e-5,-0.0037963517978675046
JU3137,-7.690800097200737e-4,-0.025812577969387317,-7.644204154377597e-4,-0.033070776535631986
JU561,-3.749764152343376e-7,-1.4988868855077354e-5,-6.601521193186705e-5,-0.012744081316376171
JU774,-9.014257450872849e-5,0.003034142865704594,1.2985240001304625e-4,0.00934408810988382
JU775,3.8973888140213213e-7,-2.04226101960222e-4,2.6458854116714057e-4,-7.395813473704914e-4
JU782,-6.634189656575998e-4,-0.0035824264082396696,-5.32480764080747e-4,-0.014505293651849015
KR314,-3.171446214890753e-4,-0.0237395179947171,-3.0668899476710495e-4,-0.028324292867207165
LKC34,-1.541178190636019e-4,-0.001193248729939653,-1.0290097079125371e-4,-0.004943998576735256
MY10,-4.54303020582926e-4,-0.03167891624053025,-3.611650766254659e-4,-0.02296525242803306
MY16,-8.295250852375222e-4,-0.08140821990240622,-7.92147476726479e-4,-0.05724098746474386
MY18,-4.7557223382070407e-4,-0.008991783543051322,-8.576674155807175e-4,-0.03604908999185701
MY2147,-7.069613569591829e-4,-0.01711854803190913,-5.481748168007899e-4,-0.02425994900320043
MY23,-1.2224522227674732e-4,0.02620787148235354,-2.484919239451869e-4,-0.003012524087013674
MY2453,-3.382603662135936e-4,-0.013905543784991299,-3.526387883172675e-4,-0.025491330990102784
MY2741,-5.682132836697253e-4,-0.019614115138283972,-4.964135087103204e-4,-0.02905964517276
NIC195,-8.891087605101099e-5,0.020527903906756073,4.427872077753857e-6,0.02015224448510058
NIC199,4.538495055106124e-6,-0.003918878655442038,3.922604079959421e-5,-0.006000158428469216
NIC251,2.4974811737423045e-5,0.008283766807156914,7.791371697523447e-5,0.007306423271095685
NIC252,0.0012400586561238014,0.032019068800298096,0.0010527685635792921,0.03847490744761535
NIC256,-4.319697499024839e-4,0.002049262736772259,-1.6249229742752768e-4,0.0033859963587865804
NIC258,0.0019810817707484455,-0.05727961293041739,0.0016386118328284914,-0.026689720675580335
NIC261,9.243629754754693e-4,-0.06801031999086443,8.706458218710298e-4,-0.04515977579950318
