strain	depth	abs_err	rel_err	mean_input	n_obs	n_private
JU3135	100	0.000265822119576192	0.0629607173684907	0.00560660738019332	20	385
JU3135	50	0.000408996380646005	0.106891436931728	0.00560660738019332	20	385
JU3135	30	0.000399048361480158	0.103388532852272	0.00560660738019332	20	385
JU3135	10	0.000684442602252092	0.154728670310638	0.00560660738019332	20	385
JU3135	5	0.000990883872563177	0.24559082176187	0.00560660738019332	20	385
JU3135	3	0.00129191355238237	0.324875985465945	0.00560660738019332	20	385
JU3135	1	0.00188144217140794	0.420042908166437	0.00560660738019332	20	385
JU3137	500	9.37657810617433e-05	0.0250953130675997	0.00488020212004334	30	768
JU3137	100	0.000205054910480965	0.0571944860189349	0.00488020212004334	30	768
JU3137	50	0.000300026645543063	0.0815347696615565	0.00488020212004334	30	768
JU3137	30	0.000334901502084216	0.0977494395575656	0.00488020212004334	30	768
JU3137	10	0.000720758338697217	0.180613961814728	0.00488020212004334	30	768
JU3137	5	0.000868111217287293	0.236268261376409	0.00488020212004334	30	768
JU3137	3	0.000879809307907534	0.233764858160878	0.00488020212004334	30	768
JU3137	1	0.00163172915592458	0.430060165566951	0.00488020212004334	30	768
JU3140	500	0.000102387233946767	0.0276967910377936	0.00476249462509746	30	229
JU3140	100	0.00030687551716043	0.0743623509463659	0.00476249462509746	30	229
JU3140	50	0.000431593810979518	0.0973955108029325	0.00476249462509746	30	229
JU3140	30	0.00043479972392848	0.108990028168584	0.00476249462509746	30	229
JU3140	10	0.000785385102140588	0.192542401883434	0.00476249462509746	30	229
JU3140	5	0.00150660363175945	0.37182292298033	0.00476249462509746	30	229
JU3140	3	0.00131913260672671	0.340127090420022	0.00476249462509746	30	229
JU3140	1	0.0026482647099257	0.59852434990991	0.00476249462509746	30	229
JU3141	500	0.000155063916864553	0.0483813286001674	0.00320503635082103	10	396
JU3141	100	0.000421231184270035	0.131427896024371	0.00320503635082103	10	396
JU3141	50	0.000585241790036044	0.182600671560597	0.00320503635082103	10	396
JU3141	30	0.00057799549729488	0.180339763431019	0.00320503635082103	10	396
JU3141	10	0.000906884263560162	0.282955999337682	0.00320503635082103	10	396
JU3141	5	0.00182256923320766	0.568657897668081	0.00320503635082103	10	396
JU3141	3	0.0013818572540162	0.431151819436374	0.00320503635082103	10	396
JU3141	1	0.00245583239288675	0.766241665951042	0.00320503635082103	10	396
JU3144	500	0.00011880319887233	0.0256898770923475	0.00646343490546187	30	642
JU3144	100	0.000229584297129446	0.0542165560524145	0.00646343490546187	30	642
JU3144	50	0.00035893001823853	0.0886081003366896	0.00646343490546187	30	642
JU3144	30	0.000426354126446783	0.0938965928065331	0.00646343490546187	30	642
JU3144	10	0.000669409186784574	0.133352204157542	0.00646343490546187	30	642
JU3144	5	0.00109360910283976	0.26850341253282	0.00646343490546187	30	642
JU3144	3	0.00105128103320142	0.252100339712717	0.00646343490546187	30	642
JU3144	1	0.00221579558447249	0.470766873572264	0.00646343490546187	30	642
JU3166	500	7.72425291344415e-05	0.0104726513886012	0.00737564216245323	10	1856
JU3166	100	0.000182921470314369	0.024800751756309	0.00737564216245323	10	1856
JU3166	50	0.000232210409988252	0.0314834159350019	0.00737564216245323	10	1856
JU3166	30	0.000422921006226101	0.057340228404659	0.00737564216245323	10	1856
JU3166	10	0.000527923355994163	0.0715765955514536	0.00737564216245323	10	1856
JU3166	5	0.000732601865663128	0.0993271974869583	0.00737564216245323	10	1856
JU3166	3	0.00110993043075303	0.150485938214749	0.00737564216245323	10	1856
JU3166	1	0.00206639784196347	0.280165143108863	0.00737564216245323	10	1856
JU3167	500	0.000105688940624972	0.0104880998805411	0.0100770341462003	10	1084
JU3167	100	0.000178726257294949	0.0177359979833292	0.0100770341462003	10	1084
JU3167	50	0.000222389509179508	0.0220689446868018	0.0100770341462003	10	1084
JU3167	30	0.00026124391292191	0.0259246827123649	0.0100770341462003	10	1084
JU3167	10	0.000584516959468685	0.0580048604567927	0.0100770341462003	10	1084
JU3167	5	0.000820281923911384	0.0814011257688038	0.0100770341462003	10	1084
JU3167	3	0.00137232973438337	0.136183892450223	0.0100770341462003	10	1084
JU3167	1	0.00103427691258611	0.102637035617875	0.0100770341462003	10	1084
JU3169	500	9.15016356874486e-05	0.00707370785544769	0.0129354558538886	10	1484
JU3169	100	0.00016733973262257	0.0129365160774187	0.0129354558538886	10	1484
JU3169	50	0.000239469165533344	0.0185126189782755	0.0129354558538886	10	1484
JU3169	30	0.000282629897204817	0.0218492413717182	0.0129354558538886	10	1484
JU3169	10	0.000865824347554664	0.0669341967793414	0.0129354558538886	10	1484
JU3169	5	0.000644836903712188	0.049850342422864	0.0129354558538886	10	1484
JU3169	3	0.0009088343749188	0.0702591686898758	0.0129354558538886	10	1484
JU3169	1	0.00164511989027964	0.12717911984409	0.0129354558538886	10	1484
JU3224	500	9.74224730238433e-05	0.0152855884265725	0.00637348529249185	10	555
JU3224	100	0.000125155678682679	0.01963692908025	0.00637348529249185	10	555
JU3224	50	0.000169932662844356	0.0266624390024939	0.00637348529249185	10	555
JU3224	30	0.000357611466308858	0.0561092479071278	0.00637348529249185	10	555
JU3224	10	0.000701485135540345	0.110063035113098	0.00637348529249185	10	555
JU3224	5	0.000486722057290072	0.0763667028248178	0.00637348529249185	10	555
JU3224	3	0.00109246362059596	0.171407569086716	0.00637348529249185	10	555
JU3224	1	0.00258055840808322	0.404889678042121	0.00637348529249185	10	555
JU3225	500	0.000131367375270222	0.0314934638139578	0.0041712583933686	10	560
JU3225	100	0.000241975135910468	0.0580101046473545	0.0041712583933686	10	560
JU3225	50	0.000348293040556188	0.0834983133890479	0.0041712583933686	10	560
JU3225	30	0.000524103735342712	0.125646432303481	0.0041712583933686	10	560
JU3225	10	0.000583648774340127	0.139921510321203	0.0041712583933686	10	560
JU3225	5	0.001547725694107	0.371045269352662	0.0041712583933686	10	560
JU3225	3	0.00179260121009604	0.429750698960748	0.0041712583933686	10	560
JU3225	1	0.00184410253567956	0.442097410846397	0.0041712583933686	10	560
JU3226	500	4.49377259906891e-05	0.00830024701306073	0.00541402272968239	10	1048
JU3226	100	9.25237366209157e-05	0.0170896468745235	0.00541402272968239	10	1048
JU3226	50	0.000182647354358026	0.0337359784909401	0.00541402272968239	10	1048
JU3226	30	0.000260382714779294	0.0480941303315455	0.00541402272968239	10	1048
JU3226	10	0.000467953066376096	0.086433524523372	0.00541402272968239	10	1048
JU3226	5	0.000701201275429473	0.129515761281373	0.00541402272968239	10	1048
JU3226	3	0.000506500472754139	0.0935534440919965	0.00541402272968239	10	1048
JU3226	1	0.00103574735180381	0.191308275476076	0.00541402272968239	10	1048
JU3228	500	7.18584436419122e-05	0.0107601832646037	0.00667818027582253	10	600
JU3228	100	0.000119995424338344	0.0179682816848733	0.00667818027582253	10	600
JU3228	50	0.000289192527124259	0.0433040911116524	0.00667818027582253	10	600
JU3228	30	0.000347381599095171	0.0520174036560259	0.00667818027582253	10	600
JU3228	10	0.000440185458083407	0.0659139825375844	0.00667818027582253	10	600
JU3228	5	0.000437410860916856	0.0654985105000001	0.00667818027582253	10	600
JU3228	3	0.000521712915907052	0.0781220174297846	0.00667818027582253	10	600
JU3228	1	0.00166674727468632	0.249581054395995	0.00667818027582253	10	600
JU323	500	0.000103441173271606	0.0228864220931023	0.00741493530861795	60	505
JU323	100	0.000251790645433745	0.0545818097587627	0.00741493530861795	60	505
JU323	50	0.000317635017196015	0.069806235686918	0.00741493530861795	60	505
JU323	30	0.000439202509132917	0.103786720064784	0.00741493530861795	60	505
JU323	10	0.000874695949274964	0.20029080206938	0.00741493530861795	60	505
JU323	5	0.00105404343938363	0.234769204153631	0.00741493530861795	60	505
JU323	3	0.00129570256124729	0.244145914737237	0.00741493530861795	60	505
JU323	1	0.0020783030751335	0.386578316314792	0.00741493530861795	60	505
JU3280	500	0.000101684308143241	0.0226297300422669	0.00449339466062208	10	609
JU3280	100	0.000251363112190201	0.0559405819375326	0.00449339466062208	10	609
JU3280	50	0.000208753160999843	0.0464577845407736	0.00449339466062208	10	609
JU3280	30	0.000403262866003623	0.0897457037410096	0.00449339466062208	10	609
JU3280	10	0.00056343645043614	0.125392157375764	0.00449339466062208	10	609
JU3280	5	0.000875169101179385	0.194767913187983	0.00449339466062208	10	609
JU3280	3	0.000865768113576282	0.192675733819567	0.00449339466062208	10	609
JU3280	1	0.00165034385460537	0.367282195144839	0.00449339466062208	10	609
JU3282	500	0.000156149781797928	0.0386248228156809	0.00404273134256384	10	550
JU3282	100	0.000277414694060499	0.0686206108082775	0.00404273134256384	10	550
JU3282	50	0.000331804022232977	0.0820742201539792	0.00404273134256384	10	550
JU3282	30	0.00055107159145687	0.136311702352051	0.00404273134256384	10	550
JU3282	10	0.000877913190614517	0.217158429839604	0.00404273134256384	10	550
JU3282	5	0.00217447207270745	0.537872019793538	0.00404273134256384	10	550
JU3282	3	0.00211526138970012	0.52322581207156	0.00404273134256384	10	550
JU3282	1	0.00271661282145584	0.671974611039328	0.00404273134256384	10	550
JU3291	500	0.000113062891082536	0.0154310547891733	0.00732697100925745	10	244
JU3291	100	0.000380574154710621	0.051941539584335	0.00732697100925745	10	244
JU3291	50	0.000372846545532504	0.0508868596670331	0.00732697100925745	10	244
JU3291	30	0.000576750147952877	0.078716040670035	0.00732697100925745	10	244
JU3291	10	0.00080113293505705	0.109340262714952	0.00732697100925745	10	244
JU3291	5	0.00170231857922515	0.232335923954703	0.00732697100925745	10	244
JU3291	3	0.0014719906998229	0.200900303544681	0.00732697100925745	10	244
JU3291	1	0.00309754298554764	0.422759006639165	0.00732697100925745	10	244
JU346	500	0.000105584786983674	0.0222317690078399	0.00525792792124897	70	435
JU346	100	0.000245696271866023	0.0531350056490366	0.00525792792124897	70	435
JU346	50	0.000347140737950817	0.0744267727666761	0.00525792792124897	70	435
JU346	30	0.000442702667144717	0.09098937614563	0.00525792792124897	70	435
JU346	10	0.000602804468607384	0.129350168239466	0.00525792792124897	70	435
JU346	5	0.000979621710235531	0.214684835730018	0.00525792792124897	70	435
JU346	3	0.00100897471192526	0.208936657165804	0.00525792792124897	70	435
JU346	1	0.00202727341608714	0.425085029959421	0.00525792792124897	70	435
JU360	500	7.77382118495667e-05	0.0129677745685491	0.00728009835289544	40	234
JU360	100	0.000180243527683283	0.0360127572152853	0.00728009835289544	40	234
JU360	50	0.000331425505721705	0.0639378810758695	0.00728009835289544	40	234
JU360	30	0.000355673127468059	0.0645673938695347	0.00728009835289544	40	234
JU360	10	0.00069392784501133	0.13426771092283	0.00728009835289544	40	234
JU360	5	0.000812747625803838	0.14267310970144	0.00728009835289544	40	234
JU360	3	0.0012032970923196	0.18591362244587	0.00728009835289544	40	234
JU360	1	0.00143790750452693	0.276412114444592	0.00728009835289544	40	234
JU367	500	0.000118721707738351	0.0359806574039157	0.00375110166105156	30	559
JU367	100	0.000288311577123282	0.0861576943950592	0.00375110166105156	30	559
JU367	50	0.000418279358608188	0.133269345186635	0.00375110166105156	30	559
JU367	30	0.000566569140048916	0.172700493023946	0.00375110166105156	30	559
JU367	10	0.000939587678028751	0.292742869694107	0.00375110166105156	30	559
JU367	5	0.00110870813341853	0.334191630702637	0.00375110166105156	30	559
JU367	3	0.00141603738709045	0.435802972902187	0.00375110166105156	30	559
JU367	1	0.0021608653306384	0.674502064790285	0.00375110166105156	30	559
JU393	500	7.25819651566916e-05	0.0231841920009637	0.00608343407896811	60	466
JU393	100	0.000201416247355479	0.0625801030807251	0.00608343407896811	60	466
JU393	50	0.000276104684938675	0.0845590289486482	0.00608343407896811	60	466
JU393	30	0.000389340517748523	0.117371484726918	0.00608343407896811	60	466
JU393	10	0.000596575715386151	0.154766668138207	0.00608343407896811	60	466
JU393	5	0.000979202993773204	0.283811566328795	0.00608343407896811	60	466
JU393	3	0.00098180853026581	0.265135486073305	0.00608343407896811	60	466
JU393	1	0.00160322512453684	0.437809390697547	0.00608343407896811	60	466
JU394	500	0.000132629470781039	0.0263092684936732	0.00625082668612954	60	369
JU394	100	0.000328230567048603	0.0654311100448249	0.00625082668612954	60	369
JU394	50	0.000537280194135505	0.0956646686632654	0.00625082668612954	60	369
JU394	30	0.000591988071753506	0.112906727735892	0.00625082668612954	60	369
JU394	10	0.000868704394761138	0.174403795533374	0.00625082668612954	60	369
JU394	5	0.00162791469188374	0.324346136559689	0.00625082668612954	60	369
JU394	3	0.0015747805528101	0.290158371447721	0.00625082668612954	60	369
JU394	1	0.00265872780472039	0.490505318333946	0.00625082668612954	60	369
JU397	500	0.000142305407207251	0.0446547452192266	0.00541829207443144	60	329
JU397	100	0.000297350452188275	0.08609396970521	0.00541829207443144	60	329
JU397	50	0.000420547572430452	0.111847529788302	0.00541829207443144	60	329
JU397	30	0.000437814462838565	0.129553905703728	0.00541829207443144	60	329
JU397	10	0.000889898618413094	0.262997031029671	0.00541829207443144	60	329
JU397	5	0.00127990870038105	0.346761915150329	0.00541829207443144	60	329
JU397	3	0.00146859771498731	0.353989312322931	0.00541829207443144	60	329
JU397	1	0.00245804982759822	0.604951590547678	0.00541829207443144	60	329
JU406	500	0.000138883516113497	0.0324404804706356	0.00517136492524225	60	436
JU406	100	0.00030738246421283	0.0798383586258513	0.00517136492524225	60	436
JU406	50	0.000455435684552174	0.115766865827319	0.00517136492524225	60	436
JU406	30	0.000484758299917099	0.135194826919703	0.00517136492524225	60	436
JU406	10	0.00103056221273058	0.250747614095382	0.00517136492524225	60	436
JU406	5	0.00122940522367834	0.277161415192972	0.00517136492524225	60	436
JU406	3	0.00147426421102868	0.374277315093975	0.00517136492524225	60	436
JU406	1	0.00263402788376522	0.686676799199726	0.00517136492524225	60	436
JU440	500	0.000144404407886483	0.0299629636541466	0.00605263109246701	60	494
JU440	100	0.000307979249299765	0.0581125183021691	0.00605263109246701	60	494
JU440	50	0.000501900158738798	0.104861725661859	0.00605263109246701	60	494
JU440	30	0.000529892447248211	0.100495197332251	0.00605263109246701	60	494
JU440	10	0.00105208545530966	0.205531548358858	0.00605263109246701	60	494
JU440	5	0.00151502104825389	0.284753834562006	0.00605263109246701	60	494
JU440	3	0.00170759321920554	0.337802207739881	0.00605263109246701	60	494
JU440	1	0.00267850630153726	0.516941251453181	0.00605263109246701	60	494
JU561	500	0.000114275305994922	0.0260802768143612	0.00695933756892229	60	439
JU561	100	0.000283338370701319	0.057952546114093	0.00695933756892229	60	439
JU561	50	0.000390744125527864	0.0877886006873836	0.00695933756892229	60	439
JU561	30	0.00040739473925212	0.0888942432248372	0.00695933756892229	60	439
JU561	10	0.000815324670525873	0.195833020212061	0.00695933756892229	60	439
JU561	5	0.00135172374879487	0.286182107242495	0.00695933756892229	60	439
JU561	3	0.00130058334581957	0.291381820221473	0.00695933756892229	60	439
JU561	1	0.00234665169856569	0.444455689355193	0.00695933756892229	60	439
JU642	500	9.49384503904886e-05	0.0226422608527761	0.00529437395621849	60	513
JU642	100	0.000232769045870743	0.0568815984694326	0.00529437395621849	60	513
JU642	50	0.000344138395444545	0.0829394377893484	0.00529437395621849	60	513
JU642	30	0.000440142638683121	0.112710847232193	0.00529437395621849	60	513
JU642	10	0.000666331983348215	0.141987092617384	0.00529437395621849	60	513
JU642	5	0.00102827246131146	0.241526370867229	0.00529437395621849	60	513
JU642	3	0.0014150403625059	0.319225909504464	0.00529437395621849	60	513
JU642	1	0.00187514560003158	0.439397551603715	0.00529437395621849	60	513
JU751	500	7.49117925031737e-05	0.0136567456293732	0.00662702570358892	50	157
JU751	100	0.000187658306166281	0.0358937535836909	0.00662702570358892	50	157
JU751	50	0.000222331411292678	0.0410086277370898	0.00662702570358892	50	157
JU751	30	0.000375491562764312	0.0749103871424219	0.00662702570358892	50	157
JU751	10	0.000494106421580127	0.086373044099425	0.00662702570358892	50	157
JU751	5	0.000847959351340783	0.160688199529806	0.00662702570358892	50	157
JU751	3	0.00106828996410987	0.207762987846446	0.00662702570358892	50	157
JU751	1	0.00194386217776412	0.353379130271375	0.00662702570358892	50	157
JU774	500	8.39133550356358e-05	0.0200487514928867	0.00561918292905612	60	462
JU774	100	0.000208786928980421	0.0487586580654984	0.00561918292905612	60	462
JU774	50	0.000266715365835144	0.0643695911499033	0.00561918292905612	60	462
JU774	30	0.000398940885832658	0.0948363453060952	0.00561918292905612	60	462
JU774	10	0.00069962420232456	0.17996190783221	0.00561918292905612	60	462
JU774	5	0.000844580687571009	0.20371600147142	0.00561918292905612	60	462
JU774	3	0.00112055134291563	0.269638567040362	0.00561918292905612	60	462
JU774	1	0.00208720412816531	0.47661911578622	0.00561918292905612	60	462
JU775	500	7.06226711246472e-05	0.016066893551241	0.00550886026264461	50	190
JU775	100	0.000191303877603243	0.039388422491572	0.00550886026264461	50	190
JU775	50	0.000231318859700657	0.0496554683832146	0.00550886026264461	50	190
JU775	30	0.000294240044106872	0.0693286469613187	0.00550886026264461	50	190
JU775	10	0.000448449606401712	0.0982011586627312	0.00550886026264461	50	190
JU775	5	0.000996756605017427	0.226689617930488	0.00550886026264461	50	190
JU775	3	0.00093825547992282	0.205447313778418	0.00550886026264461	50	190
JU775	1	0.00164657912219258	0.352555200317372	0.00550886026264461	50	190
JU778	500	9.75229487181267e-05	0.0303082252253625	0.0067953367246786	60	410
JU778	100	0.000197845884772334	0.053899460542089	0.0067953367246786	60	410
JU778	50	0.000292139688054867	0.0835305019843475	0.0067953367246786	60	410
JU778	30	0.000388336139310214	0.151700382616442	0.0067953367246786	60	410
JU778	10	0.000701005645820494	0.200808267318923	0.0067953367246786	60	410
JU778	5	0.000921266175087342	0.273948549635916	0.0067953367246786	60	410
JU778	3	0.00124126427883122	0.293195286384396	0.0067953367246786	60	410
JU778	1	0.00179061877599204	0.344754646526046	0.0067953367246786	60	410
JU782	500	8.6205604204431e-05	0.0147412581552896	0.00793541218038606	60	354
JU782	100	0.000165855146530752	0.0309985727216942	0.00793541218038606	60	354
JU782	50	0.000262763905248691	0.051231986993969	0.00793541218038606	60	354
JU782	30	0.000290962063532719	0.0563715479444915	0.00793541218038606	60	354
JU782	10	0.00054131238774107	0.0992934843747858	0.00793541218038606	60	354
JU782	5	0.000708221648322663	0.143909989113892	0.00793541218038606	60	354
JU782	3	0.00103298534895521	0.181629062392809	0.00793541218038606	60	354
JU782	1	0.0016823889458511	0.278671317553063	0.00793541218038606	60	354
JU792	500	0.000249525747956063	0.057956666634529	0.0066377509907756	60	288
JU792	100	0.000466600820827304	0.110790804225915	0.0066377509907756	60	288
JU792	50	0.000686177710945827	0.175540863789355	0.0066377509907756	60	288
JU792	30	0.000845688395310374	0.218625530666237	0.0066377509907756	60	288
JU792	10	0.0016796839954688	0.370255155798298	0.0066377509907756	60	288
JU792	5	0.00196437721141389	0.400178630718956	0.0066377509907756	60	288
JU792	3	0.00243879857085404	0.485763738536017	0.0066377509907756	60	288
JU792	1	0.00305938309347404	0.586697176401858	0.0066377509907756	60	288
JU830	500	0.000101997975057652	0.0193697072411545	0.00703725132216964	60	355
JU830	100	0.000229622307512149	0.0401699561470914	0.00703725132216964	60	355
JU830	50	0.000268602008633342	0.0517798888965367	0.00703725132216964	60	355
JU830	30	0.000326696034835479	0.0603497416574598	0.00703725132216964	60	355
JU830	10	0.000636592887534833	0.108525863712058	0.00703725132216964	60	355
JU830	5	0.000826603571213844	0.181719731257014	0.00703725132216964	60	355
JU830	3	0.00099036379676626	0.214722780059012	0.00703725132216964	60	355
JU830	1	0.00195460146424042	0.343313305847627	0.00703725132216964	60	355
JU847	500	0.000106452748620852	0.0176201568036609	0.00717477213130815	30	536
JU847	100	0.00017922049473358	0.028449602677302	0.00717477213130815	30	536
JU847	50	0.000331926300037599	0.0555531397530757	0.00717477213130815	30	536
JU847	30	0.000492037177155912	0.0915419801830336	0.00717477213130815	30	536
JU847	10	0.000629249907425274	0.103336442338341	0.00717477213130815	30	536
JU847	5	0.00104127693908476	0.191369051584282	0.00717477213130815	30	536
JU847	3	0.0013685573136943	0.212799335314626	0.00717477213130815	30	536
JU847	1	0.00177119142818131	0.295124011649328	0.00717477213130815	30	536
KR314	500	8.925940605175e-05	0.0149022861703337	0.00866428923487652	60	979
KR314	100	0.000199804690682575	0.0388249982744668	0.00866428923487652	60	979
KR314	50	0.000269267326765356	0.0497485686935296	0.00866428923487652	60	979
KR314	30	0.000389982370955707	0.07876081315105	0.00866428923487652	60	979
KR314	10	0.000619647783455966	0.122553002055583	0.00866428923487652	60	979
KR314	5	0.000915133103202976	0.159716935130411	0.00866428923487652	60	979
KR314	3	0.00118948631671425	0.233321200400715	0.00866428923487652	60	979
KR314	1	0.00184561206697185	0.327832171265664	0.00866428923487652	60	979
LKC34	500	0.000109999360057578	0.0189468561116489	0.00662334669002272	60	855
LKC34	100	0.000220305359352634	0.037091758374345	0.00662334669002272	60	855
LKC34	50	0.000327060619338168	0.0550456062730816	0.00662334669002272	60	855
LKC34	30	0.000348795035354614	0.0606814150381301	0.00662334669002272	60	855
LKC34	10	0.000791287158700763	0.135474251962545	0.00662334669002272	60	855
LKC34	5	0.001037309799022	0.17246658872641	0.00662334669002272	60	855
LKC34	3	0.00118297957744348	0.202986619224176	0.00662334669002272	60	855
LKC34	1	0.00199771087282773	0.324762117068541	0.00662334669002272	60	855
MY1	500	8.28532253787929e-05	0.0191101367428396	0.00481141501552396	60	690
MY1	100	0.000217293061524405	0.0481089757066646	0.00481141501552396	60	690
MY1	50	0.000313350542237791	0.068169399678297	0.00481141501552396	60	690
MY1	30	0.000379075659288519	0.0844254826905119	0.00481141501552396	60	690
MY1	10	0.000636431077640051	0.146562142311311	0.00481141501552396	60	690
MY1	5	0.000922993343024864	0.205913831585838	0.00481141501552396	60	690
MY1	3	0.000959865125721841	0.217690081739543	0.00481141501552396	60	690
MY1	1	0.00169569134409195	0.382671937592083	0.00481141501552396	60	690
MY10	500	5.87362073841437e-05	0.0124708557348129	0.00612632027184873	50	1694
MY10	100	0.000111492746241086	0.0233625702123634	0.00612632027184873	50	1694
MY10	50	0.000163224635533535	0.0345787671139644	0.00612632027184873	50	1694
MY10	30	0.000242035980049095	0.0511542892338289	0.00612632027184873	50	1694
MY10	10	0.000418102694384676	0.0904375632255616	0.00612632027184873	50	1694
MY10	5	0.000665417014394662	0.14995495115133	0.00612632027184873	50	1694
MY10	3	0.000520940691271409	0.097695500679369	0.00612632027184873	50	1694
MY10	1	0.00122128517350368	0.279462454019721	0.00612632027184873	50	1694
MY16	500	7.92215876456761e-05	0.0139948052425824	0.0100533290266135	60	351
MY16	100	0.000178031092856553	0.0280416184331031	0.0100533290266135	60	351
MY16	50	0.000252701647976155	0.050504817132484	0.0100533290266135	60	351
MY16	30	0.000313321457683376	0.0547168509610999	0.0100533290266135	60	351
MY16	10	0.000407041898764713	0.0783058546567276	0.0100533290266135	60	351
MY16	5	0.000644850462573866	0.129633624916129	0.0100533290266135	60	351
MY16	3	0.000999704857772809	0.147518864360007	0.0100533290266135	60	351
MY16	1	0.001394757137453	0.262067492745791	0.0100533290266135	60	351
MY18	500	0.000115726065068894	0.0191562844768483	0.0075711460677846	70	97
MY18	100	0.000229393594473875	0.0375434619982167	0.0075711460677846	70	97
MY18	50	0.000296794345721613	0.0459762025400501	0.0075711460677846	70	97
MY18	30	0.000378334737809109	0.0625783278783487	0.0075711460677846	70	97
MY18	10	0.000619790565403932	0.10013346606034	0.0075711460677846	70	97
MY18	5	0.000923153839056587	0.138066168061928	0.0075711460677846	70	97
MY18	3	0.00115883721883742	0.184643714239233	0.0075711460677846	70	97
MY18	1	0.00208145912773561	0.320479661102651	0.0075711460677846	70	97
MY2147	500	6.58185910433741e-05	0.0210587648125292	0.00377578018276353	20	654
MY2147	100	0.000188986155138131	0.057496171003141	0.00377578018276353	20	654
MY2147	50	0.000247214420119049	0.0728630110320162	0.00377578018276353	20	654
MY2147	30	0.000286699082117315	0.0914254924892133	0.00377578018276353	20	654
MY2147	10	0.000781093484943442	0.232171766167832	0.00377578018276353	20	654
MY2147	5	0.00073764373807337	0.215879857756394	0.00377578018276353	20	654
MY2147	3	0.00120950091784845	0.367215439504955	0.00377578018276353	20	654
MY2147	1	0.00131003674322277	0.379213686840988	0.00377578018276353	20	654
MY2212	500	7.73519648749643e-05	0.0386160751346122	0.00485962435942142	30	445
MY2212	100	0.000214102272546836	0.110589198726874	0.00485962435942142	30	445
MY2212	50	0.000308300084796007	0.153556506300188	0.00485962435942142	30	445
MY2212	30	0.000319317433473173	0.183025271109409	0.00485962435942142	30	445
MY2212	10	0.000586437028412099	0.333911576129764	0.00485962435942142	30	445
MY2212	5	0.000918317960813886	0.430156486392967	0.00485962435942142	30	445
MY2212	3	0.00128849231239105	0.497452305156843	0.00485962435942142	30	445
MY2212	1	0.00141092562833353	0.538838117528872	0.00485962435942142	30	445
MY23	500	7.15292838514651e-05	0.0221778406309415	0.0056342643051753	70	754
MY23	100	0.000182671748677684	0.0514158966100694	0.0056342643051753	70	754
MY23	50	0.000224970841436221	0.0608295627334197	0.0056342643051753	70	754
MY23	30	0.000339356589684328	0.0863152361575976	0.0056342643051753	70	754
MY23	10	0.000480756039025189	0.143413727262967	0.0056342643051753	70	754
MY23	5	0.000746574403394456	0.20756767405088	0.0056342643051753	70	754
MY23	3	0.000885811715732454	0.224308312028493	0.0056342643051753	70	754
MY23	1	0.00140236901431863	0.322082189342701	0.0056342643051753	70	754
MY2453	500	0.000123304404540858	0.0120005320239009	0.0102749115035299	10	381
MY2453	100	0.000297459632801378	0.0289500919496181	0.0102749115035299	10	381
MY2453	50	0.000415521764616912	0.0404404227203478	0.0102749115035299	10	381
MY2453	30	0.000606119029668164	0.0589901946561718	0.0102749115035299	10	381
MY2453	10	0.0012953286410868	0.126067133584732	0.0102749115035299	10	381
MY2453	5	0.00095606112928875	0.0930481132572581	0.0102749115035299	10	381
MY2453	3	0.00176559920447219	0.171835952442571	0.0102749115035299	10	381
MY2453	1	0.00225713859146936	0.219674747631057	0.0102749115035299	10	381
MY2530	500	0.000145767777518936	0.0643187038388997	0.0056118354181735	30	25
MY2530	100	0.000385166702107143	0.151502960614267	0.0056118354181735	30	25
MY2530	50	0.000393035746359666	0.153623608075023	0.0056118354181735	30	25
MY2530	30	0.000663938452766673	0.259883507331923	0.0056118354181735	30	25
MY2530	10	0.00133957244296138	0.562803253297827	0.0056118354181735	30	25
MY2530	5	0.00102021060057817	0.465160655105105	0.0056118354181735	30	25
MY2530	3	0.00186146379203633	0.676772683637472	0.0056118354181735	30	25
MY2530	1	0.00312165573723737	0.947419584291799	0.0056118354181735	30	25
MY2535	500	0.000110244899392456	0.0484759746043892	0.00494064399679813	30	613
MY2535	100	0.00027526477972195	0.118849587244355	0.00494064399679813	30	613
MY2535	50	0.000364403788610586	0.149335804496401	0.00494064399679813	30	613
MY2535	30	0.00052340702451326	0.20868530012782	0.00494064399679813	30	613
MY2535	10	0.00094545646872694	0.370763497868043	0.00494064399679813	30	613
MY2535	5	0.00165717216946616	0.478797882273523	0.00494064399679813	30	613
MY2535	3	0.00159388306560302	0.593659171281347	0.00494064399679813	30	613
MY2535	1	0.00264697915362457	0.86997554250866	0.00494064399679813	30	613
MY2573	500	0.000198406971082504	0.107987066518565	0.00522540272085185	30	271
MY2573	100	0.000490678078218882	0.284897535953233	0.00522540272085185	30	271
MY2573	50	0.000695281568771226	0.338909975044243	0.00522540272085185	30	271
MY2573	30	0.00067861236291763	0.223637028001763	0.00522540272085185	30	271
MY2573	10	0.001208502420023	0.593288982232214	0.00522540272085185	30	271
MY2573	5	0.00183541835309587	0.834615632967274	0.00522540272085185	30	271
MY2573	3	0.00217968353064851	0.7996200935604	0.00522540272085185	30	271
MY2573	1	0.00343663581826525	0.936125536733439	0.00522540272085185	30	271
MY2585	500	0.000101616918638296	0.031965812140055	0.00409841276441598	30	433
