strain	depth	abs_err	rel_err	mean_input	n_obs	n_private
ED3049	500	0.000163633096115468	0.0932136557720643	0.00702727349865497	70	37
ED3049	100	0.000370878129220208	0.223839375135378	0.00702727349865497	70	37
ED3049	50	0.000436929851855264	0.248763491387304	0.00702727349865497	70	37
ED3049	30	0.000667161855964488	0.313938362716178	0.00702727349865497	70	37
ED3049	10	0.0013382302601457	0.928123013102016	0.00702727349865497	70	37
ED3049	5	0.00185872010526957	1.25196086705233	0.00702727349865497	70	37
ED3049	3	0.00223709575055838	1.07552460790013	0.00702727349865497	70	37
ED3049	1	0.00322018028768399	1.38371495252307	0.00702727349865497	70	37
ED3052	500	9.40209208516234e-05	0.0199319998072572	0.00664458881258699	60	557
ED3052	100	0.000263022841484612	0.0504046361008189	0.00664458881258699	60	557
ED3052	50	0.000359446803637286	0.0714114253898416	0.00664458881258699	60	557
ED3052	30	0.000422623086979337	0.0790290670743669	0.00664458881258699	60	557
ED3052	10	0.000837976219250044	0.166288709528171	0.00664458881258699	60	557
ED3052	5	0.00102379706292029	0.199792764394702	0.00664458881258699	60	557
ED3052	3	0.0013736539907555	0.254853483426459	0.00664458881258699	60	557
ED3052	1	0.00233503277426764	0.436501004487948	0.00664458881258699	60	557
ED3073	500	0.000109496737651231	0.0155160199261074	0.00752168020692277	70	590
ED3073	100	0.000241404405534275	0.0334603939940086	0.00752168020692277	70	590
ED3073	50	0.000324481262413771	0.0499625848803569	0.00752168020692277	70	590
ED3073	30	0.000428507103223661	0.0637295661561515	0.00752168020692277	70	590
ED3073	10	0.000765962913552961	0.109790717882235	0.00752168020692277	70	590
ED3073	5	0.000883419691758592	0.130056646815481	0.00752168020692277	70	590
ED3073	3	0.00123992156248051	0.185707892491776	0.00752168020692277	70	590
ED3073	1	0.00226082386716718	0.311465267469356	0.00752168020692277	70	590
ED3077	500	0.000118740971298368	0.02246751059423	0.00663814447205898	50	621
ED3077	100	0.000241763243268653	0.0480046468071226	0.00663814447205898	50	621
ED3077	50	0.00035357667260062	0.0697494732821907	0.00663814447205898	50	621
ED3077	30	0.000350685401030938	0.0693263444134483	0.00663814447205898	50	621
ED3077	10	0.000828191740639969	0.158258612616935	0.00663814447205898	50	621
ED3077	5	0.000965407515379021	0.183097881192661	0.00663814447205898	50	621
ED3077	3	0.00124917665922948	0.240055516612826	0.00663814447205898	50	621
ED3077	1	0.00231504224051879	0.417749521830458	0.00663814447205898	50	621
EG4347	500	0.000163830001489277	0.0369251672739426	0.00608707411011472	70	304
EG4347	100	0.000351866694778427	0.0655780499493229	0.00608707411011472	70	304
EG4347	50	0.000478430696148115	0.115805542593609	0.00608707411011472	70	304
EG4347	30	0.000595450613250351	0.116358308461828	0.00608707411011472	70	304
EG4347	10	0.00107185217043544	0.204837668965773	0.00608707411011472	70	304
EG4347	5	0.00137088963248327	0.262656980030708	0.00608707411011472	70	304
EG4347	3	0.00157145725194544	0.299224659480437	0.00608707411011472	70	304
EG4347	1	0.00302900139978147	0.571035271262206	0.00608707411011472	70	304
EG4349	500	7.71867797215785e-05	0.0290733651506918	0.00556287374615216	60	512
EG4349	100	0.000171610319812315	0.0665995751715564	0.00556287374615216	60	512
EG4349	50	0.000229654247130769	0.0881817413177088	0.00556287374615216	60	512
EG4349	30	0.000282514432201763	0.107681118611555	0.00556287374615216	60	512
EG4349	10	0.000557559978799376	0.206477027121181	0.00556287374615216	60	512
EG4349	5	0.000873005643781503	0.349154398846536	0.00556287374615216	60	512
EG4349	3	0.000944712689540075	0.299083588299854	0.00556287374615216	60	512
EG4349	1	0.00153464631197412	0.544508184293759	0.00556287374615216	60	512
EG4724	500	7.53348620520543e-05	0.0162351408628793	0.00810616219475416	50	648
EG4724	100	0.000166134706545589	0.0369125310772557	0.00810616219475416	50	648
EG4724	50	0.000211382094909812	0.0424658520127202	0.00810616219475416	50	648
EG4724	30	0.000273043078865905	0.0580499826089579	0.00810616219475416	50	648
EG4724	10	0.000656927227601489	0.13544942187136	0.00810616219475416	50	648
EG4724	5	0.000867060526741916	0.1578179556747	0.00810616219475416	50	648
EG4724	3	0.000907592381843773	0.21251706328175	0.00810616219475416	50	648
EG4724	1	0.00196553172374557	0.371876901051423	0.00810616219475416	50	648
EG4725	500	6.40037879356555e-05	0.0119650355186079	0.00907299409534578	60	1801
EG4725	100	0.000150486133578615	0.0266317020127611	0.00907299409534578	60	1801
EG4725	50	0.000170585256744545	0.0327072025507234	0.00907299409534578	60	1801
EG4725	30	0.000289158528028338	0.0575764541592048	0.00907299409534578	60	1801
EG4725	10	0.000377381028246815	0.0827480804583811	0.00907299409534578	60	1801
EG4725	5	0.000622710729967485	0.112585150105946	0.00907299409534578	60	1801
EG4725	3	0.000745107620971082	0.114825856615211	0.00907299409534578	60	1801
EG4725	1	0.0012935706061379	0.226320716124156	0.00907299409534578	60	1801
EG4946	500	0.000155540398125757	0.024730794227227	0.00766124989442846	70	305
EG4946	100	0.000276893017410323	0.0449615497327124	0.00766124989442846	70	305
EG4946	50	0.000416627874543423	0.0734013243719437	0.00766124989442846	70	305
EG4946	30	0.000509727534770254	0.0795747672624348	0.00766124989442846	70	305
EG4946	10	0.000941015954684599	0.146691796269702	0.00766124989442846	70	305
EG4946	5	0.00128232184420448	0.194736082163288	0.00766124989442846	70	305
EG4946	3	0.00153215301232777	0.240142185654393	0.00766124989442846	70	305
EG4946	1	0.00349218438348176	0.516959580943546	0.00766124989442846	70	305
GXW1	500	0.00010267721797961	0.0187168631977874	0.00584033277528948	60	808
GXW1	100	0.000226402279402503	0.0416160097020869	0.00584033277528948	60	808
GXW1	50	0.000290920377899709	0.0526381050160943	0.00584033277528948	60	808
GXW1	30	0.000383605340106696	0.0707367754229744	0.00584033277528948	60	808
GXW1	10	0.000655170517560472	0.117307996712672	0.00584033277528948	60	808
GXW1	5	0.00109679902861223	0.206080366830123	0.00584033277528948	60	808
GXW1	3	0.00137587897823224	0.260313020512917	0.00584033277528948	60	808
GXW1	1	0.00206840689847674	0.377659490371287	0.00584033277528948	60	808
JT11398	500	9.0864585816933e-05	0.0161293372031097	0.00637569325284041	60	387
JT11398	100	0.000179829959915098	0.0319490804344134	0.00637569325284041	60	387
JT11398	50	0.000291654810632118	0.0525398517323734	0.00637569325284041	60	387
JT11398	30	0.000421321648419502	0.07652772198207	0.00637569325284041	60	387
JT11398	10	0.000786916421966618	0.145878876589739	0.00637569325284041	60	387
JT11398	5	0.000833748747642563	0.156631066184716	0.00637569325284041	60	387
JT11398	3	0.00127783360485902	0.230538302127301	0.00637569325284041	60	387
JT11398	1	0.00210028826736766	0.366070160463457	0.00637569325284041	60	387
JU1088	500	0.000132078773229883	0.0478059272783239	0.00605228809000931	50	548
JU1088	100	0.000277902617611965	0.106443812229852	0.00605228809000931	50	548
JU1088	50	0.000465226907300414	0.165833736805243	0.00605228809000931	50	548
JU1088	30	0.000445127246450158	0.150012390800914	0.00605228809000931	50	548
JU1088	10	0.000835758878276363	0.33493610649886	0.00605228809000931	50	548
JU1088	5	0.00118084419074724	0.421018528966429	0.00605228809000931	50	548
JU1088	3	0.00115838609067992	0.393901777417013	0.00605228809000931	50	548
JU1088	1	0.00205682863802074	0.703685200898153	0.00605228809000931	50	548
JU1172	500	0.000131436174869984	0.0312780950371075	0.00662959714392462	60	377
JU1172	100	0.000287945573841366	0.0635144898925771	0.00662959714392462	60	377
JU1172	50	0.0004283642877022	0.103713129866887	0.00662959714392462	60	377
JU1172	30	0.000485416150655086	0.104117687604493	0.00662959714392462	60	377
JU1172	10	0.000720259042063356	0.145188725408774	0.00662959714392462	60	377
JU1172	5	0.00111823905853422	0.247386854710578	0.00662959714392462	60	377
JU1172	3	0.00134489471779245	0.279964274378718	0.00662959714392462	60	377
JU1172	1	0.00244654700952957	0.529899181992025	0.00662959714392462	60	377
JU1200	500	0.000169894190904736	0.0260158248880771	0.00712383813320087	60	372
JU1200	100	0.000413781046932757	0.0664794194406091	0.00712383813320087	60	372
JU1200	50	0.000561614754955898	0.0922635089777949	0.00712383813320087	60	372
JU1200	30	0.000693060127489024	0.107291090005124	0.00712383813320087	60	372
JU1200	10	0.00122227903283428	0.201164367860335	0.00712383813320087	60	372
JU1200	5	0.00194709761035392	0.315938936318455	0.00712383813320087	60	372
JU1200	3	0.00214456056489822	0.335513314457787	0.00712383813320087	60	372
JU1200	1	0.00327535927004859	0.524432372364184	0.00712383813320087	60	372
JU1212	500	6.85999555789833e-05	0.00944449211552034	0.00737437639931849	60	722
JU1212	100	0.000151268977678251	0.021368507353909	0.00737437639931849	60	722
JU1212	50	0.000242383543811226	0.0367122034247961	0.00737437639931849	60	722
JU1212	30	0.000268900627652434	0.039680376272355	0.00737437639931849	60	722
JU1212	10	0.000526444446017872	0.0779820338333918	0.00737437639931849	60	722
JU1212	5	0.000702046871740895	0.0992612654774734	0.00737437639931849	60	722
JU1212	3	0.000859734106807116	0.128242547082694	0.00737437639931849	60	722
JU1212	1	0.00160436291351354	0.22961202334175	0.00737437639931849	60	722
JU1213	500	7.14364342277914e-05	0.0207628145414987	0.00562061427980877	60	317
JU1213	100	0.000205061940038123	0.0726648376151403	0.00562061427980877	60	317
JU1213	50	0.000284595015797341	0.0947273172797013	0.00562061427980877	60	317
JU1213	30	0.000359884395801629	0.0957544609304684	0.00562061427980877	60	317
JU1213	10	0.000654258295987617	0.176176434853905	0.00562061427980877	60	317
JU1213	5	0.000830580943175378	0.214073986866432	0.00562061427980877	60	317
JU1213	3	0.000985421452239261	0.274694557577954	0.00562061427980877	60	317
JU1213	1	0.00152604173167215	0.388290547836382	0.00562061427980877	60	317
JU1242	500	0.000102031075198612	0.0211177702548475	0.0070462757865853	70	296
JU1242	100	0.000244463834558026	0.0450157056503158	0.0070462757865853	70	296
JU1242	50	0.000330706541320773	0.0673003809346649	0.0070462757865853	70	296
JU1242	30	0.000497768382064569	0.0924178176333171	0.0070462757865853	70	296
JU1242	10	0.000630866137148017	0.120395354008806	0.0070462757865853	70	296
JU1242	5	0.000872374629929327	0.155231287662571	0.0070462757865853	70	296
JU1242	3	0.00120723078798386	0.242291603321673	0.0070462757865853	70	296
JU1242	1	0.00198630765018527	0.385228403771286	0.0070462757865853	70	296
JU1246	500	6.59772497675946e-05	0.0217511467498316	0.0036018617142845	30	261
JU1246	100	0.000240165716530261	0.0724274067455797	0.0036018617142845	30	261
JU1246	50	0.00027328644110502	0.0897676334748183	0.0036018617142845	30	261
JU1246	30	0.000388930062341564	0.121164645213496	0.0036018617142845	30	261
JU1246	10	0.000557694785205079	0.167020804688971	0.0036018617142845	30	261
JU1246	5	0.000801969088161851	0.24756987792022	0.0036018617142845	30	261
JU1246	3	0.001111819098343	0.357700468845562	0.0036018617142845	30	261
JU1246	1	0.00185014988971324	0.541160937060939	0.0036018617142845	30	261
JU1249	500	0.000191109316856434	0.0149622355936231	0.012772778216237	10	445
JU1249	100	0.000475013259140565	0.0371895018529892	0.012772778216237	10	445
JU1249	50	0.00045233898983219	0.0354142992365725	0.012772778216237	10	445
JU1249	30	0.000569498084749815	0.044586860830783	0.012772778216237	10	445
JU1249	10	0.00134554975775647	0.105345112470988	0.012772778216237	10	445
JU1249	5	0.00270271703973166	0.211599778370529	0.012772778216237	10	445
JU1249	3	0.0021968009926782	0.17199085081471	0.012772778216237	10	445
JU1249	1	0.00459789058447861	0.35997576303593	0.012772778216237	10	445
JU1395	500	0.000173419571968235	0.0401358956527623	0.00820821839492547	70	539
JU1395	100	0.000435764854447063	0.111161127870713	0.00820821839492547	70	539
JU1395	50	0.000482765142852925	0.120459305628	0.00820821839492547	70	539
JU1395	30	0.000699375449084098	0.134741360741468	0.00820821839492547	70	539
JU1395	10	0.00127054617621337	0.220576725919159	0.00820821839492547	70	539
JU1395	5	0.00168221610570628	0.352797087061779	0.00820821839492547	70	539
JU1395	3	0.00209559780764476	0.358536418129791	0.00820821839492547	70	539
JU1395	1	0.00258281246590157	0.525980759184819	0.00820821839492547	70	539
JU1400	500	6.94014504353209e-05	0.0248364129530216	0.0070726104651087	40	968
JU1400	100	0.0001277607454692	0.0396965359480715	0.0070726104651087	40	968
JU1400	50	0.000193676143220358	0.0573108926474805	0.0070726104651087	40	968
JU1400	30	0.000293813676489789	0.0979022031219837	0.0070726104651087	40	968
JU1400	10	0.000378374700774812	0.124908075728575	0.0070726104651087	40	968
JU1400	5	0.000725949400884261	0.227663993266873	0.0070726104651087	40	968
JU1400	3	0.000867684218334881	0.256954864212428	0.0070726104651087	40	968
JU1400	1	0.0013358440465039	0.412892030304094	0.0070726104651087	40	968
JU1409	500	0.000101830624346674	0.0233604766000482	0.00964482144231034	60	614
JU1409	100	0.000245571586133232	0.0532385357841798	0.00964482144231034	60	614
JU1409	50	0.000344449164439114	0.058420974193885	0.00964482144231034	60	614
JU1409	30	0.000469158550674941	0.112947024872378	0.00964482144231034	60	614
JU1409	10	0.000667210391528817	0.126339010656488	0.00964482144231034	60	614
JU1409	5	0.00107410621661606	0.238840565135565	0.00964482144231034	60	614
JU1409	3	0.00114620538088696	0.238657186435972	0.00964482144231034	60	614
JU1409	1	0.00204876534421129	0.45275880578155	0.00964482144231034	60	614
JU1440	500	0.000131601984080733	0.0269535232681073	0.0073417310267767	60	471
JU1440	100	0.000256440726255308	0.0663036141143329	0.0073417310267767	60	471
JU1440	50	0.000398298711591472	0.0779542698163757	0.0073417310267767	60	471
JU1440	30	0.000479154400734722	0.10164135579962	0.0073417310267767	60	471
JU1440	10	0.000746246720296092	0.162658599659692	0.0073417310267767	60	471
JU1440	5	0.00114665328543566	0.234095028715432	0.0073417310267767	60	471
JU1440	3	0.00153643503644698	0.303462476285684	0.0073417310267767	60	471
JU1440	1	0.0022878364572293	0.420202963679971	0.0073417310267767	60	471
JU1491	500	9.81840874261697e-05	0.0223610899402972	0.0055642502077652	70	515
JU1491	100	0.00022236597160257	0.0518083409524889	0.0055642502077652	70	515
JU1491	50	0.000292644860794748	0.0703662331319555	0.0055642502077652	70	515
JU1491	30	0.000354578094336557	0.0831421490340437	0.0055642502077652	70	515
JU1491	10	0.000670954622212542	0.149055087752217	0.0055642502077652	70	515
JU1491	5	0.000901350180732738	0.190545520171954	0.0055642502077652	70	515
JU1491	3	0.00116588839111703	0.254513822140585	0.0055642502077652	70	515
JU1491	1	0.00181792043021337	0.40886338767587	0.0055642502077652	70	515
JU1530	500	0.000157323183855497	0.0356169982184533	0.00566999540833095	60	337
JU1530	100	0.000370745392044335	0.0838207555018637	0.00566999540833095	60	337
JU1530	50	0.000502151364616104	0.111096222875487	0.00566999540833095	60	337
JU1530	30	0.00072120835301468	0.161118501321764	0.00566999540833095	60	337
JU1530	10	0.000994701877464518	0.221450706375451	0.00566999540833095	60	337
JU1530	5	0.00160248348880299	0.31505582962705	0.00566999540833095	60	337
JU1530	3	0.00217401581928908	0.474900607877548	0.00566999540833095	60	337
JU1530	1	0.00297791952367695	0.569629601677915	0.00566999540833095	60	337
JU1543	500	0.000116032559925971	0.0306766890079181	0.00656001316864084	30	469
JU1543	100	0.00034233577893599	0.0794166802028053	0.00656001316864084	30	469
JU1543	50	0.000495912120785594	0.122981429015901	0.00656001316864084	30	469
JU1543	30	0.000516904924619239	0.114975322751611	0.00656001316864084	30	469
JU1543	10	0.00103853307283612	0.233284044538351	0.00656001316864084	30	469
JU1543	5	0.00136535023638454	0.311394801943165	0.00656001316864084	30	469
JU1543	3	0.00185108565560392	0.428051085331999	0.00656001316864084	30	469
JU1543	1	0.00313548667643519	0.727235851612165	0.00656001316864084	30	469
JU1568	500	0.000173965889073175	0.0475940986436425	0.00711301860154185	70	416
JU1568	100	0.000455525038349983	0.170696039316931	0.00711301860154185	70	416
JU1568	50	0.000516590185183414	0.159276196931428	0.00711301860154185	70	416
JU1568	30	0.000661835081681389	0.20257437581095	0.00711301860154185	70	416
JU1568	10	0.00110563430412419	0.34440478416509	0.00711301860154185	70	416
JU1568	5	0.00145891004131531	0.416014948087521	0.00711301860154185	70	416
JU1568	3	0.00187865499257428	0.464260695378505	0.00711301860154185	70	416
JU1568	1	0.00318090707790149	0.854304072346131	0.00711301860154185	70	416
JU1581	500	8.2362784302029e-05	0.0116758368765179	0.00903525799856871	60	514
JU1581	100	0.00017841589555904	0.025853646958439	0.00903525799856871	60	514
JU1581	50	0.000255244436357608	0.0307655165641501	0.00903525799856871	60	514
JU1581	30	0.000294356337456827	0.0378072828681451	0.00903525799856871	60	514
JU1581	10	0.000560583815476485	0.0805612203210152	0.00903525799856871	60	514
JU1581	5	0.000684644072930324	0.0928450520918351	0.00903525799856871	60	514
JU1581	3	0.00100634394983682	0.135524850009523	0.00903525799856871	60	514
JU1581	1	0.00172999521898373	0.229614314207095	0.00903525799856871	60	514
JU1586	500	0.000155012653689622	0.0339593034328841	0.00672142015094629	40	540
JU1586	100	0.000398198305692106	0.0781659714395566	0.00672142015094629	40	540
JU1586	50	0.000429233317648322	0.0998458636527659	0.00672142015094629	40	540
JU1586	30	0.000536025668666199	0.11205826778616	0.00672142015094629	40	540
JU1586	10	0.00103091433385512	0.203004149758031	0.00672142015094629	40	540
JU1586	5	0.00132333750820037	0.257059041911702	0.00672142015094629	40	540
JU1586	3	0.0020558797604201	0.423687127165274	0.00672142015094629	40	540
JU1586	1	0.00301097343966902	0.508146805705959	0.00672142015094629	40	540
JU1652	500	8.0711794441693e-05	0.0155515833277257	0.00661522961231065	70	703
JU1652	100	0.00016198403753341	0.0317364627641367	0.00661522961231065	70	703
JU1652	50	0.000252445858202257	0.0448653418477115	0.00661522961231065	70	703
JU1652	30	0.000312301650333845	0.0572767595823289	0.00661522961231065	70	703
JU1652	10	0.000452590814599317	0.0867678241399728	0.00661522961231065	70	703
JU1652	5	0.000892097374806854	0.159516496776875	0.00661522961231065	70	703
JU1652	3	0.000898892643567355	0.163035358343583	0.00661522961231065	70	703
JU1652	1	0.00195214755329398	0.338184047880724	0.00661522961231065	70	703
JU1666	500	6.98444887545222e-05	0.0296801986309915	0.00315592031518855	20	547
JU1666	100	0.000205237148378717	0.0877944311446152	0.00315592031518855	20	547
JU1666	50	0.000219884568198939	0.0956818681364286	0.00315592031518855	20	547
JU1666	30	0.000393373767035071	0.18313696023595	0.00315592031518855	20	547
JU1666	10	0.000562431032160091	0.274235506880983	0.00315592031518855	20	547
JU1666	5	0.000923419218042714	0.37553679277075	0.00315592031518855	20	547
JU1666	3	0.0010411005260874	0.51066820867381	0.00315592031518855	20	547
JU1666	1	0.00113183026346687	0.528778349958348	0.00315592031518855	20	547
JU1792	500	0.000134162245662174	0.127903534925352	0.00285564753755507	20	461
JU1792	100	0.000342398818709784	0.263917848656841	0.00285564753755507	20	461
JU1792	50	0.00054131818702423	0.39720420767384	0.00285564753755507	20	461
JU1792	30	0.000442936343807758	0.319990618674084	0.00285564753755507	20	461
JU1792	10	0.000621639898724214	0.538779914146206	0.00285564753755507	20	461
JU1792	5	0.00112690688133535	0.774749414363825	0.00285564753755507	20	461
JU1792	3	0.00109152603232209	0.714048788559596	0.00285564753755507	20	461
JU1792	1	0.0017014564763569	0.702411173302833	0.00285564753755507	20	461
JU1793	500	9.828132513333e-05	0.0412790155921503	0.002366439856477	30	260
JU1793	100	0.000168520356292281	0.0752191272220536	0.002366439856477	30	260
JU1793	50	0.000328964033354356	0.143125903680108	0.002366439856477	30	260
JU1793	30	0.000381494862059875	0.168096645909324	0.002366439856477	30	260
JU1793	10	0.000709842497034	0.32935767746201	0.002366439856477	30	260
JU1793	5	0.000814757438091892	0.368645237240763	0.002366439856477	30	260
JU1793	3	0.000925556774427542	0.392783095935715	0.002366439856477	30	260
JU1793	1	0.001696272764322	0.724605891438855	0.002366439856477	30	260
JU1808	500	0.000106067719843529	0.038993575578744	0.00553967598204329	30	188
JU1808	100	0.000214555894367697	0.0618613935548013	0.00553967598204329	30	188
JU1808	50	0.000376754661512053	0.111910476316742	0.00553967598204329	30	188
JU1808	30	0.00041989674236452	0.111418169404878	0.00553967598204329	30	188
JU1808	10	0.000579674571176925	0.144250409878689	0.00553967598204329	30	188
JU1808	5	0.00107025508880582	0.256946620299924	0.00553967598204329	30	188
JU1808	3	0.00140131804561431	0.36572733950098	0.00553967598204329	30	188
JU1808	1	0.00204914916924545	0.499467817391669	0.00553967598204329	30	188
JU1896	500	7.40386580676032e-05	0.0123120707238506	0.00677894341878889	70	939
JU1896	100	0.000219365355955785	0.0369997770041422	0.00677894341878889	70	939
JU1896	50	0.000264964170544959	0.0427339337728693	0.00677894341878889	70	939
JU1896	30	0.000290020845024195	0.0478055557054405	0.00677894341878889	70	939
JU1896	10	0.000593919596314705	0.0985973626560128	0.00677894341878889	70	939
JU1896	5	0.000835870426259111	0.135829825088261	0.00677894341878889	70	939
JU1896	3	0.00112009973475252	0.193433782809532	0.00677894341878889	70	939
JU1896	1	0.00173253188445274	0.290917103123717	0.00677894341878889	70	939
JU1934	500	0.000103061728970774	0.0435506244041669	0.00364902263624117	30	282
JU1934	100	0.000286372830894299	0.112077835576774	0.00364902263624117	30	282
JU1934	50	0.000393961901959643	0.142187534183651	0.00364902263624117	30	282
JU1934	30	0.000534719072605559	0.206348952888822	0.00364902263624117	30	282
JU1934	10	0.000660368290327955	0.225546304750267	0.00364902263624117	30	282
JU1934	5	0.00109187694990328	0.371267263709037	0.00364902263624117	30	282
JU1934	3	0.0016239638329824	0.565466058025212	0.00364902263624117	30	282
JU1934	1	0.00214817310317063	0.645699734977397	0.00364902263624117	30	282
JU2001	500	6.56326702284128e-05	0.0134866738586037	0.00589962486551673	50	2550
JU2001	100	0.000140479600382577	0.0289555537726898	0.00589962486551673	50	2550
JU2001	50	0.000197942832093221	0.0382277535365543	0.00589962486551673	50	2550
JU2001	30	0.000284690542766776	0.0578289894718544	0.00589962486551673	50	2550
JU2001	10	0.000462109416848294	0.0944522253790178	0.00589962486551673	50	2550
JU2001	5	0.0006346476504429	0.126084280352501	0.00589962486551673	50	2550
JU2001	3	0.000818776609411061	0.16650443684576	0.00589962486551673	50	2550
JU2001	1	0.00142305331338744	0.304999405081209	0.00589962486551673	50	2550
JU2007	500	9.19801852311544e-05	0.0175956833787078	0.00549950901698433	60	925
JU2007	100	0.000185538244080659	0.0346773329427828	0.00549950901698433	60	925
JU2007	50	0.000271088324088923	0.0509705913417872	0.00549950901698433	60	925
JU2007	30	0.000411029648626706	0.0781548519895277	0.00549950901698433	60	925
JU2007	10	0.000665419308421823	0.128147307598622	0.00549950901698433	60	925
JU2007	5	0.000966564526709196	0.189331698780603	0.00549950901698433	60	925
JU2007	3	0.00113577983195647	0.21371257889784	0.00549950901698433	60	925
JU2007	1	0.00207696189148398	0.405679682975546	0.00549950901698433	60	925
JU2016	500	0.00014712067435395	0.183675455292939	0.00275276002334137	20	335
JU2016	100	0.000402701262058119	0.583458492685495	0.00275276002334137	20	335
JU2016	50	0.000405117912802376	0.564361838422314	0.00275276002334137	20	335
JU2016	30	0.000713260579401345	0.733891252757434	0.00275276002334137	20	335
JU2016	10	0.000703160355311519	1.12107002516449	0.00275276002334137	20	335
JU2016	5	0.00200091881629114	2.70213953841903	0.00275276002334137	20	335
JU2016	3	0.00214970561486758	2.69599792446801	0.00275276002334137	20	335
JU2016	1	0.00225891255486015	2.01011525223308	0.00275276002334137	20	335
JU2017	500	6.76416073185387e-05	0.0910725869954121	0.00293864336692937	20	1391
JU2017	100	0.000204087029628411	0.246167150251468	0.00293864336692937	20	1391
JU2017	50	0.000165106798917087	0.261688639556777	0.00293864336692937	20	1391
JU2017	30	0.000269549514170042	0.378004219028326	0.00293864336692937	20	1391
JU2017	10	0.000276883313841158	0.352259714496323	0.00293864336692937	20	1391
JU2017	5	0.00064078038357626	0.780433144589482	0.00293864336692937	20	1391
JU2017	3	0.00087376755324199	0.793802398351506	0.00293864336692937	20	1391
JU2017	1	0.00145732434936859	1.31960924538973	0.00293864336692937	20	1391
JU2106	500	9.77279572455656e-05	0.0510313922973288	0.00410022291660959	20	495
JU2106	100	0.000158424419005143	0.110061661056874	0.00410022291660959	20	495
JU2106	50	0.000266087764532944	0.162215954007009	0.00410022291660959	20	495
JU2106	30	0.000357605505517864	0.209593973231344	0.00410022291660959	20	495
JU2106	10	0.000586120834551641	0.319051266661962	0.00410022291660959	20	495
JU2106	5	0.000602661167536699	0.337325365314986	0.00410022291660959	20	495
JU2106	3	0.00116180188750067	0.631854667871751	0.00410022291660959	20	495
JU2106	1	0.00142927802072068	0.721119034460891	0.00410022291660959	20	495
JU2131	500	7.9065596327215e-05	0.0609350703056529	0.00446244484031726	30	422
JU2131	100	0.000177610232982205	0.133594109459722	0.00446244484031726	30	422
JU2131	50	0.000313356786206866	0.243171476285196	0.00446244484031726	30	422
JU2131	30	0.000295471376761464	0.326591652998351	0.00446244484031726	30	422
JU2131	10	0.000506205464533737	0.314254708789627	0.00446244484031726	30	422
JU2131	5	0.000958521758303571	0.627490736612984	0.00446244484031726	30	422
JU2131	3	0.00107741295716888	0.777360819232866	0.00446244484031726	30	422
JU2131	1	0.00183104557316364	1.22266161495733	0.00446244484031726	30	422
JU2141	500	0.000113450617453789	0.0525424644662491	0.00422111506350027	20	282
JU2141	100	0.000341182872373602	0.209495423336585	0.00422111506350027	20	282
JU2141	50	0.000340098829614594	0.192474290401839	0.00422111506350027	20	282
JU2141	30	0.000651907825474331	0.377063802479668	0.00422111506350027	20	282
JU2141	10	0.000836099885145348	0.543110481236013	0.00422111506350027	20	282
JU2141	5	0.000813008834480661	0.488362003115118	0.00422111506350027	20	282
JU2141	3	0.00193090571013978	1.07940246715896	0.00422111506350027	20	282
JU2141	1	0.00191331813657294	1.03156061457047	0.00422111506350027	20	282
JU2234	500	5.92289609227064e-05	0.0421936188654469	0.00148412443238682	20	1102
JU2234	100	0.000160315310360115	0.116682078975407	0.00148412443238682	20	1102
JU2234	50	0.000253029575841427	0.190048674612818	0.00148412443238682	20	1102
JU2234	30	0.000339130158008416	0.239926988003962	0.00148412443238682	20	1102
JU2234	10	0.000483473903929579	0.330536953917113	0.00148412443238682	20	1102
JU2234	5	0.000675251997126192	0.470216034107971	0.00148412443238682	20	1102
JU2234	3	0.00067822154148834	0.476196719076898	0.00148412443238682	20	1102
JU2234	1	0.00116507488042095	0.844832832641087	0.00148412443238682	20	1102
JU2250	500	0.000256422560445158	0.370250634176664	0.00266573018588824	20	223
JU2250	100	0.00039321306060642	0.489179338757531	0.00266573018588824	20	223
JU2250	50	0.000702082349924127	1.08445745297124	0.00266573018588824	20	223
JU2250	30	0.00070563495071705	1.164870425486	0.00266573018588824	20	223
JU2250	10	0.00105134906034695	0.687000291158	0.00266573018588824	20	223
JU2250	5	0.00136696974492247	1.53418366582381	0.00266573018588824	20	223
JU2250	3	0.00129352862739335	1.41467946433465	0.00266573018588824	20	223
JU2250	1	0.00176058920466663	1.34137497905267	0.00266573018588824	20	223
JU2257	500	0.000177094474683195	0.137123058003908	0.00225357176798412	20	534
JU2257	100	0.000321858612040703	0.285109093983216	0.00225357176798412	20	534
JU2257	50	0.00046551235532295	0.439854315583285	0.00225357176798412	20	534
JU2257	30	0.000645557092688815	0.528651690265587	0.00225357176798412	20	534
JU2257	10	0.00114884170298183	0.815070226485	0.00225357176798412	20	534
JU2257	5	0.00109636740774557	0.875580237406312	0.00225357176798412	20	534
JU2257	3	0.00147352562949117	0.892011925778489	0.00225357176798412	20	534
JU2257	1	0.00258337669289312	2.19906240549683	0.00225357176798412	20	534
JU2316	500	7.02084767337675e-05	0.0200154725753004	0.00620966052602111	50	383
JU2316	100	0.000157367215212644	0.0414249723914139	0.00620966052602111	50	383
JU2316	50	0.000217068050083579	0.0671468715153907	0.00620966052602111	50	383
JU2316	30	0.000362516285126747	0.103859559280176	0.00620966052602111	50	383
