species,species_id_method,strain,isotype,previous_names,release,source_lab,latitude,longitude,landscape,locality_description,substrate,substrate_comments,substrate_temp,ambient_temp,ambient_humidity,associated_organism,sampled_by,isolated_by,sampling_date,notes,strain_set,issues,issue_notes,isotype_ref_strain,sequenced
Caenorhabditis elegans,,QG2852,QG2854,,20180413,QG,-28.0826,152.5066,Forest,Queensland,Vegetal_litter/mix,litter,,,,,M. Rockman,M. Rockman,2017-06-25,"Androdioecious Caenorhabditis isolated from a sample of soil & leaf litter at Mt. Greville, Moogerah Peaks NP, Queensland, 6/18/2017. Funnel plated 6/20, yielding lots of Oscheius. A few Caeno detected later, 6/25. This line founded by one L4. Same sample (147) as QG2853. Garmin GPS 28°04.958'S, 152°30.394'E.",,False,,False,True
Caenorhabditis elegans,,QG2853,QG2854,,20180413,QG,-28.0826,152.5066,Forest,Queensland,Vegetal_litter/mix,litter,,,,,M. Rockman,M. Rockman,2017-06-25,"Androdioecious Caenorhabditis isolated from a sample of soil & leaf litter at Mt. Greville, Moogerah Peaks NP, Queensland, 6/18/2017. Funnel plated 6/20, yielding lots of Oscheius. A few Caeno detected later, 6/25. This line founded by one adult. Same sample (147) as QG2852. Garmin GPS 28°04.958'S, 152°30.394'E.",,False,,False,True
Caenorhabditis elegans,,QG2854,QG2854,,20180413,QG,-28.0806,152.5046,Forest,Queensland,Rotting_nut/pod/seed/fruit,palm nuts,,,,,M. Rockman,M. Rockman,2017-06-22,"Androdioecious Caenorhabditis isolated from a sample of piccabeen palm nuts, Palm Gorge, Mt. Greville, Moogerah Peaks NP, Queensland, 6/18/2017. Funnel plated 6/22. This line founded by one L3, 6/22. Same sample (150) as QG2855. Garmin GPS 28°04.833'S, 152°30.273'E.",7,False,,True,True
Caenorhabditis elegans,,QG2855,QG2855,,20180413,QG,-28.0806,152.5046,Forest,Queensland,Rotting_nut/pod/seed/fruit,palm nuts,,,,,M. Rockman,M. Rockman,2017-06-22,"Androdioecious Caenorhabditis isolated from a sample of piccabeen palm nuts, Palm Gorge, Mt. Greville, Moogerah Peaks NP, Queensland, 6/18/2017. Funnel plated 6/22. This line founded by one L3, 6/22. Same sample (150) as QG2854. Garmin GPS 28°04.833'S, 152°30.273'E.",6,False,,True,True
Caenorhabditis elegans,,QG2856,QG2854,,20180413,QG,-28.0806,152.5044,Forest,Queensland,Rotting_nut/pod/seed/fruit,unidentified fruit,,,,,M. Rockman,M. Rockman,2017-06-20,"Androdioecious Caenorhabditis isolated from a unfamiliar pod thing, Palm Gorge, Mt. Greville, Moogerah Peaks NP, Queensland, 6/18/2017. Funnel plated 6/19. Very few worms, including two adults. One founded this line, 6/20. Same sample (151) as QG2857. Garmin GPS 28°04.833'S, 152°30.264'E.",,False,,False,True
Caenorhabditis elegans,18S,QG4007,QG4006,S-5177.4,20220216,QG,-26.87343889,151.5806861,Forest,Bunya Mtns,Rotting_flower,,21.7,,,,M. Rockman,C. Buchanan,2020-02-27,Fulcrum collection 2020FebruaryAustralia,,False,,False,True
Caenorhabditis elegans,,WN2033,WN2033,,20170531,WN,51.975,5.694,Rural_garden,Gelderland,Rotting_stem,Sunflower stem 1,,,,,J. Riksen,J. Riksen,2014-11-05,,4,False,,True,True
Caenorhabditis elegans,,QG2857,QG2857,,20180413,QG,-28.0806,152.5044,Forest,Queensland,Rotting_nut/pod/seed/fruit,unidentified fruit,,,,,M. Rockman,M. Rockman,2017-06-20,"Androdioecious Caenorhabditis isolated from a unfamiliar pod thing, Palm Gorge, Mt. Greville, Moogerah Peaks NP, Queensland, 6/18/2017. Funnel plated 6/19. Very few worms, including two adults. One founded this line, 6/20. Same sample (151) as QG2856. Garmin GPS 28°04.833'S, 152°30.264'E.",6,False,,True,True
Caenorhabditis elegans,,QG2858,QG2854,,20180413,QG,-28.0801,152.5041,Forest,Queensland,Rotting_nut/pod/seed/fruit,figs,,,,,M. Rockman,M. Rockman,2017-06-20,"Androdioecious Caenorhabditis isolated from tiny figs and soil under a fig tree, Palm Gorge, Mt. Greville, Moogerah Peaks NP, Queensland, 6/18/2017. Funnel plated 6/19. Mostly Oscheius and Caenorhabditis hermaphrodites. One adult founded this line, 6/20. Same sample (152) as QG2859. Garmin GPS 28°04.808'S, 152°30.244'E.",,False,,False,True
Caenorhabditis elegans,,QG2859,QG2854,,20180413,QG,-28.0801,152.5041,Forest,Queensland,Rotting_nut/pod/seed/fruit,figs,,,,,M. Rockman,M. Rockman,2017-06-20,"Androdioecious Caenorhabditis isolated from tiny figs and soil under a fig tree, Palm Gorge, Mt. Greville, Moogerah Peaks NP, Queensland, 6/18/2017. Funnel plated 6/19. Mostly Oscheius and Caenorhabditis hermaphrodites. One adult founded this line, 6/20. Same sample (152) as QG2858. Garmin GPS 28°04.808'S, 152°30.244'E.",,False,,False,True
Caenorhabditis elegans,,QG2872,QG2873,,20180413,QG,-27.369,152.1831,Forest,Queensland,Rotting_nut/pod/seed/fruit,palm nuts,,,,,M. Rockman,M. Rockman,2017-06-25,"Androdioecious Caenorhabditis isolated from piccabeen palm nuts, collected 6/25/2017 at Ravensbourne NP, Queensland. Funnel plated 6/26. One young adult founded this line, 6/26. Same sample (159) as QG2873. Garmin GPS 27°22.141 S, 152°10.987' E.",,False,,False,True
Caenorhabditis elegans,,QG2873,QG2873,,20180413,QG,-27.369,152.1831,Forest,Queensland,Rotting_nut/pod/seed/fruit,palm nuts,,,,,M. Rockman,M. Rockman,2017-06-26,"Androdioecious strain isolated from piccabeen palm nuts, collected 6/25/2017 at Ravensbourne NP, Queensland. Funnel plated 6/26. One young adult founded this line, 6/26. Same sample (159) as QG2872. Garmin GPS 27°22.141 S, 152°10.987' E. These worms are a bit strange looking; possibly sick from plate contaminants.",6,False,,True,True
Caenorhabditis elegans,,QG2874,QG2874,,20180413,QG,-27.3686,152.1838,Forest,Queensland,Rotting_nut/pod/seed/fruit,palm nuts,,,,,M. Rockman,M. Rockman,2017-06-28,"Androdioecious Caenorhabditis isolated from piccabeen palm nuts, collected 6/25/2017 at Ravensbourne NP, Queensland. Funnel plated 6/26. One :4 founded this line, 6/28. This sample (160) had few worms and this was the only one that looked like Caenorhabditis. The adults are somewhat short. Garmin GPS 27°22.115 S, 152°11.027' E.",7,False,,True,True
Caenorhabditis elegans,,QG2875,QG2875,,20180413,QG,-27.3672,152.1834,Forest,Queensland,Rotting_nut/pod/seed/fruit,berry-like fruit,,,,,M. Rockman,M. Rockman,2017-06-27,"Androdioecious Caenorhabditis isolated from berry-like fruits, collected 6/25/2017 at Ravensbourne NP, Queensland. Funnel plated 6/27. One young adult founded this line, 6/27. Same sample (161) as QG2876. Garmin GPS 27°22.034 S, 152°11.002' E.",7,False,,True,True
Caenorhabditis elegans,,QG2876,QG2875,,20180413,QG,-27.3672,152.1834,Forest,Queensland,Rotting_nut/pod/seed/fruit,berry-like fruit,,,,,M. Rockman,M. Rockman,2017-06-27,"Androdioecious Caenorhabditis isolated from berry-like fruits, collected 6/25/2017 at Ravensbourne NP, Queensland. Funnel plated 6/27. One young adult founded this line, 6/27. Same sample (161) as QG2875. Garmin GPS 27°22.034 S, 152°11.002' E.",,False,,False,True
Caenorhabditis elegans,,QG2877,QG2877,,20180413,QG,-27.367,152.183,Forest,Queensland,Rotting_nut/pod/seed/fruit,palm nuts,,,,,M. Rockman,M. Rockman,2017-06-28,"Androdioecious Caenorhabditis isolated from piccabeen palm nuts, collected 6/25/2017 at Ravensbourne NP, Queensland. Funnel plated 6/27. One L3 founded this line, 6/28. Same sample (162) as QG2878. Garmin GPS 27°22.017' S, 152°10.979' E.",6,False,,True,True
Caenorhabditis elegans,,QG2878,QG2877,,20180413,QG,-27.367,152.183,Forest,Queensland,Rotting_nut/pod/seed/fruit,palm nuts,,,,,M. Rockman,M. Rockman,2017-06-28,"Androdioecious Caenorhabditis isolated from piccabeen palm nuts, collected 6/25/2017 at Ravensbourne NP, Queensland. Funnel plated 6/27. One L4 founded this line, 6/28. Same sample (162) as QG2877. Garmin GPS 27°22.017' S, 152°10.979' E.",,False,,False,True
Caenorhabditis elegans,,QG2927,QG2932,,20180413,QG,-28.0538,152.3952,Forest,Queensland,Rotting_nut/pod/seed/fruit,palmfruit,,,,,M. Rockman,M. Rockman,2017-07-26,"Androdioecious Caenorhabditis isolated from rotting palmfruit collected at Main Range National Park, Mt. Mitchell Trail, Queensland, 7/23/17. Funnel plated 7/24/17. 1000s of worms, mostly not Caeno. This line founded by one adult picked 7/26/17. This sample (199) yielded QG2927-2930. Garmin GPS 28°03.226' S 152°23.714' E.",,False,,False,True
Caenorhabditis elegans,,QG2928,QG2932,,20180413,QG,-28.0538,152.3952,Forest,Queensland,Rotting_nut/pod/seed/fruit,palmfruit,,,,,M. Rockman,M. Rockman,2017-07-26,"Androdioecious Caenorhabditis isolated from rotting palmfruit collected at Main Range National Park, Mt. Mitchell Trail, Queensland, 7/23/17. Funnel plated 7/24/17. 1000s of worms, mostly not Caeno. This line founded by one adult picked 7/26/17. This sample (199) yielded QG2927-2930. Garmin GPS 28°03.226' S 152°23.714' E.",,False,,False,True
Caenorhabditis elegans,,QG2931,QG2932,,20180413,QG,-28.0538,152.3952,Forest,Queensland,Rotting_nut/pod/seed/fruit,palmfruit,,,,,M. Rockman,M. Rockman,2017-07-26,"Androdioecious Caenorhabditis isolated from rotting palmfruit collected at Main Range National Park, Mt. Mitchell Trail, Queensland, 7/23/17. Funnel plated 7/26/17. ~100 worms, mostly Caeno adult hermaphrodites. No Caeno males. This line founded by one adult picked 7/26/17. Same sample (199b) as QG2932. Garmin GPS 28°03.226' S 152°23.714' E.",,False,,False,True
Caenorhabditis elegans,,QG2932,QG2932,,20180413,QG,-28.0538,152.3952,Forest,Queensland,Rotting_nut/pod/seed/fruit,palmfruit,,,,,M. Rockman,M. Rockman,2017-07-26,"Androdioecious Caenorhabditis isolated from rotting palmfruit collected at Main Range National Park, Mt. Mitchell Trail, Queensland, 7/23/17. Funnel plated 7/26/17. ~100 worms, mostly Caeno adult hermaphrodites. No Caeno males. This line founded by one adult picked 7/26/17. Same sample (199b) as QG2931. Garmin GPS 28°03.226' S 152°23.714' E.",7,False,,True,True
Caenorhabditis elegans,18S,QG4003,QG4003,S-5162.1,20210121,QG,-26.8747266,151.5804217,Forest,Bunya Mtns,Rotting_nut/pod/seed/fruit,,21.8,,,,E. Andersen,C. Buchanan,2020-02-27,Fulcrum collection 2020FebruaryAustralia,,False,,True,True
Caenorhabditis elegans,test cross,QG4004,QG4004,S-5177.1,20210121,QG,-26.87343889,151.5806861,Forest,Bunya Mtns,Rotting_flower,,21.7,,,,M. Rockman,C. Buchanan,2020-02-27,Fulcrum collection 2020FebruaryAustralia,,False,,True,True
Caenorhabditis elegans,"18S, test cross",QG4005,QG4006,S-5177.2,20210121,QG,-26.87343889,151.5806861,Forest,Bunya Mtns,Rotting_flower,,21.7,,,,M. Rockman,C. Buchanan,2020-02-27,Fulcrum collection 2020FebruaryAustralia,,False,,False,True
Caenorhabditis elegans,,WN2021,WN2001,,20160408,WN,51.954422,6.303406,,Gelderland,Compost,snail from organic waste bin,,,,,J. Riksen,,2008-06-26,,,False,,False,True
Caenorhabditis elegans,test cross,QG4008,QG4008,S-5177.5,20210121,QG,-26.87343889,151.5806861,Forest,Bunya Mtns,Rotting_flower,,21.7,,,,M. Rockman,C. Buchanan,2020-02-27,Fulcrum collection 2020FebruaryAustralia,,False,,True,True
Caenorhabditis elegans,18S,QG4009,QG4008,S-5177.6,20210121,QG,-26.87343889,151.5806861,Forest,Bunya Mtns,Rotting_flower,,21.7,,,,M. Rockman,C. Buchanan,2020-02-27,Fulcrum collection 2020FebruaryAustralia,,False,,False,True
Caenorhabditis elegans,"18S, test cross",QG4010,QG4010,S-5185.2,20210121,QG,-27.92603611,153.1922194,Forest,Tamborine,Rotting_nut/pod/seed/fruit,,23.2,,,,M. Rockman,C. Buchanan,2020-02-28,Fulcrum collection 2020FebruaryAustralia,,False,,True,True
Caenorhabditis elegans,"18S, test cross",QG4011,QG4012,S-5185.3,20210121,QG,-27.92603611,153.1922194,Forest,Tamborine,Rotting_nut/pod/seed/fruit,,23.2,,,,M. Rockman,C. Buchanan,2020-02-28,Fulcrum collection 2020FebruaryAustralia,,False,,False,True
Caenorhabditis elegans,"18S, test cross",QG4012,QG4012,S-5185.4,20210121,QG,-27.92603611,153.1922194,Forest,Tamborine,Rotting_nut/pod/seed/fruit,,23.2,,,,M. Rockman,C. Buchanan,2020-02-28,Fulcrum collection 2020FebruaryAustralia,,False,,True,True
Caenorhabditis elegans,test cross,QG4014,QG4010,S-5185.6,20210121,QG,-27.92603611,153.1922194,Forest,Tamborine,Rotting_nut/pod/seed/fruit,,23.2,,,,M. Rockman,C. Buchanan,2020-02-28,Fulcrum collection 2020FebruaryAustralia,,False,,False,True
Caenorhabditis elegans,"18S, test cross",QG4015,QG4015,S-5186.1,20210121,QG,-27.92394722,153.1936333,Forest,Tamborine,Rotting_nut/pod/seed/fruit,,22.6,,,,M. Rockman,C. Buchanan,2020-02-28,Fulcrum collection 2020FebruaryAustralia,,False,,True,True
Caenorhabditis elegans,"18S, test cross",QG4016,QG4015,S-5186.2,20210121,QG,-27.92394722,153.1936333,Forest,Tamborine,Rotting_nut/pod/seed/fruit,,22.6,,,,M. Rockman,C. Buchanan,2020-02-28,Fulcrum collection 2020FebruaryAustralia,,False,,False,True
Caenorhabditis elegans,"18S, test cross",QG4017,QG4017,S-5186.3,20210121,QG,-27.92394722,153.1936333,Forest,Tamborine,Rotting_nut/pod/seed/fruit,,22.6,,,,M. Rockman,C. Buchanan,2020-02-28,Fulcrum collection 2020FebruaryAustralia,,False,,True,True
Caenorhabditis elegans,"18S, test cross",QG4018,QG4018,S-5186.4,20210121,QG,-27.92394722,153.1936333,Forest,Tamborine,Rotting_nut/pod/seed/fruit,,22.6,,,,M. Rockman,C. Buchanan,2020-02-28,Fulcrum collection 2020FebruaryAustralia,,False,,True,True
Caenorhabditis elegans,"18S, test cross",QG4019,QG4010,S-5186.5,20210121,QG,-27.92394722,153.1936333,Forest,Tamborine,Rotting_nut/pod/seed/fruit,,22.6,,,,M. Rockman,C. Buchanan,2020-02-28,Fulcrum collection 2020FebruaryAustralia,,False,,False,True
Caenorhabditis elegans,18S,QG4021,QG4021,S-5187.2,20210121,QG,-27.92422778,153.1938167,Forest,Tamborine,Rotting_nut/pod/seed/fruit,,22.6,,,,M. Rockman,C. Buchanan,2020-02-28,Fulcrum collection 2020FebruaryAustralia,,False,,True,True
Caenorhabditis elegans,"18S, test cross",QG4076,QG4080,S-5363.1,20210121,QG,-24.4133847,151.0393459,Forest,Kroombit Tops,Rotting_nut/pod/seed/fruit,,22.0,,,,E. Andersen,C. Buchanan,2020-02-25,Fulcrum collection 2020FebruaryAustralia,,False,,False,True
Caenorhabditis elegans,"18S, test cross",QG4077,QG4080,S-5363.2,20210121,QG,-24.4133847,151.0393459,Forest,Kroombit Tops,Rotting_nut/pod/seed/fruit,,22.0,,,,E. Andersen,C. Buchanan,2020-02-25,Fulcrum collection 2020FebruaryAustralia,,False,,False,True
Caenorhabditis elegans,"18S, test cross",QG4078,QG4080,S-5363.3,20210121,QG,-24.4133847,151.0393459,Forest,Kroombit Tops,Rotting_nut/pod/seed/fruit,,22.0,,,,E. Andersen,C. Buchanan,2020-02-25,Fulcrum collection 2020FebruaryAustralia,,False,,False,True
Caenorhabditis elegans,18S,QG4079,QG4080,S-5363.5,20210121,QG,-24.4133847,151.0393459,Forest,Kroombit Tops,Rotting_nut/pod/seed/fruit,,22.0,,,,E. Andersen,C. Buchanan,2020-02-25,Fulcrum collection 2020FebruaryAustralia,,False,,False,True
Caenorhabditis elegans,18S,QG4080,QG4080,S-5363.6,20210121,QG,-24.4133847,151.0393459,Forest,Kroombit Tops,Rotting_nut/pod/seed/fruit,,22.0,,,,E. Andersen,C. Buchanan,2020-02-25,Fulcrum collection 2020FebruaryAustralia,,False,,True,True
Caenorhabditis elegans,"18S, test cross",QG4103,QG4103,S-5421.2,20210121,QG,-21.14488889,148.498225,Forest,Eungella,Rotting_nut/pod/seed/fruit,,,,,,M. Rockman,C. Buchanan,2020-02-24,Fulcrum collection 2020FebruaryAustralia,,False,,True,True
Caenorhabditis elegans,"18S, test cross",QG4134,QG4015,S-5441.1,20210121,QG,-27.9237322,153.1943154,Forest,Tamborine,Vegetal_litter/mix,,22.6,,,,E. Andersen,C. Buchanan,2020-02-28,Fulcrum collection 2020FebruaryAustralia,,False,,False,True
Caenorhabditis elegans,"18S, test cross",QG4135,QG4135,S-5441.2,20210121,QG,-27.9237322,153.1943154,Forest,Tamborine,Vegetal_litter/mix,,22.6,,,,E. Andersen,C. Buchanan,2020-02-28,Fulcrum collection 2020FebruaryAustralia,,False,,True,True
Caenorhabditis elegans,18S,QG4137,QG4138,S-5442.2,20210121,QG,-27.9245815,153.1934664,Forest,Tamborine,Rotting_nut/pod/seed/fruit,,22.5,,,,E. Andersen,C. Buchanan,2020-02-28,Fulcrum collection 2020FebruaryAustralia,,False,,False,True
Caenorhabditis elegans,18S,QG4138,QG4138,S-5442.3,20210121,QG,-27.9245815,153.1934664,Forest,Tamborine,Rotting_nut/pod/seed/fruit,,22.5,,,,E. Andersen,C. Buchanan,2020-02-28,Fulcrum collection 2020FebruaryAustralia,,False,,True,True
Caenorhabditis elegans,18S,QG4139,QG4138,S-5442.4,20210121,QG,-27.9245815,153.1934664,Forest,Tamborine,Rotting_nut/pod/seed/fruit,,22.5,,,,E. Andersen,C. Buchanan,2020-02-28,Fulcrum collection 2020FebruaryAustralia,,False,,False,True
Caenorhabditis elegans,test cross,QG4147,QG4147,5446.2,20220216,QG,,,Forest,"Tamborine, QLD, Australia",Rotting_nut/pod/seed/fruit,,23.4,,,,,M. Rockman,2020-02-28,"C-5446.2, C. elegans, Tamborine, species ID by 18S: no; species ID by testcross: yes",,False,,True,True
Caenorhabditis elegans,test cross,QG4151,QG4151,S-5447.3,20210121,QG,-27.9187042,153.2051319,Forest,Tamborine,Rotting_nut/pod/seed/fruit,,23.2,,,,E. Andersen,C. Buchanan,2020-02-28,Fulcrum collection 2020FebruaryAustralia,,False,,True,True
Caenorhabditis elegans,"18S, test cross",QG4158,QG4015,S-5451.1,20210121,QG,-27.923754,153.1934297,Forest,Tamborine,Rotting_nut/pod/seed/fruit,,22.0,,,,E. Andersen,C. Buchanan,2020-02-28,Fulcrum collection 2020FebruaryAustralia,,False,,False,True
Caenorhabditis elegans,"18S, test cross",QG4159,QG4015,S-5451.2,20210121,QG,-27.923754,153.1934297,Forest,Tamborine,Rotting_nut/pod/seed/fruit,,22.0,,,,E. Andersen,C. Buchanan,2020-02-28,Fulcrum collection 2020FebruaryAustralia,,False,,False,True
Caenorhabditis elegans,"18S, test cross",QG4160,QG4015,S-5451.3,20210121,QG,-27.923754,153.1934297,Forest,Tamborine,Rotting_nut/pod/seed/fruit,,22.0,,,,E. Andersen,C. Buchanan,2020-02-28,Fulcrum collection 2020FebruaryAustralia,,False,,False,True
Caenorhabditis elegans,"18S, test cross",QG4161,QG4015,S-5451.4,20210121,QG,-27.923754,153.1934297,Forest,Tamborine,Rotting_nut/pod/seed/fruit,,22.0,,,,E. Andersen,C. Buchanan,2020-02-28,Fulcrum collection 2020FebruaryAustralia,,False,,False,True
Caenorhabditis elegans,test cross,QG4162,QG4135,S-5451.5,20210121,QG,-27.923754,153.1934297,Forest,Tamborine,Rotting_nut/pod/seed/fruit,,22.0,,,,E. Andersen,C. Buchanan,2020-02-28,Fulcrum collection 2020FebruaryAustralia,,False,,False,True
Caenorhabditis elegans,"18S, test cross",QG4163,QG4135,S-5451.6,20210121,QG,-27.923754,153.1934297,Forest,Tamborine,Rotting_nut/pod/seed/fruit,,22.0,,,,E. Andersen,C. Buchanan,2020-02-28,Fulcrum collection 2020FebruaryAustralia,,False,,False,True
Caenorhabditis elegans,18S,QG4166,QG4226,S-5456.2,20210121,QG,-27.9200109,153.2052136,Forest,Tamborine,Rotting_nut/pod/seed/fruit,,22.9,,,,E. Andersen,C. Buchanan,2020-02-28,Fulcrum collection 2020FebruaryAustralia,,False,,False,True
Caenorhabditis elegans,"18S, test cross",QG4177,QG4012,S-5462.1,20220216,QG,-27.9235783,153.1941667,Forest,Tamborine,Rotting_nut/pod/seed/fruit,,22.9,,,,E. Andersen,C. Buchanan,2020-02-28,Fulcrum collection 2020FebruaryAustralia,,False,,False,True
Caenorhabditis elegans,18S,QG4182,QG4010,S-5492.2,20210121,QG,-27.92191111,153.1929,Forest,Tamborine,Rotting_nut/pod/seed/fruit,,,,,,M. Rockman,C. Buchanan,2020-02-28,Fulcrum collection 2020FebruaryAustralia,,False,,False,True
Caenorhabditis elegans,18S,QG4184,QG4010,S-5492.4,20210121,QG,-27.92191111,153.1929,Forest,Tamborine,Rotting_nut/pod/seed/fruit,,,,,,M. Rockman,C. Buchanan,2020-02-28,Fulcrum collection 2020FebruaryAustralia,,False,,False,True
Caenorhabditis elegans,18S,QG4185,QG4010,S-5492.5,20210121,QG,-27.92191111,153.1929,Forest,Tamborine,Rotting_nut/pod/seed/fruit,,,,,,M. Rockman,C. Buchanan,2020-02-28,Fulcrum collection 2020FebruaryAustralia,,False,,False,True
Caenorhabditis elegans,18S,QG4186,QG4010,S-5492.6,20210121,QG,-27.92191111,153.1929,Forest,Tamborine,Rotting_nut/pod/seed/fruit,,,,,,M. Rockman,C. Buchanan,2020-02-28,Fulcrum collection 2020FebruaryAustralia,,False,,False,True
Caenorhabditis elegans,test cross,QG4193,QG4193,S-5498.1,20210121,QG,-27.92883889,153.2063306,Forest,Tamborine,Rotting_nut/pod/seed/fruit,,,,,,M. Rockman,C. Buchanan,2020-02-28,Fulcrum collection 2020FebruaryAustralia,,False,,True,True
Caenorhabditis elegans,test cross,QG4194,QG4193,S-5498.2,20210121,QG,-27.92883889,153.2063306,Forest,Tamborine,Rotting_nut/pod/seed/fruit,,,,,,M. Rockman,C. Buchanan,2020-02-28,Fulcrum collection 2020FebruaryAustralia,,False,,False,True
Caenorhabditis elegans,"18S, test cross",QG4226,QG4226,S-5456.1a,20210121,QG,-27.9200109,153.2052136,Forest,Tamborine,Rotting_nut/pod/seed/fruit,,22.9,,,,E. Andersen,C. Buchanan,2020-02-28,Fulcrum collection 2020FebruaryAustralia,,False,,True,True
Caenorhabditis elegans,"18S, test cross",QG4228,QG4228,S-5468.1a,20210121,QG,-28.2134562,153.2721083,Forest,Springbrook,Rotting_nut/pod/seed/fruit,,21.3,,,,E. Andersen,C. Buchanan,2020-02-28,Fulcrum collection 2020FebruaryAustralia,,False,,True,True
Caenorhabditis elegans,,QG536,QG536,QG536#2,20160408,QG,37.7679,-122.4415,Urban_garden,California,Rotting_nut/pod/seed/fruit,"rotten solanaceous fruit, Buena Vista Park",,,,,M. Rockman,,2010-12-30,,3,False,,True,True
Caenorhabditis elegans,,QG537,QG536,QG537#2,20160408,QG,37.7679,-122.4415,Urban_garden,California,Rotting_nut/pod/seed/fruit,"rotten solanaceous fruit, Buena Vista Park",,,,,M. Rockman,,2010-12-30,,,False,,False,True
Caenorhabditis elegans,,QG538,QG536,QG538#2,20160408,QG,37.7679,-122.4415,Urban_garden,California,Rotting_nut/pod/seed/fruit,"rotten solanaceous fruit, Buena Vista Park",,,,,M. Rockman,,2010-12-30,,,False,,False,True
Caenorhabditis elegans,,QG556,QG556,,20160408,QG,34.421629,-119.702021,,California,Rotting_nut/pod/seed/fruit,"rotting orange peel, with snails",,,,,A. Paaby,,2011-06-27,,3,False,,True,True
Caenorhabditis elegans,,QG557,QG557,,20160408,QG,34.421629,-119.702021,,California,Rotting_nut/pod/seed/fruit,"rotting orange peel, with snails",,,,,A. Paaby,,2011-06-27,,2,False,,True,True
Caenorhabditis elegans,,QG558,QG556,QG558#2,20160408,QG,34.421629,-119.702021,,California,Rotting_nut/pod/seed/fruit,rotting orange beneath a non-edible fig tree; orange had large snail and two slugs,,,,,A. Paaby,,2011-06-27,,,False,,False,True
Caenorhabditis elegans,,QW947,QW947,,20160408,QW,-33.4213,-70.6106,Urban_garden,Santiago Metropolitan Region,Compost,"compost heap with moist rotting grass (urban park) at Univerisdad Mayor, Camino la Piramide",,,,,M. Alkema,M. Alkema,2013-04-12,,2,False,,True,True
Caenorhabditis elegans,,QX1211,QX1211,,20160408,QX,37.7502,-122.4331,Urban_garden,California,Rotting_nut/pod/seed/fruit,soil under rotting orange,,,,,M. Rockman,M. Rockman,2007-11-26,,3,False,,True,True
Caenorhabditis elegans,,QX1212,QX1212,,20160408,QX,37.7502,-122.4331,Urban_garden,California,Rotting_nut/pod/seed/fruit,soil under rotting orange,,,,,M. Rockman,M. Rockman,2007-11-26,,2,False,,True,True
Caenorhabditis elegans,,QX1213,QX1212,,20160408,QX,37.7502,-122.4331,Urban_garden,California,Rotting_nut/pod/seed/fruit,soil under rotting orange,,,,,M. Rockman,M. Rockman,2007-11-26,,,False,,False,True
Caenorhabditis elegans,,QX1214,QX1212,,20160408,QX,37.7502,-122.4331,Urban_garden,California,Rotting_nut/pod/seed/fruit,soil under rotting orange,,,,,M. Rockman,M. Rockman,2007-11-26,,,False,,False,True
Caenorhabditis elegans,,QX1215,QX1211,,20160408,QX,37.7502,-122.4331,Urban_garden,California,Rotting_nut/pod/seed/fruit,soil under rotting orange,,,,,M. Rockman,M. Rockman,2007-11-26,,,False,,False,True
Caenorhabditis elegans,,QX1216,QX1211,,20160408,QX,37.7502,-122.4331,Urban_garden,California,Rotting_nut/pod/seed/fruit,soil under rotting orange,,,,,M. Rockman,M. Rockman,2007-11-26,,,False,,False,True
Caenorhabditis elegans,,QX1218,QX1233,,20160408,QX,37.8804,-122.2838,Urban_garden,California,Compost,compost heap,,,,,M. Rockman,M. Rockman,2007-11-24,,,False,,False,False
Caenorhabditis elegans,,QX1233,QX1233,,20160408,QX,37.8804,-122.2838,Urban_garden,California,Compost,compost heap,,,,,M. Rockman,M. Rockman,2007-11-24,,3,False,,True,True
Caenorhabditis elegans,,QX1791,QX1791,,20160408,QX,20.6344,-156.3935,Forest,Hawaii,Rotting_wood,"rotting bark, base of eucalyptus tree",,,,,E. Andersen,E. Andersen,2011-01-27,,3,False,,True,True
Caenorhabditis elegans,,QX1792,QX1792,,20160408,QX,20.70554,-156.35475,Rural_garden,Hawaii,Rotting_nut/pod/seed/fruit,rotting orange flowers,,,,,E. Andersen,E. Andersen,2011-01-28,,3,False,,True,True
Caenorhabditis elegans,,QX1793,QX1793,,20160408,QX,20.70559,-156.35678,Rural_garden,Hawaii,Compost,Wilma's vermiculate compost bin,,,,,E. Andersen,E. Andersen,2011-01-28,,3,False,,True,True
Caenorhabditis elegans,,QX1794,QX1794,,20160408,QX,20.70559,-156.35678,Rural_garden,Hawaii,Compost,Wilma's vermiculate compost bin,,,,,E. Andersen,E. Andersen,2011-01-28,,1,False,,True,True
Caenorhabditis elegans,,RC301,RC301,,20160408,CGC,47.99,7.84,Urban_garden,Baden-Wurttemberg,Compost,compost heap,,,,,R. Cassada,R. Cassada,1983-01-01,Reference WBG 9(3) 29 and 10(2) 140-141. npr-1 pka bor-1,3,False,,True,True
Caenorhabditis elegans,,RW7000,ECA243,,20160408,CGC,44.85,0.48,Urban_garden,Dordogne,Soil,soil,,,,,V. Nigon,V. Nigon,,"From the same culture as CB4851 but sent to Dougherty before 1967, then to D. Hirsch in 1977, frozen by R. Waterston; RW subclone of Bergerac BO (Tc1 patternHCA)",,False,,False,False
Caenorhabditis elegans,18S_barcoding,WN2022,WN2086,LvS21-1,20250625,WN,51.975306,5.694904,Rural_garden,Meadow,,Butterbur,,,,,,,,,,False,,False,True
