sample,sample_info,time,rnai,replicate,depth_cutoff,strain,frq,t0_frq,ctrl_frq,delta_t0,delta_ctrl,log2fc_t0,log2fc_ctrl
A13,T2_pos-1_4,T2,pos-1,4,10,QG556,0,0.000363325682460849,0.00149538280039355,-0.000363325682460849,-0.00149538280039355,-63.6673736701821,-65.7085532603443
A6,T2_ctrl_A,T2,ctrl,A,10,QG556,0.0029907656007871,0.000363325682460849,0.00149538280039355,0.00262743991832625,0.00149538280039355,3.04117959016215,1
A7,T2_ctrl_B,T2,ctrl,B,10,QG556,0,0.000363325682460849,0.00149538280039355,-0.000363325682460849,-0.00149538280039355,-63.6673736701821,-65.7085532603443
A10,T2_pos-1_1,T2,pos-1,1,3,QG557,0,0,0,0,0,0,0
A11,T2_pos-1_2,T2,pos-1,2,3,QG557,0,0,0,0,0,0,0
A12,T2_pos-1_3,T2,pos-1,3,3,QG557,0,0,0,0,0,0,0
A13,T2_pos-1_4,T2,pos-1,4,3,QG557,0,0,0,0,0,0,0
A6,T2_ctrl_A,T2,ctrl,A,3,QG557,0,0,0,0,0,0,0
A7,T2_ctrl_B,T2,ctrl,B,3,QG557,0,0,0,0,0,0,0
A10,T2_pos-1_1,T2,pos-1,1,5,QG557,0,0.00049288329082707,0,-0.00049288329082707,0,-64.1073563940277,0
A11,T2_pos-1_2,T2,pos-1,2,5,QG557,0,0.00049288329082707,0,-0.00049288329082707,0,-64.1073563940277,0
A12,T2_pos-1_3,T2,pos-1,3,5,QG557,0,0.00049288329082707,0,-0.00049288329082707,0,-64.1073563940277,0
A13,T2_pos-1_4,T2,pos-1,4,5,QG557,0,0.00049288329082707,0,-0.00049288329082707,0,-64.1073563940277,0
A6,T2_ctrl_A,T2,ctrl,A,5,QG557,0,0.00049288329082707,0,-0.00049288329082707,0,-64.1073563940277,0
A7,T2_ctrl_B,T2,ctrl,B,5,QG557,0,0.00049288329082707,0,-0.00049288329082707,0,-64.1073563940277,0
A10,T2_pos-1_1,T2,pos-1,1,10,QG557,0,0.000652797502701969,0,-0.000652797502701969,0,-64.5127458590515,0
A11,T2_pos-1_2,T2,pos-1,2,10,QG557,0,0.000652797502701969,0,-0.000652797502701969,0,-64.5127458590515,0
A12,T2_pos-1_3,T2,pos-1,3,10,QG557,0,0.000652797502701969,0,-0.000652797502701969,0,-64.5127458590515,0
A13,T2_pos-1_4,T2,pos-1,4,10,QG557,0,0.000652797502701969,0,-0.000652797502701969,0,-64.5127458590515,0
A6,T2_ctrl_A,T2,ctrl,A,10,QG557,0,0.000652797502701969,0,-0.000652797502701969,0,-64.5127458590515,0
A7,T2_ctrl_B,T2,ctrl,B,10,QG557,0,0.000652797502701969,0,-0.000652797502701969,0,-64.5127458590515,0
A10,T2_pos-1_1,T2,pos-1,1,3,QW947,0,0.00776368600429366,0.0129596261365514,-0.00776368600429366,-0.0129596261365514,-68.0847801863478,-68.8239906100768
A11,T2_pos-1_2,T2,pos-1,2,3,QW947,0,0.00776368600429366,0.0129596261365514,-0.00776368600429366,-0.0129596261365514,-68.0847801863478,-68.8239906100768
A12,T2_pos-1_3,T2,pos-1,3,3,QW947,0,0.00776368600429366,0.0129596261365514,-0.00776368600429366,-0.0129596261365514,-68.0847801863478,-68.8239906100768
A13,T2_pos-1_4,T2,pos-1,4,3,QW947,0,0.00776368600429366,0.0129596261365514,-0.00776368600429366,-0.0129596261365514,-68.0847801863478,-68.8239906100768
A6,T2_ctrl_A,T2,ctrl,A,3,QW947,0.0114829028581179,0.00776368600429366,0.0129596261365514,0.00371921685382423,-0.00147672327843347,0.564673723183846,-0.174536700545225
A7,T2_ctrl_B,T2,ctrl,B,3,QW947,0.0144363494149848,0.00776368600429366,0.0129596261365514,0.00667266341069117,0.00147672327843347,0.894892291754837,0.155681868025766
A10,T2_pos-1_1,T2,pos-1,1,5,QW947,0,0.00744456866726384,0.0129083816501982,-0.00744456866726384,-0.0129083816501982,-68.0242266782536,-68.8182746489828
A11,T2_pos-1_2,T2,pos-1,2,5,QW947,0,0.00744456866726384,0.0129083816501982,-0.00744456866726384,-0.0129083816501982,-68.0242266782536,-68.8182746489828
A12,T2_pos-1_3,T2,pos-1,3,5,QW947,0,0.00744456866726384,0.0129083816501982,-0.00744456866726384,-0.0129083816501982,-68.0242266782536,-68.8182746489828
A13,T2_pos-1_4,T2,pos-1,4,5,QW947,0,0.00744456866726384,0.0129083816501982,-0.00744456866726384,-0.0129083816501982,-68.0242266782536,-68.8182746489828
A6,T2_ctrl_A,T2,ctrl,A,5,QW947,0.0116590744899924,0.00744456866726384,0.0129083816501982,0.00421450582272854,-0.00124930716020586,0.647193102712263,-0.146854868016958
A7,T2_ctrl_B,T2,ctrl,B,5,QW947,0.0141576888104041,0.00744456866726384,0.0129083816501982,0.00671312014314025,0.00124930716020586,0.927325602417389,0.133277631688168
A10,T2_pos-1_1,T2,pos-1,1,10,QW947,0,0.00699042466954889,0.0129653840939342,-0.00699042466954889,-0.0129653840939342,-67.9334185179403,-68.8246314566281
A11,T2_pos-1_2,T2,pos-1,2,10,QW947,0,0.00699042466954889,0.0129653840939342,-0.00699042466954889,-0.0129653840939342,-67.9334185179403,-68.8246314566281
A12,T2_pos-1_3,T2,pos-1,3,10,QW947,0,0.00699042466954889,0.0129653840939342,-0.00699042466954889,-0.0129653840939342,-67.9334185179403,-68.8246314566281
A13,T2_pos-1_4,T2,pos-1,4,10,QW947,0,0.00699042466954889,0.0129653840939342,-0.00699042466954889,-0.0129653840939342,-67.9334185179403,-68.8246314566281
A6,T2_ctrl_A,T2,ctrl,A,10,QW947,0.0119481539216831,0.00699042466954889,0.0129653840939342,0.00495772925213419,-0.00101723017225112,0.77333572099303,-0.117877217694693
A7,T2_ctrl_B,T2,ctrl,B,10,QW947,0.0139826142661853,0.00699042466954889,0.0129653840939342,0.00699218959663644,0.00101723017225113,1.00018211274512,0.108969174057398
A10,T2_pos-1_1,T2,pos-1,1,3,QX1211,0,0,0,0,0,0,0
A11,T2_pos-1_2,T2,pos-1,2,3,QX1211,0.00015116627250865,0,0,0.00015116627250865,0.00015116627250865,62.4022466090952,62.4022466090952
A12,T2_pos-1_3,T2,pos-1,3,3,QX1211,0,0,0,0,0,0,0
A13,T2_pos-1_4,T2,pos-1,4,3,QX1211,0,0,0,0,0,0,0
A6,T2_ctrl_A,T2,ctrl,A,3,QX1211,0,0,0,0,0,0,0
A7,T2_ctrl_B,T2,ctrl,B,3,QX1211,0,0,0,0,0,0,0
A10,T2_pos-1_1,T2,pos-1,1,5,QX1211,0,0,0,0,0,0,0
A11,T2_pos-1_2,T2,pos-1,2,5,QX1211,0.000162054825249983,0,0,0.000162054825249983,0.000162054825249983,62.5025922989498,62.5025922989498
A12,T2_pos-1_3,T2,pos-1,3,5,QX1211,0,0,0,0,0,0,0
A13,T2_pos-1_4,T2,pos-1,4,5,QX1211,0,0,0,0,0,0,0
A6,T2_ctrl_A,T2,ctrl,A,5,QX1211,0,0,0,0,0,0,0
A7,T2_ctrl_B,T2,ctrl,B,5,QX1211,0,0,0,0,0,0,0
A10,T2_pos-1_1,T2,pos-1,1,10,QX1211,0,0,0,0,0,0,0
A11,T2_pos-1_2,T2,pos-1,2,10,QX1211,4.02965456225555e-05,0,0,4.02965456225555e-05,4.02965456225555e-05,60.494838396515,60.494838396515
A12,T2_pos-1_3,T2,pos-1,3,10,QX1211,0,0,0,0,0,0,0
A13,T2_pos-1_4,T2,pos-1,4,10,QX1211,0,0,0,0,0,0,0
A6,T2_ctrl_A,T2,ctrl,A,10,QX1211,0,0,0,0,0,0,0
A7,T2_ctrl_B,T2,ctrl,B,10,QX1211,0,0,0,0,0,0,0
A10,T2_pos-1_1,T2,pos-1,1,3,QX1212,0,0.00168778917494698,0.00317835746049235,-0.00168778917494698,-0.00317835746049235,-65.8831731211305,-66.7963198051644
A11,T2_pos-1_2,T2,pos-1,2,3,QX1212,0,0.00168778917494698,0.00317835746049235,-0.00168778917494698,-0.00317835746049235,-65.8831731211305,-66.7963198051644
A12,T2_pos-1_3,T2,pos-1,3,3,QX1212,0.00129926054059118,0.00168778917494698,0.00317835746049235,-0.000388528634355801,-0.00187909691990117,-0.377443942140471,-1.29059062617446
A13,T2_pos-1_4,T2,pos-1,4,3,QX1212,0.00124074031587626,0.00168778917494698,0.00317835746049235,-0.00044704885907072,-0.00193761714461609,-0.443933511159951,-1.35708019519394
A6,T2_ctrl_A,T2,ctrl,A,3,QX1212,0.00220798875999289,0.00168778917494698,0.00317835746049235,0.000520199585045915,-0.000970368700499451,0.387598122503778,-0.525548561530212
A7,T2_ctrl_B,T2,ctrl,B,3,QX1212,0.0041487261609918,0.00168778917494698,0.00317835746049235,0.00246093698604482,0.000970368700499451,1.2975337290181,0.384387044984108
A10,T2_pos-1_1,T2,pos-1,1,5,QX1212,0,0.00114219067740623,0.00292356033186363,-0.00114219067740623,-0.00292356033186363,-65.3198419301314,-66.6757647794026
A11,T2_pos-1_2,T2,pos-1,2,5,QX1212,0,0.00114219067740623,0.00292356033186363,-0.00114219067740623,-0.00292356033186363,-65.3198419301314,-66.6757647794026
A12,T2_pos-1_3,T2,pos-1,3,5,QX1212,0.00067704344877375,0.00114219067740623,0.00292356033186363,-0.000465147228632479,-0.00224651688308988,-0.754483188640949,-2.11040603791221
A13,T2_pos-1_4,T2,pos-1,4,5,QX1212,0.00129216966035699,0.00114219067740623,0.00292356033186363,0.000149978982950764,-0.00163139067150664,0.177991992195207,-1.17793085707605
A6,T2_ctrl_A,T2,ctrl,A,5,QX1212,0.00199888868779795,0.00114219067740623,0.00292356033186363,0.000856698010391717,-0.000924671644065682,0.807394620461589,-0.548528228809671
A7,T2_ctrl_B,T2,ctrl,B,5,QX1212,0.00384823197592931,0.00114219067740623,0.00292356033186363,0.00270604129852308,0.000924671644065682,1.75239225463982,0.396469405368564
A10,T2_pos-1_1,T2,pos-1,1,10,QX1212,0.0002344328382542,0.000913606047810408,0.0025683602772408,-0.000679173209556209,-0.0023339274389866,-1.96239753107969,-3.45360101599161
A11,T2_pos-1_2,T2,pos-1,2,10,QX1212,0.000104078595947831,0.000913606047810408,0.0025683602772408,-0.000809527451862577,-0.00246428168129297,-3.13389879605919,-4.62510228097111
A12,T2_pos-1_3,T2,pos-1,3,10,QX1212,0.000727761924100135,0.000913606047810408,0.0025683602772408,-0.000185844123710273,-0.00184059835314067,-0.32810562841352,-1.81930911332544
A13,T2_pos-1_4,T2,pos-1,4,10,QX1212,0.00126470969808942,0.000913606047810408,0.0025683602772408,0.000351103650279013,-0.00130365057915138,0.469162160118656,-1.02204132479326
A6,T2_ctrl_A,T2,ctrl,A,10,QX1212,0.00202036808563135,0.000913606047810408,0.0025683602772408,0.00110676203782095,-0.000547992191609448,1.14497405172486,-0.346229433187054
A7,T2_ctrl_B,T2,ctrl,B,10,QX1212,0.00311635246885025,0.000913606047810408,0.0025683602772408,0.00220274642103984,0.000547992191609448,1.77021430970926,0.279010824797339
A10,T2_pos-1_1,T2,pos-1,1,3,QX1233,0,0,0,0,0,0,0
A11,T2_pos-1_2,T2,pos-1,2,3,QX1233,0,0,0,0,0,0,0
A12,T2_pos-1_3,T2,pos-1,3,3,QX1233,0,0,0,0,0,0,0
A13,T2_pos-1_4,T2,pos-1,4,3,QX1233,0,0,0,0,0,0,0
A6,T2_ctrl_A,T2,ctrl,A,3,QX1233,0,0,0,0,0,0,0
A7,T2_ctrl_B,T2,ctrl,B,3,QX1233,0,0,0,0,0,0,0
A10,T2_pos-1_1,T2,pos-1,1,5,QX1233,0,0,0,0,0,0,0
A11,T2_pos-1_2,T2,pos-1,2,5,QX1233,0,0,0,0,0,0,0
A12,T2_pos-1_3,T2,pos-1,3,5,QX1233,0,0,0,0,0,0,0
A13,T2_pos-1_4,T2,pos-1,4,5,QX1233,0,0,0,0,0,0,0
A6,T2_ctrl_A,T2,ctrl,A,5,QX1233,0,0,0,0,0,0,0
A7,T2_ctrl_B,T2,ctrl,B,5,QX1233,0,0,0,0,0,0,0
A10,T2_pos-1_1,T2,pos-1,1,10,QX1233,0,0,0,0,0,0,0
A11,T2_pos-1_2,T2,pos-1,2,10,QX1233,0,0,0,0,0,0,0
A12,T2_pos-1_3,T2,pos-1,3,10,QX1233,0,0,0,0,0,0,0
A13,T2_pos-1_4,T2,pos-1,4,10,QX1233,0,0,0,0,0,0,0
A6,T2_ctrl_A,T2,ctrl,A,10,QX1233,0,0,0,0,0,0,0
A7,T2_ctrl_B,T2,ctrl,B,10,QX1233,0,0,0,0,0,0,0
A10,T2_pos-1_1,T2,pos-1,1,3,QX1791,0,0,0.000628847025751162,0,-0.000628847025751162,0,-64.458819428483
A11,T2_pos-1_2,T2,pos-1,2,3,QX1791,0,0,0.000628847025751162,0,-0.000628847025751162,0,-64.458819428483
A12,T2_pos-1_3,T2,pos-1,3,3,QX1791,0,0,0.000628847025751162,0,-0.000628847025751162,0,-64.458819428483
A13,T2_pos-1_4,T2,pos-1,4,3,QX1791,0,0,0.000628847025751162,0,-0.000628847025751162,0,-64.458819428483
A6,T2_ctrl_A,T2,ctrl,A,3,QX1791,0.00125769405150232,0,0.000628847025751162,0.00125769405150232,0.000628847025751162,65.458819428483,1
A7,T2_ctrl_B,T2,ctrl,B,3,QX1791,0,0,0.000628847025751162,0,-0.000628847025751162,0,-64.458819428483
A10,T2_pos-1_1,T2,pos-1,1,5,QX1791,0,0,0.00061072333569204,0,-0.00061072333569204,0,-64.41662929231
A11,T2_pos-1_2,T2,pos-1,2,5,QX1791,0,0,0.00061072333569204,0,-0.00061072333569204,0,-64.41662929231
A12,T2_pos-1_3,T2,pos-1,3,5,QX1791,0,0,0.00061072333569204,0,-0.00061072333569204,0,-64.41662929231
A13,T2_pos-1_4,T2,pos-1,4,5,QX1791,0,0,0.00061072333569204,0,-0.00061072333569204,0,-64.41662929231
A6,T2_ctrl_A,T2,ctrl,A,5,QX1791,0.00122144667138408,0,0.00061072333569204,0.00122144667138408,0.00061072333569204,65.41662929231,1
A7,T2_ctrl_B,T2,ctrl,B,5,QX1791,0,0,0.00061072333569204,0,-0.00061072333569204,0,-64.41662929231
A10,T2_pos-1_1,T2,pos-1,1,10,QX1791,0,0,0.000580936873637189,0,-0.000580936873637189,0,-64.3444917253357
A11,T2_pos-1_2,T2,pos-1,2,10,QX1791,0,0,0.000580936873637189,0,-0.000580936873637189,0,-64.3444917253357
A12,T2_pos-1_3,T2,pos-1,3,10,QX1791,0,0,0.000580936873637189,0,-0.000580936873637189,0,-64.3444917253357
A13,T2_pos-1_4,T2,pos-1,4,10,QX1791,0,0,0.000580936873637189,0,-0.000580936873637189,0,-64.3444917253357
A6,T2_ctrl_A,T2,ctrl,A,10,QX1791,0.00116187374727438,0,0.000580936873637189,0.00116187374727438,0.000580936873637189,65.3444917253357,1
A7,T2_ctrl_B,T2,ctrl,B,10,QX1791,0,0,0.000580936873637189,0,-0.000580936873637189,0,-64.3444917253357
A10,T2_pos-1_1,T2,pos-1,1,3,QX1792,0.00122574071046833,0,0.000914181085955201,0.00122574071046833,0.000311559624513128,65.4216922435953,0.423101952325666
A11,T2_pos-1_2,T2,pos-1,2,3,QX1792,0.00347936281983256,0,0.000914181085955201,0.00347936281983256,0.00256518173387736,66.9268615433688,1.92827125209913
A12,T2_pos-1_3,T2,pos-1,3,3,QX1792,0.000397817928494105,0,0.000914181085955201,0.000397817928494105,-0.000516363157461096,63.798218616504,-1.20037167476564
A13,T2_pos-1_4,T2,pos-1,4,3,QX1792,0,0,0.000914181085955201,0,-0.000914181085955201,0,-64.9985902912696
A6,T2_ctrl_A,T2,ctrl,A,3,QX1792,9.47950871072189e-05,0,0.000914181085955201,9.47950871072189e-05,-0.000819385998847982,61.7289945172204,-3.26959577404924
A7,T2_ctrl_B,T2,ctrl,B,3,QX1792,0.00173356708480318,0,0.000914181085955201,0.00173356708480318,0.000819385998847982,65.9217820820836,0.92319179081396
A10,T2_pos-1_1,T2,pos-1,1,5,QX1792,0.00132159280006934,0,0.000966945056124934,0.00132159280006934,0.00035464774394441,65.5303161479011,0.45077191206308
A11,T2_pos-1_2,T2,pos-1,2,5,QX1792,0.00364176809113972,0,0.000966945056124934,0.00364176809113972,0.00267482303501479,66.992677469692,1.91313323385397
A12,T2_pos-1_3,T2,pos-1,3,5,QX1792,0.000383603477396679,0,0.000966945056124934,0.000383603477396679,-0.000583341578728255,63.7457261193713,-1.33381811646678
A13,T2_pos-1_4,T2,pos-1,4,5,QX1792,0,0,0.000966945056124934,0,-0.000966945056124934,0,-65.079544235838
A6,T2_ctrl_A,T2,ctrl,A,5,QX1792,0.000224407799858732,0,0.000966945056124934,0.000224407799858732,-0.000742537256266202,62.972233142129,-2.10731109370901
A7,T2_ctrl_B,T2,ctrl,B,5,QX1792,0.00170948231239114,0,0.000966945056124934,0.00170948231239114,0.000742537256266202,65.90159791132,0.822053675481959
A10,T2_pos-1_1,T2,pos-1,1,10,QX1792,0.000325321774375181,0,0.000756669290044744,0.000325321774375181,-0.000431347515669563,63.5079777086093,-1.21779550572449
A11,T2_pos-1_2,T2,pos-1,2,10,QX1792,0.00258413924243829,0,0.000756669290044744,0.00258413924243829,0.00182746995239355,66.4977222252642,1.7719490109304
A12,T2_pos-1_3,T2,pos-1,3,10,QX1792,0,0,0.000756669290044744,0,-0.000756669290044744,0,-64.7257732143338
A13,T2_pos-1_4,T2,pos-1,4,10,QX1792,0,0,0.000756669290044744,0,-0.000756669290044744,0,-64.7257732143338
A6,T2_ctrl_A,T2,ctrl,A,10,QX1792,0,0,0.000756669290044744,0,-0.000756669290044744,0,-64.7257732143338
A7,T2_ctrl_B,T2,ctrl,B,10,QX1792,0.00151333858008949,0,0.000756669290044744,0.00151333858008949,0.000756669290044744,65.7257732143338,1
A10,T2_pos-1_1,T2,pos-1,1,3,QX1793,0,0.00150283345879443,0.00126043052679706,-0.00150283345879443,-0.00126043052679706,-65.7157235570298,-65.4619550167103
A11,T2_pos-1_2,T2,pos-1,2,3,QX1793,0,0.00150283345879443,0.00126043052679706,-0.00150283345879443,-0.00126043052679706,-65.7157235570298,-65.4619550167103
A12,T2_pos-1_3,T2,pos-1,3,3,QX1793,0,0.00150283345879443,0.00126043052679706,-0.00150283345879443,-0.00126043052679706,-65.7157235570298,-65.4619550167103
A13,T2_pos-1_4,T2,pos-1,4,3,QX1793,0.000806246407163594,0.00150283345879443,0.00126043052679706,-0.000696587051630834,-0.000454184119633462,-0.898392409795255,-0.644623869475831
A6,T2_ctrl_A,T2,ctrl,A,3,QX1793,0.00224590571466879,0.00150283345879443,0.00126043052679706,0.000743072255874361,0.000985475187871734,0.579612221918614,0.833380762238037
A7,T2_ctrl_B,T2,ctrl,B,3,QX1793,0.000274955338925322,0.00150283345879443,0.00126043052679706,-0.00122787811986911,-0.000985475187871734,-2.45041593592443,-2.19664739560501
A10,T2_pos-1_1,T2,pos-1,1,5,QX1793,0,0.00123771258452156,0.00126358988338495,-0.00123771258452156,-0.00126358988338495,-65.4357147536516,-65.4655667073637
A11,T2_pos-1_2,T2,pos-1,2,5,QX1793,1.81982941788801e-05,0.00123771258452156,0.00126358988338495,-0.00121951429034268,-0.00124539158920607,-6.08772930230718,-6.11758125601928
A12,T2_pos-1_3,T2,pos-1,3,5,QX1793,0,0.00123771258452156,0.00126358988338495,-0.00123771258452156,-0.00126358988338495,-65.4357147536516,-65.4655667073637
A13,T2_pos-1_4,T2,pos-1,4,5,QX1793,0.000888505072320901,0.00123771258452156,0.00126358988338495,-0.00034920751220066,-0.000375084811064046,-0.478224420470916,-0.508076374183018
A6,T2_ctrl_A,T2,ctrl,A,5,QX1793,0.00229991135942306,0.00123771258452156,0.00126358988338495,0.0010621987749015,0.00103632147603812,0.893901921567924,0.864049967855823
A7,T2_ctrl_B,T2,ctrl,B,5,QX1793,0.000227268407346832,0.00123771258452156,0.00126358988338495,-0.00101044417717473,-0.00103632147603812,-2.44520728424353,-2.47505923795564
A10,T2_pos-1_1,T2,pos-1,1,10,QX1793,0,0.00133693421871587,0.00118675365713185,-0.00133693421871587,-0.00118675365713185,-65.5469668978306,-65.3750589113174
A11,T2_pos-1_2,T2,pos-1,2,10,QX1793,0.000286708567551636,0.00133693421871587,0.00118675365713185,-0.00105022565116423,-0.000900045089580215,-2.22127156055143,-2.0493635740383
A12,T2_pos-1_3,T2,pos-1,3,10,QX1793,0,0.00133693421871587,0.00118675365713185,-0.00133693421871587,-0.00118675365713185,-65.5469668978306,-65.3750589113174
A13,T2_pos-1_4,T2,pos-1,4,10,QX1793,0.00107639206403588,0.00133693421871587,0.00118675365713185,-0.000260542154679982,-0.000110361593095968,-0.312724822627346,-0.140816836114217
A6,T2_ctrl_A,T2,ctrl,A,10,QX1793,0.00213825975541686,0.00133693421871587,0.00118675365713185,0.00080132553670099,0.000951506098285004,0.677508639907815,0.849416626420945
A7,T2_ctrl_B,T2,ctrl,B,10,QX1793,0.000235247558846847,0.00133693421871587,0.00118675365713185,-0.00110168665986902,-0.000951506098285004,-2.50667682477129,-2.33476883825817
A10,T2_pos-1_1,T2,pos-1,1,3,QX1794,0,0,0.000611237086410359,0,-0.000611237086410359,0,-64.4178424014154
A11,T2_pos-1_2,T2,pos-1,2,3,QX1794,0,0,0.000611237086410359,0,-0.000611237086410359,0,-64.4178424014154
A12,T2_pos-1_3,T2,pos-1,3,3,QX1794,0,0,0.000611237086410359,0,-0.000611237086410359,0,-64.4178424014154
A13,T2_pos-1_4,T2,pos-1,4,3,QX1794,0,0,0.000611237086410359,0,-0.000611237086410359,0,-64.4178424014154
A6,T2_ctrl_A,T2,ctrl,A,3,QX1794,0.00122247417282072,0,0.000611237086410359,0.00122247417282072,0.000611237086410359,65.4178424014154,1
A7,T2_ctrl_B,T2,ctrl,B,3,QX1794,0,0,0.000611237086410359,0,-0.000611237086410359,0,-64.4178424014154
A10,T2_pos-1_1,T2,pos-1,1,5,QX1794,0,0,0.000607579973096725,0,-0.000607579973096725,0,-64.4091846376689
A11,T2_pos-1_2,T2,pos-1,2,5,QX1794,0,0,0.000607579973096725,0,-0.000607579973096725,0,-64.4091846376689
A12,T2_pos-1_3,T2,pos-1,3,5,QX1794,0,0,0.000607579973096725,0,-0.000607579973096725,0,-64.4091846376689
A13,T2_pos-1_4,T2,pos-1,4,5,QX1794,0,0,0.000607579973096725,0,-0.000607579973096725,0,-64.4091846376689
A6,T2_ctrl_A,T2,ctrl,A,5,QX1794,0.00121515994619345,0,0.000607579973096725,0.00121515994619345,0.000607579973096725,65.4091846376689,1
A7,T2_ctrl_B,T2,ctrl,B,5,QX1794,0,0,0.000607579973096725,0,-0.000607579973096725,0,-64.4091846376689
A10,T2_pos-1_1,T2,pos-1,1,10,QX1794,0,0,0.000709755660605479,0,-0.000709755660605479,0,-64.6334327709148
A11,T2_pos-1_2,T2,pos-1,2,10,QX1794,0,0,0.000709755660605479,0,-0.000709755660605479,0,-64.6334327709148
A12,T2_pos-1_3,T2,pos-1,3,10,QX1794,0,0,0.000709755660605479,0,-0.000709755660605479,0,-64.6334327709148
A13,T2_pos-1_4,T2,pos-1,4,10,QX1794,0,0,0.000709755660605479,0,-0.000709755660605479,0,-64.6334327709148
A6,T2_ctrl_A,T2,ctrl,A,10,QX1794,0.00141951132121096,0,0.000709755660605479,0.00141951132121096,0.000709755660605479,65.6334327709148,1
A7,T2_ctrl_B,T2,ctrl,B,10,QX1794,0,0,0.000709755660605479,0,-0.000709755660605479,0,-64.6334327709148
A10,T2_pos-1_1,T2,pos-1,1,3,RC301,0,0.00246811215494742,0.000677411867972091,-0.00246811215494742,-0.000677411867972091,-66.431446370033,-64.5661435832743
A11,T2_pos-1_2,T2,pos-1,2,3,RC301,0,0.00246811215494742,0.000677411867972091,-0.00246811215494742,-0.000677411867972091,-66.431446370033,-64.5661435832743
A12,T2_pos-1_3,T2,pos-1,3,3,RC301,0,0.00246811215494742,0.000677411867972091,-0.00246811215494742,-0.000677411867972091,-66.431446370033,-64.5661435832743
A13,T2_pos-1_4,T2,pos-1,4,3,RC301,0,0.00246811215494742,0.000677411867972091,-0.00246811215494742,-0.000677411867972091,-66.431446370033,-64.5661435832743
A6,T2_ctrl_A,T2,ctrl,A,3,RC301,0,0.00246811215494742,0.000677411867972091,-0.00246811215494742,-0.000677411867972091,-66.431446370033,-64.5661435832743
A7,T2_ctrl_B,T2,ctrl,B,3,RC301,0.00135482373594418,0.00246811215494742,0.000677411867972091,-0.00111328841900324,0.000677411867972091,-0.86530278675869,1
A10,T2_pos-1_1,T2,pos-1,1,5,RC301,0,0.00190304640713095,0.00066600540571616,-0.00190304640713095,-0.00066600540571616,-66.0563491588742,-64.541644207967
A11,T2_pos-1_2,T2,pos-1,2,5,RC301,0,0.00190304640713095,0.00066600540571616,-0.00190304640713095,-0.00066600540571616,-66.0563491588742,-64.541644207967
A12,T2_pos-1_3,T2,pos-1,3,5,RC301,0,0.00190304640713095,0.00066600540571616,-0.00190304640713095,-0.00066600540571616,-66.0563491588742,-64.541644207967
A13,T2_pos-1_4,T2,pos-1,4,5,RC301,0,0.00190304640713095,0.00066600540571616,-0.00190304640713095,-0.00066600540571616,-66.0563491588742,-64.541644207967
A6,T2_ctrl_A,T2,ctrl,A,5,RC301,0,0.00190304640713095,0.00066600540571616,-0.00190304640713095,-0.00066600540571616,-66.0563491588742,-64.541644207967
A7,T2_ctrl_B,T2,ctrl,B,5,RC301,0.00133201081143232,0.00190304640713095,0.00066600540571616,-0.000571035595698634,0.00066600540571616,-0.514704950907188,1
A10,T2_pos-1_1,T2,pos-1,1,10,RC301,0,0.00136729887630604,0.0010214310479973,-0.00136729887630604,-0.0010214310479973,-65.5793670501792,-65.1586302335015
A11,T2_pos-1_2,T2,pos-1,2,10,RC301,0,0.00136729887630604,0.0010214310479973,-0.00136729887630604,-0.0010214310479973,-65.5793670501792,-65.1586302335015
A12,T2_pos-1_3,T2,pos-1,3,10,RC301,0,0.00136729887630604,0.0010214310479973,-0.00136729887630604,-0.0010214310479973,-65.5793670501792,-65.1586302335015
A13,T2_pos-1_4,T2,pos-1,4,10,RC301,0,0.00136729887630604,0.0010214310479973,-0.00136729887630604,-0.0010214310479973,-65.5793670501792,-65.1586302335015
A6,T2_ctrl_A,T2,ctrl,A,10,RC301,0,0.00136729887630604,0.0010214310479973,-0.00136729887630604,-0.0010214310479973,-65.5793670501792,-65.1586302335015
A7,T2_ctrl_B,T2,ctrl,B,10,RC301,0.0020428620959946,0.00136729887630604,0.0010214310479973,0.000675563219688568,0.0010214310479973,0.579263183322308,1
A10,T2_pos-1_1,T2,pos-1,1,3,TWN2530,0,0.00629578662246029,0.000718116006049784,-0.00629578662246029,-0.000718116006049784,-67.7824250613798,-64.6503272398343
A11,T2_pos-1_2,T2,pos-1,2,3,TWN2530,0,0.00629578662246029,0.000718116006049784,-0.00629578662246029,-0.000718116006049784,-67.7824250613798,-64.6503272398343
A12,T2_pos-1_3,T2,pos-1,3,3,TWN2530,2.22221557528538e-05,0.00629578662246029,0.000718116006049784,-0.00627356446670743,-0.000695893850296931,-8.14624405729659,-5.01414623575114
A13,T2_pos-1_4,T2,pos-1,4,3,TWN2530,0,0.00629578662246029,0.000718116006049784,-0.00629578662246029,-0.000718116006049784,-67.7824250613798,-64.6503272398343
A6,T2_ctrl_A,T2,ctrl,A,3,TWN2530,0.00143623201209957,0.00629578662246029,0.000718116006049784,-0.00485955461036072,0.000718116006049784,-2.13209782154544,1
A7,T2_ctrl_B,T2,ctrl,B,3,TWN2530,0,0.00629578662246029,0.000718116006049784,-0.00629578662246029,-0.000718116006049784,-67.7824250613798,-64.6503272398343
