rep1_d1	rep1_d9	rep1_d13	rep1_d17	rep3_d1	rep3_d9	rep3_d13	rep3_d17	rep4_d1	rep4_d9	rep4_d13	rep4_d17	rep2_d1	rep2_d9	rep2_d13	rep2_d17	rep5_d1	rep5_d9	rep5_d13	rep5_d17	rep1_BL	rep3_BL	rep4_BL	rep2_BL	rep5_BL
ED3052	0.00114302887532638	0.000969419372213826	0.000483411203525776	0.000825840834398785	0.0300503027809886	0.0342831707457649	0.0144131390829687	0.0132042622443932	0.00492599502198948	0.00606485439840039	0.00461522131617279	0.00433270352032895	0.00168681008625418	0.00104676416024188	0.00063706354085749	0.00116654914978423	0.0231475844224967	0.00879195378524838	0.00206180511210242	0.00501459849476878	0.00136859043051926	0.0270005378331663	0.00478494907929711	0.00144167618274672	0.0229308460525952
ED3077	0.0119839660983856	0.0182714829919123	0.0276759640745219	0.0220775843185168	0.0142847694663903	0.0198180337130984	0.0263306673814634	0.0187263931866091	0.00777006921127009	0.00847948689761948	0.0212674883935484	0.0249023136041449	0.00302689441361899	0.00426039821681871	0.00847291128255076	0.00676292460315965	0.0269803111918604	0.0616442064433705	0.172950726055435	0.0441704685881027	0.0128029257784657	0.0141352701262226	0.00696409174014025	0.00236599616527433	0.0279686832094065
EG4724	0.00242585645687887	0.00284424215519015	0.00288545353437616	0.00277986321138754	0.00287546284419423	0.00421500677101238	0.00339986097893242	0.00289066895866113	0.000655876592635613	0.00108203995579105	0.0010273349593984	0.000983805629609966	0.00753946770335399	0.00714573276677593	0.00856041344390904	0.00764157336276377	0.0181392370106911	0.0394353929423531	0.125384860742567	0.0714898264647797	0.00270321469860112	0.0038207273071968	0.000878098515545339	0.00771439201812665	0.0220081139413443
EG4725	0.0114708739661647	0.0186591859534156	0.0392959451895308	0.0336886267590434	0.00859611476040114	0.0155782470478165	0.0316988193570992	0.0370361965821525	0.0166774273005094	0.0253865926072057	0.0508575899194576	0.0849998481825502	0.00516191283891655	0.00734475980577819	0.0199010421535253	0.0117228339323933	0.00658640320900266	0.0152272823460151	0.0505523332101819	0.0244265559481064	0.0107888852383016	0.00746230959066975	0.0121559470245363	0.00399143272681043	0.00856447661608083
GXW1	0.013375749458245	0.010493754477731	0.00590025542065586	0.00873545416149682	0.020874543195459	0.02301318966006	0.0195404978643104	0.0104679864729473	0.0131797325660567	0.0128575116699118	0.00813843558160707	0.00543333929121976	0.00428069972307983	0.00323102265101218	0.00198576710646929	0.00261868030309932	0.000565642216657107	0.000898273054940454	0.000224389114299195	0.000246668504781911	0.0108976724931092	0.0196625942265499	0.0114976574848827	0.00387885444965024	0.000491373768533587
JU1212	0.0021120223713106	0.0013373715602065	0.00122482704623784	0.0014742354511018	0.00900620519496209	0.00634385773375805	0.00449138794488034	0.00369098890504802	0.0104717922547067	0.0119394770240167	0.00967275625698608	0.00697402167561154	0.0271375237624368	0.0222272744679922	0.0102646499542046	0.0172977896456638	0.00227444967979571	0.000775609964619757	0.000740791738557392	0.00057024196369567	0.002042033379664	0.00648264311397842	0.00979592316551912	0.0230412637210908	0.00122836476290747
JU1400	0.000690498738168736	0.000325644535453546	0.000431883509480356	0.000762374132125643	0.00182042792151834	0.00104967252862136	0.000624949880266384	0.00116252387144546	0.00984253302846149	0.00754505782209498	0.00622271333515558	0.00495084871097375	0.0133918426664679	0.00765339097792014	0.00382134218193998	0.00848372610566482	0.00118535077757458	0.00021431102229506	0.000320449415006148	0.000301661098584932	0.000711397142014571	0.00339532345105037	0.0108683324189776	0.0111573788359847	0.00119607464047732
JU1581	0.000458212411767095	0.000712029637799239	0.000227461948912256	0.000418139509584371	0.00185963349920387	0.000982113302965178	0.000605625447971291	0.00102470008415531	0.00785336130609855	0.00467709698155	0.00226831103240399	0.00273228625903515	0.00127284507188619	0.00051100041317109	0.000202574626282251	0.00101860507414142	0.00829247713458948	0.00441672528029762	0.00266081304331077	0.0037297689433687	0.000710025323617374	0.00174592500690786	0.00815061003526771	0.00137254389419836	0.00904478661789033
JU1652	0.0274171010494231	0.0411149788837495	0.0562087897529323	0.0486326786294387	0.0476350521218902	0.0438080732876244	0.0178333545117464	0.0234764494058163	0.0106464417978937	0.0162939764212241	0.0163775014048177	0.0144011324721946	0.0283553266884938	0.0316226150450191	0.0235469667453503	0.0246744347747082	0.0320589721747339	0.0335666026613627	0.00877262843007361	0.0119904539897035	0.0253978965312698	0.0413494165774908	0.011563728115361	0.0256101813611827	0.0284503450194263
JU1793	0.00130750627844249	0.00129698419701186	0.000677619995947225	0.0012442546828913	0.00719712590821828	0.00537941483135566	0.00329340628857722	0.00473442980192282	0.0108014349769249	0.00982595913759617	0.00763526429467531	0.00837110097646963	0.0272014203534147	0.0191968713439722	0.0121714814864056	0.0204785900941581	0.0180648462376698	0.0116748082409015	0.00418543150065087	0.00830409462029469	0.000887214205675856	0.00800552415167472	0.00965979772461152	0.0204686153109164	0.0160066348341876
JU1896	0.017654963387313	0.0203107598546524	0.0101163236002262	0.0120788155180162	0.0169760980471098	0.015618781480327	0.00655706162207332	0.00837876258997314	0.0219709159427438	0.022248223487956	0.0101281473293014	0.00795902247147767	0.00991815149444595	0.0083147807856984	0.00362080966246838	0.00952019320717106	0.00295654749009416	0.00300850541599422	0.010169113445285	0.00435356671635322	0.0185353831022262	0.02082003985519	0.0220274840387719	0.0105644082719756	0.00289323939606367
JU2001	0.000187157545540577	0.00014144896703278	0.000329981524666112	0.00024534047982919	0.00220452134938753	0.00241506119078352	0.00313549551065177	0.00386377965611787	0.00150729516510228	0.0017712650970611	0.00202451269097993	0.00158025000414894	0.00111602873498604	0.000824615167498162	0.000349491201580824	0.000780606840873715	0.000310643581915531	0.000327962258720247	0.000103177897053114	0.000199877499453906	0.000249120472214034	0.00330735206447778	0.00194325917523968	0.000911842135349135	0.0001569035244263
JU2007	0.028542163322643	0.0250985575050146	0.0168148403927495	0.0185248081846327	0.0135410940217487	0.0114291843584823	0.0053548114793908	0.00712738994436356	0.00615753282957688	0.00637176227483702	0.00557223730361969	0.00526116195786938	0.000957431123861026	0.00117943294196113	0.000404600209966347	0.000805513186442876	0.0181112202726519	0.0161027823483142	0.00497746128902583	0.00529051424038644	0.0265981220859558	0.0131867696405673	0.00718776427332317	0.00087457498157439	0.0165084103038417
JU2017	0.0212836230434406	0.0122688663792385	0.0053007542878852	0.0141258919186403	0.0211608334894085	0.0132295669714085	0.00574188379618179	0.00862226913832808	0.00233818837613774	0.00306526762229246	0.00308009170809779	0.00282458415435123	0.00185214406585023	0.00191217587776632	0.00106680766916099	0.0020964212655996	0.00921120254959347	0.00630345504211584	0.00168970053956991	0.00359886387140188	0.0209371863759978	0.0182731267725334	0.00259441704568756	0.00305894482724828	0.00878647134658456
JU2106	0.00208723086499076	0.00125350009657696	0.000356758956205671	0.00211892009488045	0.0130657807401603	0.0092622876663527	0.00211717722429312	0.00610490333739266	0.00930055249012303	0.00664100848297229	0.00370434672646665	0.0033464298249073	0.00314088948017924	0.00140422349154767	0.000690664093009317	0.00172556281757583	0.000321401001658392	0.000230978052105773	0.000285528955305919	0.000445167774121026	0.00176768059707949	0.0128150790836279	0.00790423958365994	0.00198152493235694	0.000269721510778658
JU2234	0.00631620122327768	0.0110059381254136	0.00795495492506663	0.00792860556330154	0.00137811163533953	0.00257401444274964	0.00246803898283882	0.0012041281375242	0.00623421836101457	0.00850369295294564	0.00530466096756874	0.00357099017901378	0.00280175110346341	0.00374663751293867	0.00482705564908521	0.00315190704290635	0.0121817040156908	0.00899154649512474	0.00219171027758315	0.00783201531243073	0.00937626632834471	0.00278495220610183	0.00810215501154896	0.0039389977290691	0.0131961513288893
JU2316	0.00624585648357747	0.00541049083738485	0.0063262621667969	0.00516845208289891	0.00609193216635824	0.00959425019250724	0.0100123214842063	0.01021537913162	0.00922989493905499	0.00975453179843133	0.00545221841428948	0.00519999965308284	0.00286931850796815	0.00203386283236154	0.00162194885968464	0.00192697964058316	0.00446812643366785	0.00344842067032781	0.00340317515854912	0.0147638782098071	0.00561325432391234	0.006487113046709	0.0103008969472621	0.00279614172726931	0.00597063636926413
JU2464	0.0231900849401593	0.0165633509188333	0.00590839479817146	0.0163494236986107	0.0156887193379795	0.0134063891653828	0.00795171193639459	0.00835120591332126	0.00215367527657882	0.00245928640153918	0.00150595413668031	0.00192056441566696	0.0035193044457296	0.00315619050723729	0.000861941305860697	0.00210576882971214	0.000602645100617798	0.000735476082452568	0.000339553906230181	0.000348994029795409	0.0207100092598747	0.0151190626066465	0.00303536097508413	0.00347119135795143	0.000591020989919575
JU2519	0.014235833315784	0.0165577330567673	0.0203118447933331	0.0133960092493307	0.0192956754005884	0.0289585925125834	0.0505135032696024	0.0342338878207693	0.00601571675459293	0.0100125281518095	0.0168355281251263	0.0255611170872314	0.00307573040943849	0.00335314215653449	0.00395931422176931	0.00313405752353985	0.00360383294930328	0.00453922410087173	0.00596702522183196	0.00969648382920907	0.0125887228644528	0.0159118914062517	0.00774959206426995	0.00232598055771611	0.00541356023916657
JU2526	0.014184049152641	0.0194297341226055	0.0476194473128652	0.0278691233695788	0.00568201602547404	0.00846684090485564	0.016966765835422	0.00725429050755029	0.00435071204810495	0.00637883221183964	0.00955562424677526	0.0129047181198094	0.016063142221152	0.0202343156664973	0.0603219374349186	0.0246176478633427	0.0293245443562717	0.0527137303984414	0.0868440458947538	0.0854358282973239	0.0146343305544818	0.00598400546090094	0.0034376014754825	0.0146557355333152	0.0249875003333942
JU2576	0.00521297730681053	0.00568454912653804	0.00562404680413254	0.00565706960601712	0.017854005740455	0.0167021205566172	0.0143756555297696	0.0135472599975108	0.0166556977518623	0.0210210104182702	0.0188517476215502	0.0170254695624847	0.00849541580643401	0.00854353727831041	0.0087939692565193	0.00918859455908245	0.0238113293860645	0.018064023103968	0.00808646707456694	0.012742026262428	0.00541839030257522	0.0179192328173113	0.0230626695371851	0.00984043588922266	0.0253970006883488
JU258	0.0364269403275594	0.0282641131846952	0.0119809296423415	0.0273821807795195	0.0518591810425867	0.0264696628623099	0.0115472010773788	0.0282217407496845	0.00814336452966407	0.00347511045308152	0.00203980291665853	0.00265212330742754	0.0262867745999497	0.0192425568262827	0.00552975750987815	0.0239699138796575	0.00347294202961615	0.00115446989761366	0.00034542164842101	0.00194029492943756	0.0419659215710114	0.0492495909488397	0.00628812350226671	0.0297961753688939	0.00263040933584633
JU2592	0.000567574470221698	0.000637228447266517	0.000314000679269222	0.000576667396203464	0.0110458080318062	0.00930381122506815	0.00187148716579526	0.00453620577151855	0.0298047090526374	0.0183522139076149	0.00738540756745238	0.00651930163492292	0.00178600058614738	0.00114788276998445	0.000749362954133975	0.00157369979676738	0.00141631500038174	0.000453177376470098	0.000322098641203211	0.000364611840388256	0.00085757158824767	0.012657609264007	0.0227019075888064	0.00193632986802915	0.00181279564347437
JU2593	0.0737289645494507	0.0686075154209592	0.0823441404885632	0.0569684881767526	0.0235422204495506	0.0181903185012677	0.0227421389664816	0.0133638284390753	0.0736055268295638	0.0594584071389955	0.0407825512521838	0.0267826203895654	0.0964265463022523	0.0966120715728499	0.0791661869579937	0.0680100601704049	0.00221875377083971	0.000992791653966471	0.000968840631556754	0.00160323184059318	0.0674326403363753	0.0202791630080287	0.0697355419915137	0.078173242716258	0.00186384565353626
JU2619	0.00195106768642496	0.00115141059732587	0.000465428245083672	0.00142541538117574	0.00076992552993381	0.000651516831886413	0.000703716697053272	0.000509678675608683	0.000560116253327073	0.000538200883993349	0.000505451761834617	0.000371463982390042	0.0047862186082186	0.00283141136607862	0.00080064029571091	0.00263584442882565	0.000316963215762135	0.000398480973803231	0.000299134506625013	0.000445701417298922	0.00132391276555591	0.000849866131855124	0.000494429160790175	0.00357646052961129	0.000410406659850935
JU2811	0.0013183322144319	0.000935166632386537	0.0006409306146911	0.000840522419658337	0.0177211681292371	0.0103379829587267	0.00420775908212648	0.00826937352646559	0.0283484145216896	0.0201960480246537	0.0096289873760816	0.00800281949290186	0.0245251224731447	0.0213117587983667	0.00846941392243947	0.0176496371648505	0.0254085004005663	0.014616222227929	0.00308941073493456	0.012335461140051	0.00127269118323878	0.0167175931237899	0.0268128529384505	0.0233363327418591	0.0215549470879008
JU2829	0.00659926802797074	0.00635258195491793	0.00439384120070796	0.00686006666167954	0.00206309203351881	0.00206545186179799	0.0014084241258866	0.00204480240043357	0.00635285527508768	0.00619355103316197	0.00331915284520912	0.00299766497132793	0.00985502215972207	0.00977845467453374	0.00577433663545226	0.00900826007299975	0.00664783225139387	0.0046654521953245	0.00172979423227782	0.00506639519421274	0.00838207522095953	0.00175632745975245	0.00702118429582555	0.00815879340993396	0.00877722709565356
JU2838	0.00838037959744088	0.0108748709147881	0.0147788139365225	0.00830615663664621	0.0062316380384873	0.00837449493753252	0.00828499967440049	0.0037798883596069	0.0201447514477044	0.0308801735485799	0.023706055376847	0.0150896159272789	0.0180996805136458	0.0247603869599953	0.0191513110273385	0.0149168800857483	0.024715966514786	0.0410351865017252	0.0139373560279823	0.0147199338952762	0.00767035311176992	0.00653127355634991	0.0180701335242155	0.0160584215833268	0.0285281704360295
JU2841	0.0172666820392953	0.0171353239309162	0.00916890339974083	0.0134874051678018	0.00800273848824943	0.00734919949026199	0.00469529320016824	0.00442637385511314	0.00223458639760408	0.00383596143412544	0.00277910699292616	0.00152468034712308	0.0074256242093585	0.00705837738864803	0.00493331675596059	0.00696926002644881	0.0214693442431709	0.0358828347082696	0.0499791475664927	0.0299550670466835	0.0155522764612884	0.00927196535404845	0.0032500708505963	0.00674910913279411	0.0187884356571429
JU2878	0.0175680379823363	0.0189038924650728	0.0223183637581295	0.0141151771005228	0.00256921405803098	0.00421489928202633	0.00154545049993608	0.00249446882878315	0.00451855980570547	0.00542028806849946	0.00813039975674832	0.00306740965478868	0.00676080250812643	0.00649431118627195	0.0051165117498684	0.00578815323475421	0.0188159475162432	0.0321233215372284	0.0249017641986856	0.0311115768364891	0.0142222959686827	0.00158273981282357	0.00476013383549609	0.00488789411292244	0.0167356695029363
JU2879	0.00314520959430316	0.00394028608874475	0.00328422209883882	0.00359019757296989	0.00230849297141616	0.00335612905688345	0.00154018132793639	0.00230375500265371	0.00631257177329309	0.00621924477758306	0.00496572354913014	0.00347945681365171	0.00514814921541001	0.00580942246460903	0.00536490773126284	0.00559387614447161	0.00689109916427037	0.0067964596798271	0.00453932943257815	0.00667553256983214	0.00336762968245372	0.00380706831761336	0.0119443590561178	0.0067227937335524	0.00701435124017989
JU3137	0.0135335931296383	0.00765061716085893	0.00155414102471336	0.00767348842156147	0.0232403947894846	0.0221610947197409	0.004617785984755	0.00934059908424442	0.00381650756799773	0.00328211340779699	0.00205722442396838	0.00148118187970108	0.00215032346125435	0.00168040244962215	0.000534653611108056	0.00143436366395272	0.0175863436176688	0.0102932444715539	0.00154267943021155	0.00583552584990545	0.0123713838635243	0.0200956154571827	0.00334749813776527	0.00231463517245944	0.0156750018275414
JU561	9.8074140845489e-05	9.01811657773312e-05	7.30057038955931e-05	5.04073339862989e-05	8.51075724835791e-05	7.63497890386877e-05	5.53271091779529e-05	8.7057315809139e-05	8.71677427225833e-05	8.87516685062104e-05	7.74527587302512e-05	6.33075534006496e-05	0.000110477487323141	7.86905852889782e-05	0.000115520555385078	7.36421943206793e-05	6.33096641597948e-05	6.61769510425091e-05	0.000107578743249526	0.000120304456311144	6.3235230173284e-05	5.76910908278408e-05	9.55228295913577e-05	7.04545082413477e-05	0.000124048038181597
JU774	0.00328414262454841	0.00446607956043001	0.00429508476623318	0.00529296356512754	0.011972450438362	0.0131165735794559	0.00552811517194999	0.00678634778709455	0.0139249356527296	0.0132272733325366	0.0113935546681359	0.00917531434196539	0.0196695725538502	0.0264460308830055	0.0194435743440848	0.022992983811725	0.00558308381000208	0.00447776771797907	0.00563899091499873	0.00532866961665149	0.00784352253413228	0.0158024288052787	0.0226421209997603	0.0244573082641638	0.00529538084776241
JU775	0.000199635812382477	0.000224330424245934	0.000184367802516333	0.000175753188089008	0.000168793872208082	0.000192487094388424	0.000110441390374158	0.000139579425360978	0.000160382314536097	0.00019881998964995	0.000215254317689913	0.000124422969700692	0.000221481542511579	0.000137761519510455	0.000222168100282621	0.000181480844857509	0.000127712547193263	0.000172071083407656	0.000161190194073892	0.000212401146891401	0.000249425509669076	0.000159203524093211	0.00014228306471512	0.000167198785121499	0.000194795679367311
JU782	0.00280744882892388	0.00238836189574949	0.00323131925098239	0.00298470844058053	0.0144008181722547	0.0113730092064823	0.010223250902424	0.0133326194231105	0.0129128865553009	0.012056271797955	0.0107901988048497	0.0118334958251433	0.0182891009771916	0.0138373407597224	0.0158271690519751	0.0124035449681743	0.0387980670699731	0.0192185163983117	0.00778076138373682	0.0116693139569083	0.00279731752569877	0.00948633232818899	0.0129895473510254	0.0131114440398676	0.031670333987541
KR314	0.0179136593899541	0.013823440160558	0.00600483241948804	0.0113911068668929	0.011014798257965	0.00543204487780669	0.00340654305786136	0.00389920396846256	0.00186249987722763	0.00186415450438842	0.00227864449595357	0.00174922414784926	0.00103184144768284	0.00114404938045598	0.000684401079383213	0.00115949511192275	0.000486886581642402	0.000414324377517735	0.000143059060986801	0.000199819209410874	0.0145805560718394	0.00910964390783427	0.00203649107136215	0.00135301391710488	0.00013702740706496
LKC34	0.00834766104427467	0.00834666112452479	0.00375636418909028	0.0063129313813673	0.0117509207943729	0.0136456702308589	0.00719636958166142	0.00609672785073809	0.00335873051599197	0.00268917129241607	0.00317406714694228	0.00219338412923972	0.0020676210779286	0.00146174049759701	0.000892850089629366	0.00141184654694715	0.000766059064448775	0.00040665064253723	0.000418368832512165	0.000431103069689368	0.00895497844171403	0.012116756190931	0.00300375120217745	0.00165940381452482	0.000543049198718352
