rep1_d1	rep1_d9	rep1_d13	rep1_d17	rep3_d1	rep3_d9	rep3_d13	rep3_d17	rep4_d1	rep4_d9	rep4_d13	rep4_d17	rep2_d1	rep2_d9	rep2_d13	rep2_d17	rep5_d1	rep5_d9	rep5_d13	rep5_d17	rep1_BL	rep3_BL	rep4_BL	rep2_BL	rep5_BL
MY10	0.015617784284189	0.0133592439522698	0.00732680536013871	0.0136749929335516	0.00619645487260623	0.00380634145855617	0.00203190808243909	0.00323530946049762	0.00364512371731116	0.00372578595144494	0.00151407633708408	0.00134943751286234	0.0193152029771512	0.0163072870038422	0.00655968237786429	0.0132571830876141	0.00283415488299834	0.000980557232977211	0.000732413419716338	0.00242077763889011	0.0187653997364374	0.00644349936567893	0.00413791835793839	0.0187430866691475	0.0021481745211003
MY16	0.0320630749014455	0.032828821146877	0.00813991860081399	0.0363550519357885	0.00735992402659069	0.00720768820074746	0.00464536596419669	0.00615360648076024	0.0112721417069243	0.00681779444349753	0.002568336085122	0.00449775112443778	0.018266253869969	0.0177860987596536	0.00843423799582464	0.0211518063268235	0.0140020366598778	0.00914962325080732	0.00340216789302951	0.0112182019276347	0.0401354784081287	0.0130635245901639	0.0179492932465784	0.020943870427255	0.0225208863058482
MY18	0.012834580727972	0.00213613336550124	0.0016080017934615	0.00801303960312154	0.0059482817577596	0.00329724837337756	0.00430100153031505	0.00816656012080123	0.00357267336215675	0.00300285089919443	0.00290529003446548	0.00218690728556262	0.00587443666613277	0.00244389854893296	0.00102891612432671	0.00439655520763812	0.0100936506750471	0.00373291687208139	0.00111800112154534	0.003619123633036	0.0118010430573465	0.00793251519872451	0.00452876597353138	0.00638540509360816	0.00837520797211971
MY2147	0.000618264581268312	0.000286038602599291	0.000274905021071028	0.000261368919424459	0.0117254252185537	0.00684083832597732	0.00122608101138414	0.00520073529672593	0.0183989444831911	0.00925655399921447	0.00323562424946782	0.00516636792755462	0.00689078327907378	0.00236677972190686	0.000938201653033058	0.00476120998939597	0.0116636461001119	0.0028658154771941	0.00105521612392662	0.00293734309456671	0.00042954622921266	0.0124110137826459	0.0176080638188234	0.00714514051679806	0.0106908086929601
MY23	0.00245732032390905	0.00304451247550086	0.00230832359229476	0.00187621208419796	0.012185369412113	0.0131361255587014	0.0164669214436163	0.00644226034367388	0.00334338080306584	0.00283873032596575	0.00265710612459432	0.00182346893154119	0.0227948532025439	0.0209120690223896	0.0136415396442634	0.0182435794936003	0.00327080069373757	0.00152224005700553	0.00107017982017982	0.000979700003034815	0.00272964519839074	0.0143161711795117	0.00297781986463474	0.0221951883579408	0.00287779246012875
MY2453	0.000709620241464364	0.000642600682851429	0.000355958357539455	0.000652848491306122	0.00554582662895498	0.00577875831603918	0.00234784250833271	0.00364487179605888	0.0103715468152407	0.00942059929962346	0.0051483987665436	0.00434318376364956	0.00850954021600948	0.010281932619443	0.00471240847918869	0.0070824384640932	0.011855276516007	0.00753049916018289	0.00158333175600466	0.00551407865245152	0.000860245089234468	0.00625009919732594	0.0121012633832908	0.00870016793648986	0.0136328728249385
MY2741	0.00101412194409069	0.000655444296463203	0.000565579761108636	0.000760552287123537	0.0107931526394551	0.0100743899230032	0.00284059890567794	0.00495710732681402	0.00930873917885299	0.00845087892819586	0.0038944711200953	0.00270879715573249	0.0111033576627873	0.0121194406378589	0.00616373603286611	0.00744857097316664	0.0210158137115469	0.0128688634109238	0.00226241144517622	0.0118985191833354	0.000750164460003562	0.00866754227099574	0.00755731994612353	0.00955907724534523	0.0188389833873798
N2	0.582177104003801	0.565923346462862	0.597200693215876	0.630740054545749	0.576959889568035	0.581725170740115	0.552561735575855	0.570687760030593	0.554330742638	0.569816009950559	0.560103959254241	0.571160097848333	0.539752375311368	0.581451247498539	0.572326117308664	0.574889206590399	0.56305432196452	0.567686808851694	0.577524469285139	0.617374268372489	0.582258522633344	0.563922376956871	0.564755545939061	0.582147005325215	0.568106003324328
NIC195	0.00159338662310231	0.00187949441988804	0.00172643274743729	0.00219038939581786	0.0136077835690865	0.0202568475829914	0.0109137056077098	0.00768840111695382	0.00504863854577025	0.00538686864051422	0.00317710677174139	0.001464504903811	0.0097004798161831	0.0117485455317335	0.00685901743269188	0.00652769379940638	0.00130973213011561	0.000650762394332373	0.000194372329806201	0.000471292217842309	0.00148148861255127	0.0136356921363764	0.00291752307642763	0.00832678427440772	0.000931533725235243
NIC199	0.0116194760790487	0.0163858736515672	0.0125247179314466	0.00991816630100184	0.0117087847728402	0.0173614698426853	0.00981209042739935	0.00753873430348357	0.00128329342325827	0.00158189567407641	0.00118835614249971	0.000981605728401237	0.00186668426984077	0.00173305723305432	0.000771908189586396	0.00155343764726253	0.000723546309955569	0.000763805861176286	0.00056632746596488	0.000461336845108592	0.010494382361204	0.0109063093380669	0.000986349105500605	0.0016540734577987	0.000995328467423605
NIC251	0.00128173849001678	0.00145448879752828	0.00153555042432758	0.00114506031656184	0.00836587691832155	0.0104706355932841	0.0106743939341792	0.00786233052643042	0.0142565726084779	0.0151322421946476	0.0214928528315435	0.0127936255444114	0.0189357658177963	0.0210443617591381	0.0187754264199769	0.0180528665091723	0.0160149869585619	0.0202657515053298	0.0057468192405785	0.0100019271552294	0.00177361759965772	0.00981633111757266	0.0166840715834214	0.0194188651493581	0.0171030289834184
NIC252	0.013022720146476	0.0203679286419972	0.0318481987649824	0.0240371992362711	0.0115333467076183	0.0157282656257542	0.0291665171427914	0.0169488936956552	0.0181075082842326	0.0267971291680038	0.0442704583936753	0.0487008373272081	0.0069837950816664	0.00954477154506094	0.0192954178281807	0.0105208810060809	0.0123169825570229	0.0261975483128557	0.0150200439468886	0.00955252944647175	0.0146294822273379	0.0116602991883238	0.0160648715672239	0.00703634744269215	0.0151044009799814
NIC256	0.0178175403225806	0.00929229854296759	0.00438655105458033	0.00997947080291971	0.0143372328261061	0.0118897113463747	0.0116973919775487	0.00934113040473966	0.0161200106366396	0.0146128894859277	0.0129274549246129	0.00914236826135832	0.0201774202435396	0.0173128682621663	0.018920166128288	0.0149030343345443	0.00643584896961874	0.00344462323422629	0.00130252195198635	0.00176634645181283	0.0107622233866742	0.00975385254906618	0.013056785193553	0.0167884917058843	0.00400593244958182
NIC258	0.0368481754094962	0.0458590446232978	0.0656105790701136	0.0364456133759158	0.00915978671648944	0.0117791606049122	0.00927775365465335	0.00582471342696871	0.020635593220339	0.0272641047417721	0.0416908638576417	0.0670608507619015	0.0203592128619327	0.0262951914392841	0.0432943816258871	0.0304710580620259	0.0221197399610411	0.0464046822742475	0.0758047350348401	0.10882507796363	0.0322213318712834	0.00870939747086536	0.0207059336755759	0.0237960023460847	0.0242284889024019
NIC261	0.0275960644697382	0.0359158867657765	0.0702683103698332	0.0439695089706053	0.00304908124007928	0.0029601111403692	0.00418527411862391	0.00249268970806769	0.0174573429332281	0.0216156266268305	0.0297249944174382	0.0245642775881684	0.00498145092640274	0.00736331295854366	0.011466627138743	0.00700490091088909	0.00451362974019974	0.00336109532165188	0.00325315567241168	0.00335973122150228	0.024263431542461	0.00189154145374113	0.0137848003210543	0.00447306817307587	0.002217323991708
NIC262	0.00634156555787459	0.00752523958198872	0.0148447367730042	0.005563569891643	0.00643241942566713	0.00704583002173173	0.018085291038774	0.010305247619366	0.00827033353677362	0.00997169375625996	0.0183602741966241	0.0178629132831377	0.00298404186227021	0.00343306839701969	0.0068998562543792	0.00242977128205572	0.00172206820933678	0.00205587698451911	0.000672821540446255	0.00216217136725041	0.00617203509570219	0.00495184268817548	0.00573590019960982	0.0021254501849124	0.00142366617675174
NIC265	0.00176038455572986	0.00166877109308461	0.00504721595633006	0.00305120889514609	0.0218005167743623	0.0233749362186791	0.0363485592087855	0.0151417298637349	0.0246869163126273	0.0256370653102286	0.0281340213048218	0.0234101724388475	0.0135053172257806	0.0176078029028023	0.0256513200426443	0.01217664095065	0.037027070274396	0.0464164413799094	0.0179424776239617	0.0809332710552831	0.00168242490547411	0.0150265783943293	0.0216134576774934	0.0133550149011795	0.0269315545238891
NIC266	0.00078917800030068	0.00135130819514446	0.00059162297443136	0.000625594092219505	0.00639848373949988	0.0049051047778163	0.00460824696029393	0.00382343593456717	0.00716914367238464	0.00875022539047734	0.00912752247580526	0.00483573485780854	0.00921108709240394	0.00633639063392191	0.0029613851426978	0.00590392104154648	0.00273010061486653	0.0010838427331818	0.000790725384487082	0.00133870636619883	0.000743158292207101	0.0053469782379057	0.00647999639203734	0.00603959076365481	0.00168769375488442
NIC268	0.00123885399068334	0.000926921945324652	0.00115374654766672	0.00095959517389516	0.00510496613175567	0.00679810445627869	0.00454119669297683	0.00381861705383934	0.00534782259406152	0.00549590119479029	0.00622728502375442	0.00574986111918435	0.00643487371921875	0.00787964200068898	0.004631216355261	0.00642576631297208	0.00215369639843786	0.00224538431058457	0.00157792478334821	0.00126922494778276	0.00120045867033977	0.00664768756243978	0.00572656112930681	0.00899996593280784	0.00244789111115709
NIC271	0.050830895517616	0.0482949318337887	0.0541180662929716	0.0450053784470837	0.0235900994406895	0.0261389171058109	0.034162053206236	0.021013889075366	0.0245635500305418	0.0230952912554385	0.0194200163308704	0.0132034981416907	0.0162275420491958	0.012022436946028	0.00844836863346771	0.0120507279734759	0.00488350631771651	0.00378372900280517	0.00153035807439284	0.00288359658158774	0.0504164763903065	0.0276512731301127	0.0216781145258559	0.0161904778965183	0.00669735964734397
NIC3	0.000642321165806261	0.000529730162633672	0.000345228819439633	0.000480050378507656	0.00161815547997315	0.00195508645266548	0.00133711493105713	0.00110887440213927	0.01285028108567	0.0141904555442369	0.0084034450423977	0.00604821843552415	0.00236854029495931	0.00293318860709923	0.00077226162391757	0.00202510518979113	0.00631919251815308	0.00350296429636895	0.000952372452245164	0.00211994018707275	0.000915183816213768	0.00210090846043974	0.0146508048765451	0.00209644664422664	0.00761183857337077
NIC501	0.0294641930266402	0.0282413099240017	0.0125838387214376	0.0228355688066713	0.0177856682412155	0.0120898662521973	0.00506904649003757	0.00783420957142361	0.0213425689246932	0.0142449704288067	0.00627722358549123	0.00794555318472169	0.00534926232357206	0.00448138356266121	0.00299161774907577	0.00460397518980291	0.000453955335371665	0.000266746517280071	0.00019688458872622	0.00037198499283352	0.0275441662798924	0.0138975055961304	0.01642682884906	0.00589053677351743	0.000350273456782392
NIC523	0.00621602449643267	0.00836826352662782	0.00705646098526941	0.00607798748296078	0.00748742814686369	0.0123943161070411	0.0130260299171822	0.00921275154969882	0.0202245175322021	0.0290178947137401	0.0322363137182669	0.0179017577999533	0.00626097885437592	0.0145130023619449	0.0173073075804005	0.011684808865515	0.0217377916285285	0.0402870016549679	0.0210692775629072	0.0193343051760565	0.00995538731578044	0.0104719658239694	0.020262993081001	0.0119675383280707	0.02263933159925
NIC526	0.00535271181451837	0.00485393575710596	0.00121382235657705	0.00483039599408033	0.00308376534881163	0.00158108794086228	0.000213422639314838	0.00141523558969871	0.0016270233527141	0.001161767083164	0.000260513920121543	0.000474444442388562	0.00269952639154808	0.000726401663711922	0.000305926597695772	0.00284453679461321	0.000416172053081841	9.07303847182924e-05	0.000120172364086203	0.000177464817443067	0.00720938836798852	0.00287744477165454	0.00123863027285323	0.00382302148709043	0.000666100870204586
NIC527	0.0287570337577229	0.0196929911740067	0.0107270469309113	0.0205070413481784	0.0123058552144905	0.00534564093932345	0.00185064557707068	0.00507691747732128	0.011094427215645	0.00883795250388435	0.00418141869111975	0.00482842434958791	0.00538429100005859	0.00307699830997981	0.0014069256874489	0.00380422117158488	0.00804759247702986	0.00426197038472261	0.00154208555190897	0.00297260793683075	0.0250194840131656	0.0101059280953511	0.0125649490256561	0.00378682360526346	0.010653677272687
NIC528	0.00392552946667854	0.00499657687811364	0.00448845043882691	0.00579057142874213	0.0112974178232829	0.0168723864877755	0.0262128682180012	0.020959178110274	0.00647738781786879	0.00585858608912179	0.00473999186595919	0.00419438762901773	0.022208684960126	0.0291951170720055	0.0262474828190465	0.0247954676592666	0.0100095078843719	0.0119000916633292	0.0101180307457721	0.00712031126391101	0.00510169864669041	0.0162242118752062	0.00681317426013515	0.0244725016220072	0.0113212742722008
PB306	0.00017276933770877	0.000144316967246007	0.000201442380174185	0.000177279755405036	0.00535222177266324	0.00185485531495279	0.000817792648623152	0.00233838528665821	0.00147160658520436	0.00127234171079099	0.000612505910256762	0.000605713186147311	0.00262915871064924	0.00132367756609418	0.000531259373184748	0.00202755553321087	0.000893031980349198	0.00111722644339275	0.00244604923728342	0.00140388699680966	0.000214920417289996	0.00535057499095143	0.00166978752725891	0.00231433829366488	0.00105252660934636
PS2025	0.0110001266908378	0.0118319308053329	0.0124920925456158	0.0126763999073827	0.0157379082089318	0.0203168666750493	0.0156531529633028	0.0142741586952522	0.0179797866224205	0.0224595543606007	0.0192185259582071	0.0213944074570444	0.0276108202414794	0.039259078622589	0.0335181042399469	0.0302917128193501	0.000370649342639096	0.000273514735076395	0.000282288523285268	0.000395734986921005	0.0127660415792499	0.0145077906063392	0.0212986361704411	0.0270887191187083	0.000371843791935314
QG2075	0.00267584204388742	0.00206457668327776	0.00293099434944805	0.0062754804579398	0.00405548246211811	0.00663928842309893	0.010715118151743	0.012244072934307	0.00331221889246835	0.00294169268199553	0.0024995204127819	0.00398243181405831	0.00265160520674484	0.0031149269292593	0.00572721776222179	0.00914024581763922	0.000473369451724569	0.000425454110805386	0.000185505613208127	0.000910014689848107	0.00661946545909603	0.0122478646637861	0.00939396875675644	0.00892154517885145	0.000421141541257998
QG556	0.000301016231850639	0.000212253326718924	0.000469442052184774	0.000378914202890326	0.00545335671357542	0.00285572740662592	0.00148738397540432	0.00282164488621212	0.0019507816234597	0.00126409574699515	0.00135128528027239	0.00102916874272077	0.00455614921284469	0.00274446749705669	0.00124192614149027	0.00361742761433651	0.0130523936161646	0.00540241889071876	0.0009338255830821	0.00781847173004206	0.000565307691338335	0.0044159822026727	0.00239541433499482	0.00409238899587819	0.00450544773961477
QW947	0.0101937663136117	0.0091599064920702	0.00538410082460161	0.0114097410914803	0.00914632534211677	0.00989609793266537	0.0073875975584363	0.0066810772831566	0.0167989211687715	0.0162782635515182	0.00947957534296501	0.00812507699929416	0.0170851759139852	0.015885779900557	0.007963739421365	0.0160281817634402	0.0291751568295646	0.0135850230141747	0.0042593164114085	0.0133090106309232	0.00944527451448754	0.00753835082389772	0.0102012431886042	0.0159742216831417	0.0285099298306907
QX1211	9.02051212273927e-05	0.000196101956875764	0.000186451214473597	0.000169933694504469	8.23141083779609e-05	0.000219539373534961	0.000132546974124166	0.000181442387992501	0.000440571437956704	0.000140518791209142	0.000151033081092713	0.000159664294142291	8.80081604742019e-05	0.000200771231181594	0.000165596353056179	0.000173972416505299	0.000438825290804454	0.000243951868833686	0.00031043864578469	0.000619036850690333	0.000186331904569508	0.000134816142713735	0.000978644608387312	4.1067431656842e-05	0.00056329959427108
QX1212	0.000821451992985514	0.000818551600448305	0.000692635748692172	0.000741014856407823	0.0125799142516655	0.0110631051555449	0.0108722017843525	0.00860455982868755	0.00505388626579391	0.00669739878579922	0.00580051745365921	0.00504313371051376	0.0150397920301835	0.0142112721014463	0.0120263955489859	0.0114335011116973	0.00177415175431804	0.00141729314111678	0.000643538399478652	0.00199554234203905	0.000743375910756005	0.0120302647897717	0.00703507192090986	0.0118603205873296	0.00197629544167775
QX1791	0.000535310722365718	0.000296223272057977	0.000429567840749882	0.000439414292256483	0.00884071476665798	0.00710921070464579	0.0034892171867174	0.0041988266343748	0.0190170663746861	0.0208310428549271	0.0230071258092681	0.0201879130715671	0.0159097531065978	0.0119292826857821	0.00637518334481478	0.0130404039197432	0.0222729991940442	0.0146032090680068	0.00423585460903345	0.0112797990939197	0.000419764179309248	0.00923716133036657	0.0179378111584453	0.0173266748202725	0.0210754242735322
QX1792	0.00929591917350779	0.0102516486949744	0.00649630740188767	0.00654944780790449	0.00507573612650559	0.00427808742823163	0.00178648668942446	0.00184964649389449	0.0147271261410634	0.014168074663546	0.00955712800223994	0.00663476953254819	0.0181663875751433	0.0194129410977571	0.00863245546328562	0.0125383078935768	0.0153403526918749	0.0146323801070893	0.00229415095174261	0.00512448427822514	0.00788309571191557	0.00481240474246234	0.0129225892335382	0.0143906948953127	0.0128440844600339
QX1793	0.0126119863968184	0.0123433456069464	0.00471764194004809	0.0158309368073284	0.0124730855265014	0.0105522488956435	0.00709867382612605	0.00723122974794217	0.0224334693745957	0.0170438402791876	0.0100063199024311	0.00886624254249575	0.0252831508600923	0.0232423521576915	0.00828780855477908	0.0289724392485931	0.0180038015197053	0.00941628199432091	0.00277633830666767	0.010318322493005	0.0217359439182018	0.0175670648815422	0.0306767221505937	0.0393971838967734	0.0247085600530677
QX1794	0.0122878149752683	0.0111394689783712	0.00971482361613933	0.00974428815140786	0.00498645892076087	0.0034564690170401	0.00136117470267091	0.00328392609130138	0.00188697573180107	0.00132497416948662	0.00113563626817142	0.000869880580661037	0.0164354896363632	0.0115596987344949	0.00402390977782681	0.0125219740097526	0.000783155008806821	0.000464034479329789	0.000556958699306845	0.000796489431462525	0.0117642248774018	0.00591025790865419	0.00243500750484867	0.0181185803045918	0.000723990496238946
WN2001	0.00630466472303207	0.00418580315097959	0.00390957565981091	0.00774755871196836	0.00462619773220218	0.00266796022313849	0.00129347740358072	0.00275044959272189	0.00225245288301243	0.0021814629911005	0.00169534020224692	0.00129178497873429	0.00316009331090978	0.00296571771545586	0.00143264592615959	0.00294908113604997	0.00222242923492541	0.00260672831005312	0.000612700404090505	0.00317053742952192	0.00946895909206403	0.0057873291746295	0.00257436270531942	0.00379582983487266	0.00200476996992845
XZ1513	0.00252933194910744	0.00318702646750212	0.00129590807133362	0.00241364594588539	0.0159434006932274	0.0226940155391894	0.0157468044592621	0.0101252603126349	0.0174259871198207	0.0165529980252243	0.00699522224852993	0.00613380589043055	0.0143225018671911	0.0157360645440689	0.00477547118982462	0.0124711626730465	0.00271627486292142	0.000407268588500989	0.000361215299151848	0.000641283272444098	0.00288061806190217	0.0178525325303587	0.0173836352208445	0.0181869339273166	0.00324684639674811
XZ1514	0.00907595738024301	0.00841278944714163	0.00533088801581457	0.00817345906797921	0.00421196608573955	0.0046873968257013	0.00236853487917451	0.00278903329306338	0.00111416981866391	0.000592247901810082	0.000409458568676493	0.00109935308627038	0.010542660520907	0.00888543289819551	0.00355116820061673	0.0100936130394613	0.00944608560380407	0.00066571566133182	0.00110809174998062	0.00213693624422117	0.0102307492377699	0.00518440757852313	0.00180704883083416	0.00929465072345451	0.0130491055208017
XZ1515	0.00434971479987922	0.00410269716995545	0.00634485923112889	0.0043171279006884	0.00249773157623426	0.00262245469716675	0.00366533604855371	0.0022918865839599	0.000295066826305098	0.000272738554069155	0.000491481744710303	0.000225232531074415	0.000403205239511824	0.00034956968153684	0.000457669306089817	0.00045818765208329	0.0139671716206213	0.0092515691916655	0.00305727833619779	0.0112988267093557	0.00436405825522856	0.0030640182406537	0.000462068411738894	0.000225171720374245	0.0146684944754093
XZ1516	0.00124604520282065	0.00102875937242842	0.00141365962244516	0.00117187534437394	0.00542101023950014	0.00643306956121858	0.00231497034443545	0.0024738122285698	0.00532563601293513	0.00559787255721373	0.00424052095458449	0.00292641122111416	0.00518074442074303	0.00523397570151111	0.00471696177261395	0.0052649037894173	0.007213043942732	0.00688943689863622	0.0016341852080794	0.00970648766313007	0.00123150343729024	0.00487363840649399	0.00558963718378445	0.00443356836876187	0.00775082962724672
