strain	rep	ctrl_frq_boot	ctrl_frq_boot_se	pos1_frq_boot	pos1_frq_boot_se	delta_freq	direction
JU393	B	0.004382793290391052	0.0024172364765457743	0.004795277516531898	0.0031270344096134208	4.124842261408459e-4	increase
JU394	A	8.5367738240554e-4	0.001211204801197389	0.002724320191367785	0.0029543548357510614	0.001870642808962245	increase
JU394	B	3.127290882543774e-4	7.367736452719023e-4	0.0017891931349565617	0.0020817024429617783	0.0014764640467021843	increase
JU397	A	0.11949665789705421	0.005440909543663328	0.05582492600247926	0.005192351501732697	-0.06367173189457495	decrease
JU397	B	0.11865499151751047	0.006180709952472026	0.0760670048048517	0.005076443457461343	-0.04258798671265876	decrease
JU406	A	3.102482735265663e-4	0.0011100905501436914	0	0	-3.102482735265663e-4	decrease
JU406	B	2.364547547646242e-5	1.9076038686078817e-4	0	0	-2.364547547646242e-5	decrease
JU642	A	3.7203975330048076e-4	8.519534166813957e-4	0	0	-3.7203975330048076e-4	decrease
JU642	B	2.8264042657299014e-5	1.9952830999541132e-4	0	0	-2.8264042657299014e-5	decrease
JU751	A	0	0	0	0	0	increase
JU751	B	2.197443631733113e-5	1.3015593386576878e-4	0	0	-2.197443631733113e-5	decrease
JU778	A	0.00574337500518578	0.005777252154780765	0	0	-0.00574337500518578	decrease
JU778	B	0.007091238153017781	0.006469980627534104	5.91834979594383e-5	3.1227413231402337e-4	-0.007032054655058343	decrease
JU782	A	0.008656141093835806	0.0020495018375790344	0.0026339506363081844	0.003153795536197475	-0.006022190457527622	decrease
JU782	B	0.006691281486733729	0.0019504178238627307	0.004691797518749192	0.0032688822251141763	-0.001999483967984537	decrease
JU792	A	0.0020112906998795395	0.003992850056261183	0	0	-0.0020112906998795395	decrease
JU792	B	1.4602638083061306e-4	6.499017225993444e-4	0	0	-1.4602638083061306e-4	decrease
JU847	A	0.0012025870478882515	0.0015046078606632562	9.040724757901689e-5	4.5474497082723006e-4	-0.0011121798003092347	decrease
JU847	B	0.003332025079564261	0.002353433957256484	0.002233649868359133	0.002126594957825222	-0.001098375211205128	decrease
MY10	A	3.253352312994136e-4	5.759571622229213e-4	1.4680921767306865e-5	1.2606572262950744e-4	-3.1065430953210676e-4	decrease
MY10	B	6.870185711155163e-4	7.096659212575603e-4	7.789189299912513e-5	2.5804128483765523e-4	-6.091266781163911e-4	decrease
MY18	A	0.004569932026079439	0.004761514885700968	0.0028997093105584968	0.00351104958570118	-0.0016702227155209418	decrease
MY18	B	0.0026040067385269335	0.0035224160559002592	8.001035869458682e-4	0.0012664294471229475	-0.0018039031515810653	decrease
MY2147	A	6.093659876366394e-4	0.0011379792328650427	2.337955156638991e-4	6.529843479609187e-4	-3.755704719727403e-4	decrease
MY2147	B	3.7723583314292007e-4	7.819733282778126e-4	8.900837432739871e-4	0.001311108805303488	5.128479101310671e-4	increase
MY2585	A	0.002659770420156217	0.0033031552013171135	0.0014754322251800437	0.0020598441507877615	-0.0011843381949761735	decrease
MY2585	B	0.004384075976083315	0.004600415840856755	4.199711035057587e-4	8.65234238303632e-4	-0.003964104872577557	decrease
MY2713	A	0.008200018590353483	0.006373605146445738	0.0026482666487169116	0.0035684849120073353	-0.005551751941636571	decrease
MY2713	B	0.013184144900555604	0.00702857228356891	0.001566847000149618	0.002277374825584084	-0.011617297900405986	decrease
MY518	A	0.014955837626232744	0.004428421091204383	0	0	-0.014955837626232744	decrease
MY518	B	0.013160443118980248	0.006184914029268011	0	0	-0.013160443118980248	decrease
MY772	A	6.328882015718891e-4	0.0016554710529126763	2.361420515473713e-4	8.015545872597871e-4	-3.9674615002451783e-4	decrease
MY772	B	9.756835949233005e-4	0.0022601224500770414	1.0720385248913111e-4	4.128129945478717e-4	-8.684797424341694e-4	decrease
MY795	A	0.009660626202935075	0.004262930984196897	7.159825171156806e-4	0.0016102905419688042	-0.008944643685819395	decrease
MY795	B	0.010156506980010995	0.0032592920402048195	3.4793795559831645e-4	9.046467233298986e-4	-0.009808569024412678	decrease
NIC1049	A	5.283937406910103e-4	0.0012444308350857032	0	0	-5.283937406910103e-4	decrease
NIC1049	B	9.010886450679721e-6	6.83642625264597e-5	0	0	-9.010886450679721e-6	decrease
NIC1119	A	0.0014000350209563573	0.0014386585622580934	4.7723833294999917e-4	7.951593980976319e-4	-9.227966880063581e-4	decrease
NIC1119	B	9.03481147620316e-4	0.0010474793487341935	0.0010992119462092896	0.0013236758915001739	1.9573079858897367e-4	increase
NIC166	A	0.004135222717100038	0.002706540347561457	1.3969696339551505e-5	7.573580179370218e-5	-0.004121253020760487	decrease
NIC166	B	0.0064002372303084325	0.0022204634387346022	0.0011164014029288688	0.0013515445724803826	-0.005283835827379564	decrease
NIC1780	A	0.008182712716405067	0.0012410090598045395	4.30216534567653e-5	1.5658119940861038e-4	-0.008139691062948302	decrease
NIC1780	B	0.006599554621721652	0.001425467290361677	0.001512793116880617	0.0011807543043698236	-0.005086761504841035	decrease
NIC1785	A	0.0010841499985601733	0.0011234652335001686	0.0032654804185766584	0.001811774552294841	0.002181330420016485	increase
NIC1785	B	0.004276042243047758	0.0016682265474307926	0.007019831724611805	0.0015066055751056474	0.0027437894815640473	increase
NIC1788	A	0.010842784605867404	0.0014622847599622102	0.008797304698412117	0.0016165825493321714	-0.0020454799074552873	decrease
NIC1788	B	0.009905301329143698	0.0012366091608974055	0.0102365235733603	0.0013809970649410691	3.312222442166009e-4	increase
NIC1789	A	6.297261088840508e-4	7.919346835254845e-4	3.403228729885558e-4	5.348815100321322e-4	-2.89403235895495e-4	decrease
NIC1789	B	0.0036931687022789712	0.0011092084987877526	0.00390872638461596	9.949902029045433e-4	2.155576823369889e-4	increase
NIC1794	A	0.0031681386083141855	0.001351564225605323	0.004465953113194785	0.0015779074591360746	0.0012978145048805996	increase
NIC1794	B	0.0030770060989644614	0.0014023349950841402	2.3326455445287137e-4	5.147793829686758e-4	-0.00284374154451159	decrease
NIC1799	A	0.003418672133320754	0.0021125279873446963	0.003688931012326284	0.0020679701334073565	2.7025887900553004e-4	increase
NIC1799	B	0.0010656977519988861	0.0013686479315403784	5.403401062029753e-4	9.790269409932762e-4	-5.253576457959108e-4	decrease
NIC195	A	0.0018462244364202773	0.0020414390480328324	0.0031896543191682267	0.0025090631452889473	0.0013434298827479493	increase
NIC195	B	0.003965519627419888	0.0023771990028979427	0.002618165270307689	0.0022450981616346883	-0.0013473543571121994	decrease
NIC207	A	6.463553215899358e-6	6.463553215899358e-5	0	0	-6.463553215899358e-6	decrease
NIC207	B	1.7956164240312714e-5	1.7956164240312712e-4	0	0	-1.7956164240312714e-5	decrease
NIC236	A	0.012961108094632004	0.002305008005860752	0.0038995461700321674	0.002127888216800557	-0.009061561924599837	decrease
NIC236	B	0.0157692711592788	0.002161451146406071	0.01253608619638906	0.001936818314572762	-0.0032331849628897402	decrease
NIC242	A	0.011121123858538164	0.003017481583666702	0.0076128795189496215	0.003609557617138164	-0.003508244339588543	decrease
NIC242	B	0.007695528703561804	0.0029410005704149688	0.006481930835506491	0.002805262226187912	-0.0012135978680553137	decrease
NIC251	A	0.001160731450979174	0.0011123287493406814	6.2990908320102095e-6	6.29909083201021e-5	-0.0011544323601471638	decrease
NIC251	B	1.8911809256000908e-4	3.744187846352334e-4	7.221657978033164e-6	5.555375848179873e-5	-1.8189643458197592e-4	decrease
NIC255	A	6.488117672006579e-5	3.657823819090442e-4	0	0	-6.488117672006579e-5	decrease
NIC255	B	1.1246293846180006e-4	5.470182944513598e-4	0	0	-1.1246293846180006e-4	decrease
NIC259	A	0.004651438407759653	0.004435131358915732	4.954875448578752e-5	2.925165566518158e-4	-0.004601889653273866	decrease
NIC259	B	0.007024475980881251	0.0047457721485162216	0	0	-0.007024475980881251	decrease
NIC262	A	1.1699770687143546e-5	7.73318262093462e-5	0	0	-1.1699770687143546e-5	decrease
NIC262	B	7.741621762642003e-4	0.001086598430343786	2.692739437577582e-5	1.3552135789241454e-4	-7.472347818884245e-4	decrease
NIC265	A	0.010920076667091534	0.0014060823514754626	4.7117717246875936e-4	8.416205664446293e-4	-0.010448899494622774	decrease
NIC265	B	0.012789718765503773	0.001914360642345214	1.9695065921898915e-4	4.858280847839834e-4	-0.012592768106284784	decrease
NIC266	A	6.043510608614826e-4	8.093147390393312e-4	8.689378045131396e-5	3.20967502796646e-4	-5.174572804101686e-4	decrease
NIC266	B	6.730842222663132e-4	8.67927434677893e-4	9.505373360623384e-4	0.0010993520883199408	2.774531137960252e-4	increase
NIC268	A	1.9893546266003476e-4	3.6785406043364065e-4	0.003589590175730039	0.0011136643896853737	0.0033906547130700044	increase
NIC268	B	4.1480949187573267e-4	6.204654036585524e-4	0.003889785996012533	0.0012053103326336806	0.0034749765041368003	increase
NIC269	A	0.010972001609481877	0.002315199170610104	0.01810030218119558	0.0025915447909040453	0.007128300571713705	increase
NIC269	B	0.012548120377880374	0.002368022053876439	0.019181820215541972	0.0024176903307766653	0.006633699837661598	increase
NIC271	A	1.5533732172903314e-4	4.612072897893593e-4	1.3556630190342391e-4	4.501305556606764e-4	-1.9771019825609224e-5	decrease
NIC271	B	0.0033883595590656237	0.0022857654928337356	2.212998425202568e-4	6.67080486673428e-4	-0.003167059716545367	decrease
NIC272	A	0	0	0	0	0	increase
NIC272	B	8.895047672968416e-6	8.895047672968417e-5	0	0	-8.895047672968416e-6	decrease
NIC276	A	9.202139582267795e-4	0.0016124876891756399	0	0	-9.202139582267795e-4	decrease
NIC276	B	2.090993735431123e-5	1.359984461446287e-4	0	0	-2.090993735431123e-5	decrease
NIC501	A	0.0015315563659725484	0.0021094332892962215	0.0012501583443959561	0.001615034107690666	-2.8139802157659227e-4	decrease
NIC501	B	0.004465926780209899	0.0035386662478354624	0.010547006835464223	0.0021487332139040597	0.0060810800552543245	increase
NIC511	A	0.014273993034409526	0.0036563637357455467	2.2990754098268316e-4	6.054864002305224e-4	-0.014044085493426842	decrease
NIC511	B	0.009482053100637553	0.0037383020279932013	9.600225243046797e-4	0.0014265941216540696	-0.008522030576332874	decrease
NIC515	A	0.003877309564242437	0.002730782269789269	0.010520094783091122	0.00266758206804726	0.006642785218848686	increase
NIC515	B	0.010657567996488194	0.0032096270238672958	0.003897993274361893	0.0022086569099965788	-0.0067595747221263006	decrease
NIC526	A	8.662058558023328e-5	4.1777054203834236e-4	0	0	-8.662058558023328e-5	decrease
NIC526	B	8.575213982505635e-5	3.965214371687711e-4	0	0	-8.575213982505635e-5	decrease
NIC527	A	0.01354870333422068	0.004383980756110794	0.003758090357357621	0.0037054215831734765	-0.009790612976863058	decrease
NIC527	B	0.012793656675535595	0.004299877113838721	0.001805851252674327	0.0024939093067648187	-0.010987805422861268	decrease
NIC528	A	0	0	7.909490807039275e-7	7.909490807039274e-6	7.909490807039275e-7	increase
NIC528	B	8.845743475316604e-6	8.845743475316604e-5	0	0	-8.845743475316604e-6	decrease
NIC529	A	0.002330635749874164	0.0023650766693661895	0	0	-0.002330635749874164	decrease
NIC529	B	4.281113423134249e-4	9.429921593669168e-4	1.823717981839163e-5	1.6794475427673637e-4	-4.098741624950333e-4	decrease
PB306	A	0.034303567083363094	0.004080469791499336	0.004232528850646631	0.004028044170128771	-0.030071038232716462	decrease
PB306	B	0.03398324769423033	0.004788408823384202	0.01506839764713523	0.004576608781888393	-0.018914850047095096	decrease
PX179	A	0.02116318616096875	0.011202391253329674	0.0050581301404799646	0.006335711278997275	-0.016105056020488784	decrease
PX179	B	0.01735606274099205	0.010625708617763992	0.002357133766283606	0.0035663412890813203	-0.014998928974708444	decrease
QG2823	A	3.7738279805719807e-4	8.489330517140514e-4	0	0	-3.7738279805719807e-4	decrease
QG2823	B	4.878730752664082e-4	0.0010241262876081137	0	0	-4.878730752664082e-4	decrease
QG2827	A	5.936726783276327e-4	8.985765894750158e-4	0	0	-5.936726783276327e-4	decrease
QG2827	B	4.336913669694872e-4	8.64994624551901e-4	1.416625222875672e-4	4.53862466896638e-4	-2.9202884468191995e-4	decrease
QG2828	A	0.005028182357716434	0.002626758207410801	2.760252010763814e-4	6.582371065483199e-4	-0.004752157156640052	decrease
QG2828	B	0.009068993046420067	0.002657554913050195	8.1263325022038e-4	0.0011493951653961986	-0.008256359796199687	decrease
QG2832	A	0.0071183208820260035	0.0024814819768875234	0.02265780371260517	0.003773580378460546	0.015539482830579167	increase
QG2832	B	0.008281988125647679	0.0023299889330581913	0.035306449916797954	0.0028682960463586875	0.027024461791150277	increase
QG2835	A	0.043451463951746226	0.0023924191246321	0.009636636808421228	0.003824029202586013	-0.033814827143324996	decrease
QG2835	B	0.037640462548537375	0.0028826409997581366	0.009967331798785608	0.002949429672895844	-0.027673130749751765	decrease
QG2837	A	0.0010070388355318692	0.0017036292102289442	0.002502924870255428	0.002281993097074991	0.001495886034723559	increase
QG2837	B	0.002953929094316227	0.002274904870341599	0.0017502962585597664	0.0018520094080577987	-0.0012036328357564604	decrease
QG2838	A	4.157878417318222e-6	4.157878417318223e-5	7.075644482286485e-6	7.075644482286485e-5	2.917766064968263e-6	increase
QG2838	B	4.0876128396008635e-4	6.608954862062586e-4	3.005132349018511e-4	5.510997666391414e-4	-1.0824804905823525e-4	decrease
QG2841	A	0	0	0	0	0	increase
QG2841	B	0	0	2.5534810537138404e-6	2.5534810537138407e-5	2.5534810537138404e-6	increase
QG2846	A	0.0027784683777105903	0.0013244307166706743	1.4250569911556331e-5	1.1250591665696502e-4	-0.002764217807799034	decrease
QG2846	B	2.857075544420389e-4	5.777690065620916e-4	4.222904301481585e-5	1.9548473043048284e-4	-2.4347851142722304e-4	decrease
QG2850	A	0.01009883572099886	0.0031178378430718814	0	0	-0.01009883572099886	decrease
QG2850	B	0.01985027962791648	0.0027089894033995353	0	0	-0.01985027962791648	decrease
QG2854	A	0.0021668141603288513	0.002070265725971424	0.0017156381071594998	0.001820501034917035	-4.511760531693515e-4	decrease
QG2854	B	0.004040016183457233	0.001852983385739592	0.0014478230590085793	0.0014421699195190764	-0.002592193124448654	decrease
QG2855	A	2.198859614467328e-5	2.1530317856465633e-4	7.5556401061591335e-6	7.555640106159133e-5	-1.4432956038514146e-5	decrease
QG2855	B	1.995847912262632e-4	7.427214003306445e-4	4.090819520017073e-5	2.8835650834511966e-4	-1.5867659602609248e-4	decrease
QG2857	A	0.0034431667221996873	0.0025764134080021794	0	0	-0.0034431667221996873	decrease
QG2857	B	8.07855839045698e-5	3.0541959609389026e-4	0	0	-8.07855839045698e-5	decrease
QG2873	A	2.5717979613125394e-5	1.5554114445676226e-4	0	0	-2.5717979613125394e-5	decrease
QG2873	B	1.0339034797616874e-4	6.715405318851648e-4	0	0	-1.0339034797616874e-4	decrease
QG2874	A	0.0016952802229694775	0.0018539973833969026	2.0191713763059877e-6	2.019171376305988e-5	-0.0016932610515931715	decrease
QG2874	B	0.004540290292769529	0.002269300539790555	3.22770700859654e-4	6.771617616460021e-4	-0.004217519591909875	decrease
QG2875	A	0.02735601313927249	0.0018595611816949941	0.005518251950581385	0.004927230932763186	-0.021837761188691105	decrease
QG2875	B	0.02533913309833178	0.0017222978906293795	0.04087145721444774	0.004775490833899117	0.015532324116115957	increase
QG2932	A	0	0	0	0	0	increase
QG2932	B	0	0	0	0	0	increase
QG536	A	0.00328408373105325	0.002336635630232822	5.216523449004289e-4	0.0014943639182641588	-0.002762431386152821	decrease
QG536	B	2.418794914807381e-4	6.597387011442733e-4	6.53705613502472e-4	0.0013305060114831501	4.118261220217339e-4	increase
QG556	A	8.595108905079465e-4	9.004651483099462e-4	0.0011688566938990515	0.001177536920748285	3.09345803391105e-4	increase
QG556	B	1.8141121594881588e-4	4.426281437389516e-4	5.821826950169695e-4	7.045299520196066e-4	4.0077147906815365e-4	increase
QG557	A	0.006109148356814067	0.004341543535623803	1.284018691143808e-4	5.510226720767868e-4	-0.0059807464876996865	decrease
QG557	B	0.006529420119971758	0.003994167132075719	3.9607320087257344e-4	9.196690804695736e-4	-0.006133346919099185	decrease
QW947	A	0.011491247741889045	0.0015190861330868822	4.718251018536591e-5	2.759498920494019e-4	-0.011444065231703679	decrease
QW947	B	0.01099213379799094	0.0018480229910337305	3.6844432694804914e-5	1.96425689493962e-4	-0.010955289365296135	decrease
QX1211	A	4.4392665162553606e-4	3.804402408947675e-4	2.523023667351999e-4	3.663602458573981e-4	-1.9162428489033614e-4	decrease
QX1211	B	1.3932477369078814e-4	2.3296047536588402e-4	0	0	-1.3932477369078814e-4	decrease
QX1212	A	0.006799593534842886	0.005593650968688122	0.0027612774953681366	0.0031465094214551087	-0.004038316039474749	decrease
QX1212	B	0.011093762062392425	0.005963272147319795	0.004091568446047667	0.002641775175497408	-0.007002193616344758	decrease
QX1233	A	0.00872800254746234	0.004706274237879671	0.002127797145769484	0.002160815516623939	-0.006600205401692856	decrease
QX1233	B	0.0068155896401724024	0.004046052610094435	0.002761843058077303	0.002342984780218331	-0.0040537465820951	decrease
QX1791	A	0.002198007715832061	0.0010922133290702343	0	0	-0.002198007715832061	decrease
QX1791	B	6.544594986744468e-4	7.269723776891243e-4	6.65313354084799e-5	1.8819133314723895e-4	-5.879281632659669e-4	decrease
QX1792	A	4.0979528938556474e-4	7.40416941563639e-4	0.0032888102613279264	0.001960805301153907	0.0028790149719423617	increase
QX1792	B	4.174539527362133e-4	8.563173242650125e-4	1.0861558421425688e-4	3.2687575966840616e-4	-3.088383685219564e-4	decrease
QX1793	A	0.001139698482433807	8.588609593229979e-4	9.69887939149745e-6	5.98723401341732e-5	-0.0011299996030423097	decrease
QX1793	B	0.0011675489586505036	8.217699215321821e-4	8.816065305824831e-4	8.702122396368832e-4	-2.8594242806802056e-4	decrease
RC301	A	0.0041562917498961715	0.002950070825121121	0	0	-0.0041562917498961715	decrease
RC301	B	0.0053323161993808895	0.004030927036745496	0	0	-0.0053323161993808895	decrease
TWN2530	A	0.002206073935743105	0.0031094341983303815	2.260060212421502e-5	1.7751436641904526e-4	-0.0021834733336188903	decrease
TWN2530	B	0.0017054176312773883	0.002635689440100527	6.650775453926351e-5	4.401860460438618e-4	-0.0016389098767381248	decrease
WN2001	A	4.530322816947453e-4	7.675469537700506e-4	1.0245493960588571e-4	3.247503400404971e-4	-3.505773420888596e-4	decrease
WN2001	B	1.3486943260149125e-4	3.651496612848036e-4	1.2926220399089795e-4	4.0856140471458405e-4	-5.607228610593295e-6	decrease
WN2050	A	5.92583782693663e-4	9.974425590540486e-4	0.00463900179413681	0.0032223550983926565	0.004046418011443147	increase
WN2050	B	4.5517507223471695e-4	9.360615561435327e-4	0.00761401568021248	0.0025010959689786244	0.007158840607977763	increase
WN2063	A	0.012202729555194672	0.004771532960345038	0.023845207851682194	0.0037783025237465755	0.011642478296487522	increase
WN2063	B	0.016829160611415463	0.005536844563296525	0.014770169858648138	0.0030012383755336617	-0.0020589907527673243	decrease
WN2064	A	0.007009480464414061	0.004028822113052903	0	0	-0.007009480464414061	decrease
WN2064	B	0.0015921375563874216	0.0021692181964056553	0.0014940765204516976	0.0020143665652705145	-9.8061035935724e-5	decrease
WN2066	A	0.0040314252331523056	0.002722833290292999	0.0013136654354490233	0.0019057197904058258	-0.002717759797703282	decrease
WN2066	B	0.0034699404075141747	0.002648827625949843	0.0025134769236143744	0.002382660986134374	-9.564634838998003e-4	decrease
WN2069	A	6.610712366540691e-4	0.0017056277365745665	0	0	-6.610712366540691e-4	decrease
WN2069	B	0	0	0	0	0	increase
WN2086	A	2.0691404684601915e-5	1.436137130833304e-4	0	0	-2.0691404684601915e-5	decrease
WN2086	B	9.593567977214512e-7	9.593567977214512e-6	9.801467365724739e-5	5.773406999335013e-4	9.705531685952593e-5	increase
XZ1515	A	8.000311207762387e-5	0.00038472913649232183	1.241254747367755e-4	5.717869244226777e-4	4.412236265915162e-5	increase
XZ1515	B	1.5258893453661782e-4	6.155610189934732e-4	8.09356326998401e-5	5.196096723801654e-4	-7.165330183677773e-5	decrease
XZ1672	A	0	0	0	0	0	increase
XZ1672	B	6.4455982441618466e-6	6.445598244161846e-5	0	0	-6.4455982441618466e-6	decrease
XZ1734	A	1.794514617374112e-5	1.3052075108706382e-4	3.73384061479238e-4	0.0012132512548189052	3.5543891530549684e-4	increase
XZ1734	B	4.532386951994271e-5	2.6773246900518367e-4	5.476931048163596e-4	0.0014235861571327802	5.023692352964169e-4	increase
XZ1756	A	0.0022159239864109766	0.0024596425692357746	4.454496189616437e-4	0.0012475540249039388	-0.0017704743674493329	decrease
XZ1756	B	3.7025795174458573e-4	0.0010299536937745102	1.611580478265961e-4	6.500101062237977e-4	-2.0909990391798964e-4	decrease
XZ2018	A	0.004775514137680652	0.004194902362168305	0	0	-0.004775514137680652	decrease
XZ2018	B	0.0010228962030557867	0.001724180623631875	0	0	-0.0010228962030557867	decrease
XZ2019	A	0.00853426093439207	0.002541135940038658	0.008233945442484293	0.0033219560660402462	-3.003154919077773e-4	decrease
XZ2019	B	0.010060673831218184	0.002653603890324517	0.01662319372016254	0.002018571367323597	0.006562519888944355	increase
XZ2020	A	0.003718043080028954	0.00205971774147147	0	0	-0.003718043080028954	decrease
XZ2020	B	0.0062238687532070285	0.00228800713943304	0.0016403063122316802	0.0016582532417407138	-0.0045835624409753485	decrease
XZ2211	A	0.0034679940801108622	0.0010988843702955976	0.002118931843535712	0.0012651597229315422	-0.0013490622365751504	decrease
XZ2211	B	0.0018279682523718555	0.0010856006429838347	0.0010135770262030435	0.0010057445210310283	-8.14391226168812e-4	decrease
