strain	pellet_fog-2_S10	pellet_rpn-12_S11	pellet_spe-19_S12	pellet_spe-43_S13	pellet_vha-5_S14	pellet_unc-39_S15	pellet_mig-6_S16	pellet_pos-1_S17	pellet_rde-3_S18	supernatant_ric-3_S20	supernatant_fog-2_S21	supernatant_rpn-12_S22	supernatant_spe-19_S23	supernatant_spe-43_S24	supernatant_vha-5_S25	supernatant_unc-39_S26	supernatant_pos-1_S27	supernatant_rde-3_S29	pellet_ric-3_S30	pellet_fog-2_S31	pellet_rpn-12_S32	pellet_spe-19_S33	pellet_spe-43_S34	pellet_vha-5_S35	pellet_unc-39_S36	pellet_mig-6_S37	pellet_pos-1_S38	pellet_rde-3_S39	supernatant_ric-3_S41	supernatant_fog-2_S42	supernatant_rpn-12_S43	supernatant_spe-19_S44	supernatant_spe-43_S45	supernatant_vha-5_S46	supernatant_unc-39_S47	supernatant_pos-1_S49	supernatant_rde-3_S50	supernatant_ric-3_S55	pellet_ric-3_S9
EG4946	0.000824545482338226	-0.000629399227159832	-0.00549052546621422	0.00445729150425263	0.00263451743858767	-0.00384504166967275	0.000707341677334742	-0.00798908184506237	-0.00171040239852365	0.00407499615253164	0.00795846691284442	0.000416832129517666	-0.000878902869962856	0.00092197753062994	0.00175008313210106	0.00499489906076406	-0.013819709437783	0.000261234837234753	-0.00383442884914231	-0.00325092643475465	0.00303606823971582	-0.00394776169582586	-0.00509619691892176	0.011699222430476	-0.00734229829497216	-0.0111306844106616	-0.0111306844106616	-0.00299507708546632	-0.00251243245483549	-0.00594224077703376	0.013587981603	-0.00316188663138327	-0.00246401860927813	-0.00516612229703383	-0.0105619357610179	-0.0159123100360006	-0.00644341300455492	0.00239696601045033	-0.00241136966539586
GXW1	0.00418546883657911	0.00168400256274703	0.00587893307254789	-0.000177237718628395	0.00135541817355744	3.92436564781832e-05	-0.0014390449776983	0.00450660505258433	0.000403418391877196	-0.000308567533269788	-0.000308567533269788	0.00733166877533624	0.00445352103770449	0.000872033983100426	0.00290752373986614	0.00179516314988505	0.00337938823144904	0.000308567533269788	0.00103614603578453	-0.0014390449776983	0.0002217208617657	0.0012037301508376	0.000614375348383169	0.00220624486658164	-0.0014390449776983	0.00126872011022457	0.0065138570469705	-0.0014390449776983	0.00598323345911714	0.000143629435258396	0.00419006784078394	0.00370445186218814	0.00243230507279276	0.00352456391719303	0.00103305529999471	0.00204659504539151	-0.000308567533269788	0.00319323387403362	0.00196530550060639
JU1088	-0.000924048282010356	-0.00385956520180755	-0.00579922076077854	0.00901676392332869	-0.0141879013303434	0.00668265861927109	-0.0376516588291036	-0.0211596129863881	0.0130693503337954	-0.00341188217011695	-0.0124426334000817	-0.0119121656386704	0.00116047248201194	-0.000948110822828016	0.00266471921647727	-0.0025745582197726	-0.0135536553257629	-0.00789223593073382	0.00288533779723633	-0.00775489061556981	-0.00106231423269295	-0.0169328419887548	-0.0146227444400451	-0.0169597352293115	-0.0105991550417587	-0.0376516588291036	-0.0302637478478966	-0.0116905484822078	-0.000957366259515879	0.00314875118908927	-0.00963991761672228	-0.00469507529377225	-0.00585548077852352	-0.00720933610011128	-0.0105407672866713	-0.0109477446227259	-0.00111147201385577	-0.00597906690822993	0.0130908248238488
JU1172	0.0020872348993028	0.000455354785953316	0.0075059842615717	-3.73527522656136e-05	0.00376750836162538	0.00307806808751185	-0.00519502646882327	-0.00150015101399809	-0.000642563569365985	-0.000451300264985565	0.00246834740668462	0.00481504468614736	0.00325704705950292	-0.000269488184713899	-0.00387338180244795	0.00424929231379521	0.00373296803917623	0.0020935068364484	0.000788135772718201	0.00227309085280402	0.00191826526346639	0.00675182544157965	0.00161888037704508	0.00247856670709446	-0.00104311998683273	-0.00515211541225851	-0.00286779161630224	-0.00275407852981606	-0.00157971462955455	0.000329395576267124	-0.000349330591585697	0.00669255141692585	-0.00499586095549616	7.65527309473015e-05	-0.00444227285299296	-0.0013835796463341	-0.00376417931847287	0.00376275484384498	0.00102279258380547
JU1200	-0.00531312402308177	-0.002878202370951	-0.00531312402308177	0.00793436421175368	-0.00531312402308177	0.00478123736795335	-0.00531312402308177	-0.00531312402308177	0.00489807753234892	0.000492503280832753	-0.00377614313414826	-0.00923176053042584	0.00109280031196037	-0.00420182919089198	-0.00508845959520434	-0.00235391646526977	-0.00923176053042584	0.00923176053042584	0.00451891438463981	-0.00531312402308177	0.00193281187678813	-0.00531312402308177	-0.00531312402308177	-0.00271852243583622	-0.00276860249662159	-0.00531312402308177	-0.00531312402308177	-0.00531312402308177	-0.00923176053042584	-0.00818069176223981	-0.00685898391503443	0.000352881370435135	-0.00462776482526819	-0.00302536590246265	-0.00236013871902899	-0.0033206708184623	0.00100066088689411	0.00387329305824926	-0.00531312402308177
JU1491	0.00304827634163633	0.00376201934323277	0.00192528676097197	0.00240502963882551	0.00699955883749552	0.00178216398850142	-0.0027675474371644	0.00531410838483442	0.00156536372644334	0.00473778262419268	0.0014554454418812	-0.00316193466158684	-3.35447936817687e-05	0.00174809160174155	0.00506270392682062	0.00377052471320988	-0.00148259449284075	0.00178021370660782	0.00125289479046693	0.00267050770595046	0.00454159685682043	-0.000580971750084084	-0.00130244868191197	0.00854370250309382	-0.00021347377190001	-0.0027675474371644	0.0110641068655651	-0.000573177959367322	-0.00239982429135784	0.000143672228876339	-0.000706062679688887	-0.00193237431724561	-0.000607315464971847	0.00475613345678668	0.00195387767896618	0.00453837701316683	0.00163877004050039	0.00500233612421555	0.00245587100828602
JU1543	0.000592849844946756	0.00388523514858538	0.00553626286950023	-0.00370152248119272	0.00226099333703413	0.00360672582024924	-0.00213950714001629	0.00103381986433006	0.00221065808194094	0.00464878707941688	0.00897141246529105	0.0111566653922491	0.0111305360059215	0.00728377636726436	-0.00133878299954044	-0.00404771958488961	-0.00470132859606753	0.00338953270292436	0.00302198678105	0.00109571551625096	0.000988725213272198	-0.00584784450842714	-0.00142415028060024	-0.00312840498746133	0.00389736759119835	-0.0128437819008217	-0.00226685487412537	-0.00546804126672771	-0.00354583192169853	-0.00553031599132313	0.00515385157524926	0.00499611750163446	0.00196713547270148	0.00982714535214482	0.00816826573203205	0.00344872836956964	0.0126348913069028	-0.00279218661851654	-0.00311773177384926
JU1652	-0.00779093100456502	0.00326874883655352	0.000656127736378138	0.00903098776283636	-0.00449952155707093	0.00636749923532948	-0.0238309003532365	0.022396190215774	0.0117340169755155	-0.00903958205790218	-0.00728570478469242	-0.00818860649689652	0.00104278984142173	-0.00492749180723228	0.00511270758286888	-0.00368104287768116	0.0138680083708351	0.00149818437136581	0.00178180517069584	-0.0126190464419487	0.00644930756160401	-0.00944963614337503	-0.0102744538076496	0.00784347489217314	0.00687779627388707	-0.0305299098004983	0.00477173056801789	0.00331722358942883	0.0152943316491911	-6.46426488045554e-06	-0.00563819827187705	0.000600611562909539	-0.00177400306502893	0.00207677192649329	0.00562330900084415	0.0124818528268915	0.0130616229521248	-0.00622300201182305	0.00773425672927622
JU1666	0.00170098642956686	0.00561650033570569	-0.000604688587369891	0.00131324500758574	0.00442258951418109	-0.000604688587369891	-0.000604688587369891	-0.000604688587369891	0.00406977412370392	-0.00242495834088811	-0.00386016730719576	-0.000962854320298957	-0.0020510593134532	-0.00386016730719576	0.000695893041375096	-0.00191806882138836	-0.0025036191902856	0.00171429280297718	0.00682856128354895	0.000508425291696759	0.00270525389718796	-0.000604688587369891	-0.000604688587369891	0.00225770000493743	0.00143660894989851	-0.000604688587369891	-0.000604688587369891	-0.000604688587369891	-0.000515350672978991	-0.00240516758501874	0.00211237133746308	-0.00168904434981839	0.00456691853415306	0.00563562014561128	-0.00341811462944949	-0.000972324271717012	-0.000259648374386793	-0.000182866227079151	0.00278876544552713
JU1792	0	0	0	0	0	0	0	0	0	-0.000367576865739002	-0.000367576865739002	-0.000367576865739002	0.000975579253156948	-0.000367576865739002	0.00230967237939663	-0.000367576865739002	-0.000367576865739002	0.000367576865739002	0	0	0	0	0	0	0	0	0	0	-0.000367576865739002	-0.000367576865739002	-0.000367576865739002	-0.000367576865739002	-0.000367576865739002	-0.000367576865739002	-0.000367576865739002	-0.000367576865739002	-0.000367576865739002	-0.000367576865739002	0
JU1793	0.000686691945890671	-0.000397189970014925	-0.00414779938023913	-0.00486778060235826	-0.00486778060235826	-0.00353914282777137	0.0975679810685824	0.0136572370417398	-0.00274543936517606	-0.00143402211263241	0.0027222192455647	0.0060482687947814	0.00198185857132283	-0.00237035907403263	-0.00191901578191106	0.0031727788838641	0.00279925136416559	0.000330000033532089	-0.000762481251532451	0.00461920616643886	-0.00258761377815864	-0.00189324825805373	0.00301685219766035	0.00340335415381367	-0.000423018062332558	0.257549843966649	0.0641434935569195	-0.000426314135040729	0.00392541443029669	0.00586665332552597	0.00616684467750301	0.00240366351758568	0.00222486551859719	0.00172025835994192	0.00535163659413134	0.0429768805571073	0.00631087600366495	-0.00159669109710661	-0.00229508399537479
JU1896	-0.000401842986853234	-0.00057523568363219	-0.00125084387712659	-0.00118050741092942	0.00235775072978583	-0.00125084387712659	-0.00125084387712659	-0.00125084387712659	0.00028491169085063	0.00085279630871203	-0.00443677367552833	0.00100961312931515	-0.00306264204809606	-0.00443677367552833	-0.00432192665363113	-0.00310146089536511	-0.00443677367552833	0.00345974173518663	-0.000362251688738046	-0.00125084387712659	-0.000667837976274715	-0.00125084387712659	-0.00125084387712659	0.0004717991126791	0.000493462936833586	-0.00125084387712659	0.00252277540321877	-0.00125084387712659	-0.00313495898041487	-0.00443677367552833	-0.000641616201524855	6.05084195049845e-05	-0.00274145100690046	0.00236271708998069	0.00260092437336362	-0.00443677367552833	-0.00281160566772671	-0.00213825499835453	0.000787024017755012
JU2001	0.00326721204715563	0.00467809054171189	0.00235295992657097	0.000370417704910308	0.00913942922217167	0.00123305676764588	0.057591768316866	0.0115666095962283	-0.000141338962241962	0.0105221381397183	0.00811418368135311	0.00388776962114578	0.00785865679651594	0.010418859151629	0.00507983826953204	0.00708311496794985	0.0110375543993603	-0.00147655371600591	-5.74816659029052e-05	0.00277118480902756	0.000825293893573167	0.00273821574261961	0.000880915076652663	0.00230813958613744	0.00195562083911768	0.0486424284542024	0.00696042895046128	4.06686768367206e-05	0.000465670798092076	0.00232482945263015	0.00137808247174757	0.00555541909587661	-0.000115249787216512	-0.000439562120401397	0.0028182423841549	0.00857929978534219	-0.0023883170046462	0.012239676034527	0.00218247844899825
