strain	pellet_fog-2_S10	pellet_rpn-12_S11	pellet_spe-19_S12	pellet_spe-43_S13	pellet_vha-5_S14	pellet_unc-39_S15	pellet_mig-6_S16	pellet_pos-1_S17	pellet_rde-3_S18	supernatant_ric-3_S20	supernatant_fog-2_S21	supernatant_rpn-12_S22	supernatant_spe-19_S23	supernatant_spe-43_S24	supernatant_vha-5_S25	supernatant_unc-39_S26	supernatant_pos-1_S27	supernatant_rde-3_S29	pellet_ric-3_S30	pellet_fog-2_S31	pellet_rpn-12_S32	pellet_spe-19_S33	pellet_spe-43_S34	pellet_vha-5_S35	pellet_unc-39_S36	pellet_mig-6_S37	pellet_pos-1_S38	pellet_rde-3_S39	supernatant_ric-3_S41	supernatant_fog-2_S42	supernatant_rpn-12_S43	supernatant_spe-19_S44	supernatant_spe-43_S45	supernatant_vha-5_S46	supernatant_unc-39_S47	supernatant_pos-1_S49	supernatant_rde-3_S50	supernatant_ric-3_S55	pellet_ric-3_S9
JU2007	-0.00261597268788103	-0.00684928114081056	-0.00200239975166015	-0.00156304369831678	-0.00229249175898795	-0.000751249758572702	-0.0140681387621036	-0.00556841818947017	-0.00261164399781015	-0.00108238926840825	-0.00236191932975633	-0.00101789993721828	-0.00448998949406807	-0.0014759230848666	0.00101795219022956	0.00225682767876928	0.00139480049921768	0.00342687880362919	-0.00302740134643611	-0.00140268201308719	-0.00534686534128546	-0.00643741057894551	-0.00198253282585236	-0.00557349875151971	-0.00157754432991016	-0.0140681387621036	-0.00425205952901473	-0.00366754548105909	-0.0037612375301169	0.00026678639917546	0.00181410349331734	-0.00323013434172189	0.00126427505600997	-0.000876768316291509	-0.00224500732243303	0.0048234816843862	-0.000726695755995673	0.00342264589437271	-0.00302298677267985
JU2016	0	0	0.00306007299613643	0.00383481153865568	0	0	0	0	0	-0.00150869018142458	-0.00150869018142458	-0.00150869018142458	-0.00129571826953487	-0.00150869018142458	-0.00150869018142458	-0.00150869018142458	-0.00150869018142458	0.00150869018142458	0	0	0	0	0	0	0	0	0	0	-0.00150869018142458	-0.00150869018142458	-0.00146599861321766	0.00348183015914925	-0.00150869018142458	-0.00150869018142458	0.00357622565216155	-0.00150869018142458	-0.00150869018142458	-0.00150869018142458	0
JU2250	-0.00181358910293081	-5.17086884072766e-05	-0.00862548403042349	-0.00480068322120539	0.00700803257107745	0.000903672907618641	-0.00918469829456994	0.00682189815872837	-6.09103101775199e-05	0.00557984545838636	0.00634987723451718	0.00995480271525764	0.00821349722681223	0.00171268813840707	0.0182078514574316	0.00429387166002791	0.00788353119937655	0.00443402475383665	0.000381282510726146	0.00420127009937307	0.000338196806493649	-0.00627910769857322	-0.00173334036792461	0.00739652096014916	-0.000645172166339945	-0.00982369564639439	0.0207868431173562	-0.0036509193339526	0.000152709774372733	0.00572102350511512	0.0104841017192756	-0.00251595576990369	0.00345356053342717	0.00944528730391443	0.00260273902548653	0.0202627977535726	0.00369701144735208	0.00365238602758781	-0.00383482764795181
JU2466	8.89830996109175e-07	0.00434396143447213	0.0160508417659138	0.00925859685870901	-0.00538184112444935	0.00136344947401514	-0.0027556423840608	-0.0127359989075312	0.00230258031981834	0.00182853248068218	0.00193190854788729	0.00506489328757605	0.00517559087076937	0.00536016008005979	-0.017674270923984	0.0165298639076583	-0.00563800262471716	-0.00133354795901808	0.00253519832144763	-0.00364786879771303	0.0074617377253223	0.00856462693105329	0.00268314104155533	-0.00217321980003038	-0.00257304441488957	-0.00627365182104677	-0.0231605285903212	0.00673441144976993	-0.000614174298919724	-0.00228933893723413	0.00212198166119121	-0.00577444543465886	-0.00918482739394837	-0.0149015049693459	-0.00444258983477413	-0.0191916532938859	-0.015306256638944	0.000599678036290525	0.00642366497581022
JU2519	0.00243711272906297	0.000561971525834028	0.00251666950135581	-0.000973143024718926	0.00492736342626649	-0.00137745283437584	0.00182849378916126	0.000329799212375873	-0.000637789771477078	-0.000673774377990648	0.00611786718889554	-0.000486445991047929	0.000145293415355982	0.00247927398328736	0.00203111219560664	0.00124724546354526	0.000702022598315035	0.0033688928055864	0.00119911007307884	0.00253178305210161	0.000379748431801109	-4.46722608229847e-05	0.000766034000980411	0.000590794564195563	0.000134189237098077	0.0043829617783591	-0.000964822722503005	0.000104138822952824	0.00053731008539165	-0.0010012592700113	-0.00188046938585899	0.00227358394647658	0.00209387744566818	0.00415329510494499	0.00179785272236092	0.00318192265591006	0.00436747220738643	-0.00216602516030354	0.000648367842145997
JU2534	0.00153961738109871	0.00175191303606354	0.00172980693440075	-0.000624592329498376	0.00552725742296562	0.00102489361195268	-0.0020298499491075	-0.0020298499491075	0.000520014459028609	0.00719631535491236	0.00928090415269195	-0.00142429096334618	0.00419831594530642	0.00785809349665953	0.00422634425433557	0.000137617456221401	-0.00273993207219758	0.00273993207219758	0.00148818701731196	0.000499238804625509	0.00219504835096881	-9.10689183776651e-05	-0.0020298499491075	0.00242370084900452	-0.000929506147307378	-0.0020298499491075	-0.000954342185967192	-0.0020298499491075	-0.00273993207219758	-0.00120758562229389	-0.00164469433070978	0.00194607152812674	0.00461502837216444	0.0044509663319986	0.00921766486040269	0.00256459460091502	0.00997393386160052	0.00305941208000008	0.000625069563931983
JU2565	-0.00250102437020558	-0.0035937980619387	-0.00353947476070711	-0.00271734286738325	-0.00347726674488938	-0.00308853444255443	-0.00485793411267268	-0.00160262846597947	-0.00338366568479964	-0.000121684400917559	-0.00168579306069585	-0.00168579306069585	0.00104716669336431	-0.00104203815638382	-0.000207257603472192	0.00214706525891733	-0.00147180531166416	0.00168579306069585	-0.00293838408292003	-0.00481944014670711	-0.00485793411267268	-0.00352909472708751	-0.00375289409871221	-0.00460039596547992	-0.00167943251728082	-0.0014381655565779	-0.0031592502000988	-0.0032102075763471	-9.6591332837982e-05	-0.00168579306069585	0.00119613171357611	0.00215567391010319	-0.000582771321623802	0.000493454690230016	-0.00156495946782888	0.00162324517005531	-0.00168579306069585	-0.00168579306069585	-0.00485793411267268
JU2578	0.0158706580825005	0.0114355793046827	0.00631104924084075	-0.00403464073419638	-0.0154033538620126	0.0104835038087168	-0.0791182750114328	0.000834361401856609	-0.00519766434784842	-0.0334969812694335	-0.0460697092926781	0.00542855083545213	-0.0411176480536834	-0.000730287140070077	-0.031023865810229	-0.0574563459481021	0.0451349681855927	-0.0373326372898096	-0.0148195051942368	0.0417244556338853	-0.02361399224394	0.0724130318405772	0.0515343138570282	-0.0284731659348358	0.0448438003610725	-0.0765581208107956	-0.0373536057750728	0.0266202344933169	-0.00915845881170631	0.0445020129186985	-0.0591185165341829	-0.0577029909987754	0.00634705786630627	-0.0562591584550755	0.00297640775268146	-0.0129886850939293	-0.00626689501586913	-0.0306778698009216	0.00625797428376935
JU2581	-0.00109581835423603	-0.00116442215933743	-0.000897443012281011	-0.00139047472458711	-9.03180011427949e-05	-0.00260819389928598	0.00901858191769456	-0.00265965151747744	-0.00174363355221828	0.00491994175111919	0.00157193982831341	0.00464489527211619	-0.000180951641438562	0.0042310974142792	0.000781162324416048	0.00605623714963583	0.00142597959563933	0.00317134220020111	-0.00195969434424783	0.000483462891981493	0.00256843715982908	0.00327288320269585	0.00209756247070402	0.00187858439217718	0.00265263853567282	0.00122834753469566	-0.00243278628558845	-0.00256564277744539	-0.00106773061546399	0.00237030990581328	0.00724612391810998	0.00381679701619308	-0.00191769089113794	0.00702334726515389	6.43827908160689e-05	0.000145857384747382	0.000588240690814751	0.00473683864868999	-0.00151657181203894
JU2800	0.00187088631567137	0.000997841497814346	-0.00165330523055019	0.00137825722583454	0.0025636298261365	0.000554202991112087	-0.00487072713027982	-0.00528285002406748	0.00247566434268779	0.0015790003329974	-0.00244495918381839	-0.00232027617963493	-0.00122533080242122	-0.00601118970610682	-0.00103060502391513	-0.00298622589758768	-0.00601118970610682	0.00343401742926257	0.00436644770091238	0.00437651569304651	-0.000132586364637751	-0.00407604462342417	-0.0022845007565745	0.00626970990479477	-0.00119153683194979	-0.00241045055616594	-0.00508427828074098	-0.00405826405230239	-0.00250812005152152	-0.00484239927142887	-0.00226739660402171	-0.00215581546639612	0.00138145803624855	0.00184211255815961	-0.00257181289998497	-0.00142527054321492	-0.0012508777001151	0.000423320674008602	-0.00222301328463575
JU2811	0	0	0.000189343876924731	0	0	0	0.0161830525674922	0.000749095003653976	0	0.00102227644956117	0.00487754058033072	0.000247711657000368	-0.00500105388449915	-0.00300045466207822	-0.00500105388449915	-0.00017432704689681	-0.00216842650369702	0.00346919143690671	0	0	0	0	0	0.000795043859710955	0	0.0121506056174585	0.00143962430844469	0	-0.00429474279720115	-0.000827144587840637	-0.00039769191332533	-0.00318734182037905	-9.68486409368644e-05	-0.000205278049924416	-0.00144426058098325	0.000944198893621959	-0.00368324157345217	-0.000208210893387473	0
JU2906	-0.00144713659890048	-0.000112003072113744	-0.00177918792983457	-0.000491371718475608	-0.00177918792983457	-0.00177918792983457	-0.00177918792983457	0.00138075311849313	-0.00163029848525073	-0.000745626292799241	-3.27883282614252e-05	-0.00217302183134251	-0.00188584473445511	0.00297567773149382	-0.00116831457884397	-0.00163279831145797	-0.00217302183134251	0.00156097189686677	0.00230288841590031	-0.00177918792983457	0.00133600970071619	-0.00177918792983457	-0.00177918792983457	-0.00177918792983457	-0.00177918792983457	-0.00177918792983457	0.00146079161259927	-0.00177918792983457	-0.00217302183134251	-0.00217302183134251	-0.00217302183134251	-0.00217302183134251	-0.00217302183134251	0.00631482287995226	0.000379717368998842	-0.000667230739921896	0.006410681052241	0.000549607963798439	0.00173800771826861
JU310	-9.65922767035343e-05	-9.65922767035343e-05	-9.65922767035343e-05	0.000639432446495326	0.00144873667718941	-9.65922767035343e-05	-9.65922767035343e-05	-9.65922767035343e-05	-9.65922767035343e-05	-0.000725496196035166	-0.000725496196035166	-0.000725496196035166	-0.000526012101837019	0.000212719218630328	0.000208088656892861	-0.000725496196035166	-0.000725496196035166	0.000725496196035166	-9.65922767035343e-05	-9.65922767035343e-05	0.00035529562331502	-9.65922767035343e-05	-9.65922767035343e-05	-4.97399828268261e-05	-9.65922767035343e-05	-9.65922767035343e-05	-9.65922767035343e-05	-9.65922767035343e-05	-0.000725496196035166	-0.000725496196035166	0.000963610989178759	-0.000725496196035166	-0.000725496196035166	0.00286187041753106	-0.000725496196035166	-0.000725496196035166	-0.000725496196035166	-0.00065034749048929	-9.65922767035343e-05
JU311	-0.00481700190922321	-0.0018279140243466	-0.00733085566496749	-0.00344807158870879	0.00385501536020765	-0.00382284788616234	-0.0139141957091297	-0.00751666039098655	-0.00746858440705469	-0.00217903920726218	0.00271899775629948	-0.00461580032728091	-0.00970049976230331	-0.00204913950875049	0.00228718008607241	0.000989706047969788	-0.0193725262592814	0.00956589241066645	-0.00170655958828532	-0.006841029544934	-0.0032638117020441	-0.00729585221618926	-0.00489602261811728	0.00147868387439878	0.000129464136475925	-0.0129645911091062	-0.0139141957091297	-0.00506385987076364	-0.00915764172037652	-0.0159606642080445	0.000910334255319292	-0.00555207731474241	-0.0123618690168006	0.00598485474603427	-0.00134981245232415	-0.0186110702572934	-0.00150482097462891	-0.000906794915308495	-0.00581394377513808
JU3125	-0.0031943998628719	0.00167280664146034	0.00135020944257389	0.00215013197418429	0.0136470408777627	0.00233462144654611	-0.00302125187743122	0.0147131064057268	0.00164639079101149	0.00100595120655211	0.00132691182151569	0.00503395728506551	0.0121639426410249	0.00101221888392831	0.00614977207193489	0.00251410717242314	0.0079661501167485	-0.00057338073449982	0.000309997636212516	-0.00223997240322128	0.000271064138778849	0.000569589376663297	0.0036205629344002	0.00598253733878065	-0.00155506603208926	-0.00649812620692504	0.0200707829703247	-0.00301571536357187	0.00286608468392129	0.00157789293445869	0.0108869552136774	0.00483026122618336	0.00284661067616691	0.00255416017909141	0.00226475846953696	0.00749963690120675	-5.04496706581828e-05	0.000166948343112254	-0.000358349490087019
JU3127	0.00399148038171253	0.00640311275173609	0.00172328485358343	0.00345301332038492	0.0135566269099415	-0.00350982469932797	0.0100982459024055	0.0435909735869935	0.000904840249487552	0.00362495897232953	0.00231930313840574	0.00177624123048204	0.00245854738182054	0.00353032336990945	-0.00190725688602743	0.000153270120905678	0.00343720905425165	0.00470377974137418	0.00402654932035555	0.0029701712595969	0.00557259394966757	-0.000235755304034164	-0.00391343150712947	0.0115817058095785	-0.00399563430701934	-0.00312005882358955	0.132817643886785	-0.00260189780735147	0.00271155982313274	0.000887174555458083	0.0099957337153875	0.0128532128097117	-0.00613044419854882	-0.00355571762050451	0.00655640253774854	0.046346965242917	0.00112527372803074	0.00225586238581173	0.000183642614007852
JU3137	-0.00201163131201512	-7.45967090313646e-05	0.00264467957184557	-0.000110247220008818	-0.00452168147925919	-0.000386374875812298	-0.00452168147925919	-0.00307156311557453	-0.000342203087324923	-0.00239557372875445	-0.00332432510835967	-0.00205239954109325	0.000667753833253529	0.00118624732045904	-0.00415368424108095	-0.00180683576297648	-0.00138964691243794	0.000229696795547479	-8.23899287410645e-05	-0.00144451945689915	-0.000553043286794229	-0.00140507373893268	-0.00407263105146202	-0.00137801343055488	0.000284508620771315	-0.00221994950991614	-0.00452168147925919	-0.000722189043244319	-0.00199494259194329	-0.00059981425446243	-0.000495730849842406	0.00177085480673448	-5.29944309038922e-05	-0.000924791878253393	0.000750556389793496	-0.0037796316419492	0.00188802863203432	-0.00287670460554514	-0.00158928213595384
JU642	-0.00101862477702417	0.00113131733770156	-0.00200583608361912	0.00204864790834363	-0.00102339952679445	-0.000502554748749967	-0.000165272420876522	0.00122504579320111	0.00182328309000406	0.000268514296106054	-0.00500509886414627	0.00313921926685335	0.000229986816039651	0.0108408956172712	-6.55837721189288e-05	0.00363687004582867	0.00355429241263818	0.00494752159604331	0.00051298735614156	0.000203074412885557	0.000851046042189729	-0.00077358307837035	-0.00218325580047409	-0.00199850988960212	-9.5596313471686e-05	-0.00840275486117334	0.000544065628843307	-0.00259507643654528	-0.00170566936527456	-0.00120417522961031	0.00322480724146929	0.00244496241870985	-0.00322592657975465	-0.000350871422429589	-0.00402118789683579	0.00113123165572	-0.00595028806600773	-0.000235136612237029	-0.0029388959367484
MY2212	0.00111628812924436	0.00176998119352206	0.00367136402951362	0.000756468421700787	0.000835579137696138	-0.000494868608037801	-0.00441836969982346	0.00225780794765454	0.000508293271723932	0.00561069118654466	0.00248618011590956	-0.00198985584708332	0.00223145424476335	0.00385292201278395	0.00330296307488043	-0.000532854311318914	0.00044764943220652	0.00286055160707641	0.0029201297927805	-0.00304047052193689	0.00097374132839283	0.000494372969083863	-0.00165619573290881	0.00180869261423535	-0.00162665990203697	-0.00441836969982346	-0.0020750433585136	-0.00441836969982346	0.00291739162576632	-0.00211190644527998	0.00449444222598015	0.00518724594039536	0.00094434849652999	0.00939546855959516	0.00160371628259672	0.00390484375901826	0.000245699499251028	0.00595674661821829	0.00139296299423253
MY2530	-0.00126043338456318	-0.00126043338456318	-0.00126043338456318	-0.000183068664996808	-0.00126043338456318	-0.00126043338456318	-0.00126043338456318	-0.00126043338456318	-0.00126043338456318	0	0	0	0	0	0	0	0	0	-0.00126043338456318	-0.00126043338456318	-0.00126043338456318	-0.00126043338456318	-0.00126043338456318	-0.00126043338456318	-0.00126043338456318	-0.00126043338456318	-0.00126043338456318	-0.00126043338456318	0.00539329393803181	0	5.74944320677651e-05	0	0	0	0	0	0	0	-0.00126043338456318
MY2693	-0.00759892271053998	-0.00301626376127682	-0.00271274091145882	0.00377293513757089	-0.00765422549174039	-0.00161186802947564	-0.00676253379725903	-0.0051948813802679	-0.00211499834759215	-0.00505751551594754	-0.0105135724968267	0.00121604712795261	0.00478482115444973	0.00110204845345894	-0.00241351384825435	-0.000231698935632919	-0.00264257483827625	-0.0020462850094314	-0.00453670314794368	-0.0055511353318875	0.00344040462029006	-0.00575916839152388	-0.00548831879200812	-0.00519449783732625	-0.00244404740689115	-0.0174479270172863	-0.0100220336710352	0.00607178281515148	0.00227448247605295	-0.00198360586886769	0.00953736108932424	0.00062193804297222	0.00299799871661389	0.00544006654175933	-0.00670084836705478	8.98317761247082e-05	0.000497341474262517	0.00200011838254747	-0.00361759448785395
MY2741	-0.000180467937913917	-0.0035521825528254	-0.00295716671769862	-0.0016792089299868	0.015922362069202	0.000744885141296742	0.00393224420235102	-0.00429404098659521	-0.000547105739901039	0.00662928069154989	0.00825101874781142	0.0113634331451398	0.000162343923580457	0.00635882406401312	0.016216644469037	0.00259140027479195	0.00599385374781665	0.00316430671115307	-0.00152966573670098	0.000524559210103262	-0.000252806462215299	-0.000691882025039475	0.000400078775185053	0.0085151050033986	0.000137994089248528	-0.00560301171496913	-0.00955899789909153	0.000889742447788455	0.00123564095423622	0.000929939249642735	0.00276025174217865	-0.00933049658350138	0.00174169514929596	0.0122213245222807	0.000237125496317755	-0.00637728643983133	0.00224692617783145	0.00115643875389821	-0.0027477620362709
MY920	0.00210005258049768	0.00187836205188962	0.00483162559093534	0.00696956451524301	-0.00621667011627734	-0.00490616164707991	-0.0100456137221054	-0.0100456137221054	0.00335686623716031	-0.00741545117762767	-0.00741545117762767	-0.00738196749427604	-0.00490986491793431	-0.00741545117762767	-0.00741545117762767	-0.00741545117762767	-0.00571081117500855	-0.00401570996672419	-0.00321394063263216	-0.00165030822478535	0.00173000519577767	-0.00409360274354782	-0.00685881712251575	-0.00964433866834683	-0.00242521719994472	-0.0100456137221054	-0.0100456137221054	0.00140772688981474	-8.21772593198426e-05	-0.00289875925294205	-0.00470187363777189	-0.00604883045883703	-0.00619861374389128	-0.00222103626268027	-0.00741545117762767	-0.00741545117762767	-0.00741545117762767	-0.00741545117762767	0.00130836938635165
NIC195	-0.00139290055881784	-0.00353811329568195	0.00079598788287767	0.00280434045863765	-0.0034510290481777	0.0018051411933676	-0.0085835652971467	-0.00759853650931916	-0.000513342455574368	-0.00381985186208511	-0.00157544934073831	-0.0154171063617113	-0.0103445846564659	-0.00853153969700367	-0.00700318690869372	-0.0116532672808378	-0.00939686365545645	-0.00476888631302324	0.00462773245309576	-0.00290319958935984	0.000559959876293419	-0.00236055039066384	-0.00233219040835144	-0.00832067059002259	-0.00233831495950809	-0.0101953626232826	-0.00847986930972828	-0.00602153482340103	-0.00223318859934146	-0.00766679884631575	-0.0145534506137758	-0.00601596213330515	0.00267118234053147	-0.012895872155897	-0.00173917624399673	-0.0137159206029512	0.000426045229891463	-0.00280803253671621	0.000319294730767245
NIC2	0.0030618075006429	0.000146767338770656	0.000251578458537717	-0.0025255760303213	0.00330870261987672	0.00863391855236224	-0.00622884898461271	0.00499550814784365	0.00335026578499042	-0.000342648620706675	-0.00205833871853995	0.00266661800896972	-0.00407976036717399	0.00754553688530744	0.00473155584110093	0.00475498358478148	0.00689330625586678	0.0043957045287604	0.00372123937377256	0.000778202954183099	0.00437008331099263	0.0013862524686777	0.00450624200209574	-0.000509526002789702	0.00712374214297074	-0.00150020032411133	0.000925427506659315	0.000455694277022557	-0.00280173369877859	0.00136039665166444	-0.00148054077402828	-0.00050419914333736	0.00064445701044365	0.00913472526912688	0.00618387635985775	0.00203025934013149	0.00927168572691779	-0.000824739266505095	0.0036230003687433
NIC207	0	0.00254820942106727	0	0	0.00143939674835056	0	0	0	0	-0.001663717914027	-0.001663717914027	-0.001663717914027	-0.001663717914027	0.00226967540120661	-0.001663717914027	0.00223290921359119	-0.001663717914027	-0.001663717914027	0	0	0.000997699924025781	0	0	0	0	0	0	0	0.000178424228425257	-0.000701579613819691	-0.000586963720514898	-0.001663717914027	-0.001663717914027	-0.00144822465892433	0.00138139298750232	-0.000412938946762118	-0.000197383847981772	-0.001663717914027	0
NIC251	0.00261041906592952	0.00420346309605807	0.000913444917428243	-0.000270896694786391	0.00509518412019465	-0.000430977230142242	0.0385088186432928	0.00281782483983575	-0.00142317569698656	0.00894730314440706	0.00656331216502648	0.00402673088629526	-0.00266844514127406	0.00382801875186795	-0.00131189361266339	0.00189747588563061	-0.00550495699089659	0.00454622702577769	0.000713671011901667	0.00110575306259295	0.000829741117252505	0.00416122882307311	-0.000861938127756449	-0.000474250898530491	0.00132049027340591	0.0118179967761577	0.00155907942739156	-0.00101877085692171	-0.000484342728631369	-0.00483407879131247	0.00129806054887924	-0.00108500494958696	-0.00478414730799476	-0.00585662470350291	-0.00209714753273728	-0.00389924738005349	-0.00492431037241509	0.00772237897436065	0.00246264972274043
NIC260	0.00154454361394878	0.00546669055653556	0.00245307402809458	-0.00111521624772041	0.00303137520174586	-0.000304861528891071	0.00644554199819733	0.00589387119011641	-0.00111521624772041	0.000147950326605769	0.00295647304278525	0.0125184445139158	-0.00068064056140173	0.00309458925078211	-0.0053646455593805	0.00173974473196308	0.00310790923204744	0.00447717828599672	0.00114134256650501	0.00217043239977607	0.00282225322096431	0.00301043358910716	0.00122931453603738	0.00325254723142222	-0.00111521624772041	0.00453508704589554	0.000846415833275957	-0.000411754522537529	0.000351530895454014	0.00096219609225396	0.00865127713675504	0.00918677758084428	0.00157819068271117	0.00087690096347688	-0.000389410479435427	-0.0040432477882718	-0.00116660995104385	-0.000497042607667062	-0.000511025575869111
NIC261	0.00186133397594714	0.00501304888870086	0.00304704081177044	0.0022813529797099	0.00796654713897131	0.0014785086605619	0.0298712184476416	0.008728081117061	0.00216914719125316	0.0027257038865553	0.00938620753939583	0.0118030550930834	0.000781201620663441	0.0111099610628098	0.0061011419895167	0.00278865083421088	0.00859325010340092	-0.000189001838004933	0.00149020812521449	0.00218152095932895	0.00283809633920165	0.00165507365952175	-0.000550141652258476	0.00433078193037545	0.000868199243490417	0.0185474010374059	0.00511706962272103	0.000550476239576381	-0.000621399822834231	0.00266527729534205	0.0028186388644302	0.00225226828607044	0.00077868507287107	0.0018453719535682	-0.000622003921592629	0.00818385671094037	0.000826134463788153	0.00444596547190436	0.00063445957476968
NIC262	0.00505073501924577	0.0116245845166043	0.0232643721570323	0.000826139883681448	0.0323976994334713	0.000141564695312488	-0.00133413865210337	-0.00605432704330207	0.000117017301909925	0.00565704549938564	0.0202603617671916	0.00655746869387689	0.00448937425133423	-0.000292253992988066	0.0257794597241893	0.0130144134797249	-0.00599853048374765	-0.00679973834516946	0.0021762934399616	-0.00221410245327949	0.00371185837511685	0.0115479726887972	0.00756570665230069	0.0257423613005786	0.00625699392766088	0.000889834263963944	-0.0123108507986111	-0.00450506624399817	0.0141467962295194	0.00955426785564684	0.0136029012687855	0.0294816327257647	0.00954414866101391	0.0455820353661067	0.00704843517337218	-0.0112201913056191	0.0058571183840376	0.0051084578161345	0.00281713487474014
NIC265	0.00288351846743385	0.00597939167681243	0.00321676269394955	0.000905797048322174	-0.000327510146874183	-0.000615837140190133	-0.0112851957571101	-0.00942771047654954	-0.000594805606318454	-0.00484207292822891	-0.00293339455868432	-0.00530211007151778	-0.00316053601355051	-0.000328006752615897	0.00214255791649095	-0.00105427720647911	-0.00667652822683548	-0.00370098389544031	0.00175257237465615	0.00266279769372075	-0.000432114651747476	-0.00169992229898934	0.00724453076548382	-0.00716988925705577	-0.000615116623154988	-0.00970174172133248	-0.0117435066226198	-0.00317461382801553	-0.000320488755911881	0.00310532405473508	-0.00457978900001693	-0.00419985337723177	0.00886707173939646	-0.00281856990629389	-0.00185782108521484	-0.00860198247781624	0.000986075575568386	-0.00606089571499595	0.0011284658038892
NIC266	0.000477826803289163	-0.00213227668023452	-0.0027917034090757	-0.00318230267862645	0.000219362323921843	-0.000399117611168356	-0.0102265591800732	-0.000500757946195815	-0.00245330796712041	0.000478267485305954	0.00357100184293413	-0.00327423490499193	-0.000848458662114644	-0.00307883008254168	0.00249626930998771	-0.00101443703207691	0.00694560601859706	-0.00224795682044266	0.00191855278624178	0.0041267284715346	-0.000162847814587558	8.11972884127172e-05	-0.000315734994675038	0.00521688148241208	-0.000530268730895778	-0.00562700585372775	-0.00383533170536953	0.00348786602685663	0.00098087042056016	0.000626317522138417	0.00303028329131387	-0.00409918211222136	-8.77403437457604e-05	0.00329385703260552	-0.00296899114320794	0.000289005369319594	0.000543422710627879	-0.000463609922582214	-0.00267134023389478
NIC271	0	0	0	0	0.00123592432043621	0	0.00269752913529869	0	0	-0.00187791635230661	-0.00187791635230661	-0.00126061406987655	-0.00187791635230661	-0.00187791635230661	-0.000213205230394126	-0.00187791635230661	-0.00187791635230661	-0.00187791635230661	0	0	0	0	0	0.0014659574042946	0	0	0	0	0.0014807187836688	-0.00187791635230661	0.00114607810801204	-0.00187791635230661	-0.00187791635230661	6.57711970066806e-05	-0.00187791635230661	-0.00187791635230661	-0.00187791635230661	-0.00187791635230661	0
NIC276	0.00298799486133102	-7.29359360066191e-05	-5.81242988502931e-05	-0.00330878148738868	0.00591930911972092	-0.00446894346049793	-0.00798417351947115	0.00152601811942145	-5.20968268090671e-05	0.00400894938388112	0.00970735865341012	0.0003600140910194	0.00468440524767774	0.00589904488673202	0.00993130113811744	0.00169728366065798	0.000503874125561093	0.0039265709405809	0.000575118193391103	0.00320859430819965	-0.000635608109221811	-0.00596266934525097	-0.00235387831377501	0.0103699424961127	-0.000929420942309109	-0.00364576930927288	0.00269146532878285	-0.000418925803855084	-0.0039265709405809	0.0053447767637148	0.000453428727041702	0.00577408979879867	0.00394365478888711	0.00916682863415622	0.00787802505397584	0.00594510340872582	0.00781008108272513	0.00450846668596098	-0.000953139794783385
NIC523	0.00150221570992867	0.00175597008727641	0.00218496650826821	0.00221762441951488	0.00187534264485283	-7.72452320648115e-05	-7.72452320648115e-05	0.00163184840475852	0.00154055153861118	0.000443246892751765	0.00187595365945965	0.00129114380423426	0.00402331067791846	0.00209314696018465	-0.00155086749832104	0.00254171461718113	0.000538342269573425	0.00129681352275722	0.00151224867311324	0.000708629602389003	0.00174554908467301	-7.72452320648115e-05	-7.72452320648115e-05	0.000437129195377244	0.00136354393576709	-7.72452320648115e-05	0.00278519460962724	-7.72452320648115e-05	-0.00305334181174446	-0.000649736726032972	1.06062887195342e-06	0.00241718313354231	0.00301460714841507	0.00014583733934746	0.00192405265308012	-0.000960118574191466	0.00235040056143922	-0.00167867807184476	6.31613739339077e-05
NIC526	-0.0034090108017062	-0.00646789579574266	-0.00136176439871554	0.000231483664854766	-0.00982586404832714	-0.00209329625701119	-0.0133416567664787	-0.00864675501045786	0.00190243272176899	-0.00274521694644974	-0.00411068052214372	-0.00947100613719186	-0.00304976570963013	-0.0108262926004624	-0.009258282714971	0.00156495178268448	0.000756480115096287	-0.000958830179367693	-0.00144459937112551	-0.00920139284141282	-0.00510540934802785	-0.00508356808881245	-0.0128652910735542	-0.00853200727652485	-0.00471570372670451	-0.0133416567664787	-0.0130262036680913	-0.00661510582547443	-0.00525420147139724	-0.0108262926004624	-0.00437546935246481	-0.00597680191642987	-0.0108262926004624	0.00623050820191548	0.000338753279947257	-0.00837737202054491	-0.00464247745172251	-0.00160996489544878	-0.00110527361673067
NIC527	-0.00070377320124339	-0.00452331466587877	-0.00464940759174646	-0.00423172747500431	-0.00210294916494725	-0.000161327135766035	-0.000121699865833654	0.00087939707401968	-0.00239819043366437	-0.000958591931748802	0.00225360277884064	0.000523842739863975	-0.00177014161509852	-0.0022063386064211	0.001072228166979	0.00149003021385599	-0.000200346322170059	-0.000275210133833651	-0.00271866856744971	0.00163243100943208	-0.000322574425720352	-0.000853795735891645	0.00281862553450998	-0.00177326960833099	0.00206054881149837	-0.00385748420920899	0.0022686737675599	-0.00241682080628249	0.00132831915896016	-0.000223655326969278	0.00119944692222375	-0.00242528445282495	0.0014375586411095	0.00127571067527333	0.00159107939191741	-0.00103628956891362	0.00269089531973806	-0.000775812454430339	-0.00368330692174003
