strain	pellet_fog-2_S10	pellet_rpn-12_S11	pellet_spe-19_S12	pellet_spe-43_S13	pellet_vha-5_S14	pellet_unc-39_S15	pellet_mig-6_S16	pellet_rde-3_S18	supernatant_ric-3_S20	supernatant_fog-2_S21	supernatant_rpn-12_S22	supernatant_spe-19_S23	supernatant_spe-43_S24	supernatant_vha-5_S25	supernatant_unc-39_S26	supernatant_rde-3_S29	pellet_ric-3_S30	pellet_fog-2_S31	pellet_rpn-12_S32	pellet_spe-19_S33	pellet_spe-43_S34	pellet_vha-5_S35	pellet_unc-39_S36	pellet_mig-6_S37	pellet_rde-3_S39	supernatant_ric-3_S41	supernatant_fog-2_S42	supernatant_rpn-12_S43	supernatant_spe-19_S44	supernatant_spe-43_S45	supernatant_vha-5_S46	supernatant_unc-39_S47	supernatant_rde-3_S50	supernatant_ric-3_S55	pellet_ric-3_S9	PC1	PC2	PC3
EG4946	0.0103844286102002	0.00893048390070214	0.00406935766164774	0.0140171746321146	0.0121944005664496	0.00571484145818922	0.0102672248051967	0.00784948072933831	0.0189410058894234	0.0228244766497362	0.0152828418664095	0.0139871068669289	0.0157879872675217	0.0166160928689929	0.0198609087976559	0.0151272445741265	0.00572545427871966	0.00630895669310732	0.0125959513675778	0.00561212143203611	0.00446368620894021	0.021259105558338	0.0022175848328898	-0.00157080128279959	0.00656480604239565	0.0123535772820563	0.00892376895985804	0.0284539913398918	0.0117041231055085	0.0124019911276137	0.00969988743985796	0.00430407397587386	0.00842259673233687	0.0172629757473421	0.00714851346246611	0.0531020823491576	0.0204911899264873	0.0429917790858126
GXW1	-0.0013247622131983	-0.00382622848703038	0.000368702022770477	-0.00568746876840581	-0.00415481287621997	-0.00547098739329923	-0.00694927602747571	-0.00510681265790022	-0.00302155917169007	-0.00302155917169007	0.00461867713691596	0.00174052939928421	-0.00184095765531985	0.000194532101445866	-0.000917828488535231	-0.00240442410515049	-0.00447408501399288	-0.00694927602747571	-0.00528851018801171	-0.00430650089893982	-0.00489585570139424	-0.00330398618319577	-0.00694927602747571	-0.00424151093955284	-0.00694927602747571	0.00327024182069686	-0.00256936220316188	0.00147707620236366	0.000991460223767859	-0.000280686565627513	0.000811572278772751	-0.00167993633842557	-0.00302155917169007	0.000480242235613338	-0.00354492554917103	-0.0175444591220092	-0.0035656994049039	0.00761710493817414
JU1088	0.024787632135132	0.0218521152153348	0.0199124596563638	0.034728444340471	0.011523779086799	0.0323943390364134	-0.0119399784119612	0.0387810307509377	0.00883881780412746	-0.00019193342583726	0.000338534335574056	0.0134111724562564	0.0113025891514164	0.0149154191907217	0.00967614175447181	0.00435846404351059	0.0285970182143787	0.0179567898015725	0.0246493661844494	0.00877883842838757	0.0110889359770973	0.00875194518783087	0.0151125253753836	-0.0119399784119612	0.0140211319349346	0.0112933337147285	0.0153994511633337	0.00261078235752213	0.00755562468047216	0.00639521919572089	0.00504136387413313	0.00170993268757316	0.0111392279603886	0.00627163306601448	0.0388025052409912	0.091001357672079	-0.0227157883967348	0.00841873691712089
JU1172	0.00427120621445296	0.00263932610110348	0.00968995557672186	0.00214661856288455	0.00595147967677554	0.00526203940266201	-0.00301105515367311	0.00154140774578418	-0.00162599446140663	0.00129365321026356	0.0036403504897263	0.00208235286308186	-0.00144418238113496	-0.00504807599886902	0.00307459811737415	0.000918812640027333	0.00297210708786836	0.00445706216795418	0.00410223657861656	0.00893579675672981	0.00380285169219524	0.00466253802224462	0.00114085132831743	-0.00296814409710835	-0.000570107214665901	-0.00275440882597561	-0.00084529862015394	-0.00152402478800676	0.00551785722050479	-0.00617055515191722	-0.00109814146547376	-0.00561696704941402	-0.00493887351489393	0.00258806064742392	0.00320676389895563	0.0120274737437756	-0.0048710134008067	-0.00365757840742892
JU1200	0	0.00243492165213077	0	0.0132474882348354	0	0.0100943613910351	0	0.0102112015554307	0.00676871895527682	0.00250007254029581	-0.00295554485598177	0.00736901598640444	0.00207438648355209	0.00118775607923973	0.00392229920917429	0.0155079762048699	0.00983203840772159	0	0.0072459358998699	0	0	0.00259460158724555	0.00254452152646018	0	0	-0.00295554485598177	-0.00190447608779574	-0.000582768240590365	0.0066290970448792	0.00164845084917588	0.00325084977198142	0.00391607695541508	0.00727687656133818	0.0101495087326933	0	0.0189489845023981	0.00320338008220655	0.012603299973872
JU1242	-0.00484925233070158	-0.00484925233070158	-0.00484925233070158	-0.00484925233070158	-0.00484925233070158	-0.00484925233070158	-0.00484925233070158	-0.00484925233070158	-0.00077886947877365	-0.00077886947877365	-0.00077886947877365	-0.00077886947877365	-0.00077886947877365	-0.00077886947877365	-0.00077886947877365	-0.00077886947877365	-0.00484925233070158	-0.00484925233070158	-0.00484925233070158	-0.00484925233070158	-0.00484925233070158	-0.00484925233070158	-0.00484925233070158	-0.00484925233070158	-0.00484925233070158	-0.00077886947877365	-0.00077886947877365	-0.00077886947877365	-0.00077886947877365	-0.00077886947877365	-0.00077886947877365	-0.00077886947877365	-0.00077886947877365	-0.00077886947877365	-0.00484925233070158	-0.0191160019881212	-0.00406173475441193	0.00537218017680796
JU1491	-0.00514083128356345	-0.004427088281967	-0.0062638208642278	-0.00578407798637426	-0.00118954878770425	-0.00640694363669835	-0.0109566550623642	-0.00662374389875643	0.00320989136402964	-7.24458182818407e-05	-0.00468982592174989	-0.00156143605384481	0.00022020034157851	0.00353481266665757	0.00224263345304684	0.000252322446444774	-0.00693621283473285	-0.00551859991924931	-0.00364751076837935	-0.00877007937528386	-0.00949155630711174	0.000354594877894049	-0.00840258139709978	-0.0109566550623642	-0.00876228558456709	-0.00392771555152088	-0.0013842190312867	-0.00223395393985193	-0.00346026557740866	-0.00213520672513489	0.00322824219662364	0.000425986418803134	0.000110878780337343	0.0034744448640525	-0.00573323661691375	-0.0231393611106298	-0.00896167703727915	0.0154025607105257
JU1543	0.00120936734984441	0.00450175265348304	0.00615278037439788	-0.00308500497629506	0.00287751084193179	0.00422324332514689	-0.00152298963511864	0.00282717558683859	0.00527508719266583	0.00959771257854	0.0117829655054981	0.0117568361191704	0.0079100764805133	-0.00071248288629149	-0.00342141947164067	0.00401583281617331	0.00363850428594765	0.00171223302114862	0.00160524271816985	-0.00523132700352949	-0.000807632775702583	-0.00251188748256368	0.004513885096096	-0.012227264395924	-0.00485152376183006	-0.00291953180844958	-0.00490401587807418	0.00578015168849821	0.00562241761488341	0.00259343558595043	0.0104534454653938	0.008794565845281	0.0132611914201518	-0.00216588650526759	-0.00250121426895161	0.00998647732578426	-0.0035361767391727	0.0205767956708478
JU1652	-0.021374891396461	-0.0103152115553424	-0.0129278326555178	-0.00455297262905958	-0.0180834819489669	-0.00721646115656645	-0.0374148607451324	-0.00184994341638046	-0.0222145126567655	-0.0204606353835557	-0.0213635370957598	-0.0121321407574416	-0.0181024224060956	-0.00806222301599444	-0.0168559734765445	-0.0116767462274975	-0.0118021552212001	-0.0262030068338447	-0.00713465283029192	-0.023033596535271	-0.0238584141995456	-0.0057404854997228	-0.00670616411800887	-0.0441138701923943	-0.0102667368024671	0.00211940105032776	-0.0131813948637438	-0.0188131288707404	-0.0125743190359538	-0.0149489336638922	-0.01109815867237	-0.00755162159801917	-0.000113307646738545	-0.0193979326106864	-0.00584970366261971	-0.0694317070223404	-0.0617026466931312	-0.000992740117207897
JU1666	0.00230567501693675	0.00622118892307558	0	0.00191793359495563	0.00502727810155098	0	0	0.00467446271107382	-0.000686986609886809	-0.00212219557619445	0.000775117410702348	-0.000313087582451897	-0.00212219557619445	0.0024338647723764	-0.000180097090387057	0.00345226453397849	0.00743324987091884	0.00111311387906665	0.00330994248455785	0	0	0.00286238859230732	0.0020412975372684	0	0	0.00122262105802231	-0.000667195854017439	0.00385034306846439	4.89273811829114e-05	0.00630489026515436	0.00737359187661259	-0.00168014289844819	0.00147832335661451	0.00155510550392215	0.00339345403289702	0.0107958564502287	0.000562754537236293	0.0041596026965072
JU1793	-0.038213673353439	-0.0392975552693446	-0.0430481646795688	-0.0437681459016879	-0.0437681459016879	-0.042439508127101	0.0586676157692528	-0.0416458046645057	-0.0243220880732688	-0.0201658467150717	-0.016839797165855	-0.0209062073893136	-0.0252584250346691	-0.0248070817425475	-0.0197152870767723	-0.0225580659271043	-0.0396628465508621	-0.0342811591328908	-0.0414879790774883	-0.0407936135573834	-0.0358835131016693	-0.035497011145516	-0.0393233833616622	0.218649478667319	-0.0393266794343704	-0.0189626515303397	-0.0170214126351105	-0.0167212212831334	-0.0204844024430508	-0.0206632004420392	-0.0211678076006945	-0.0175364293665051	-0.0165771899569715	-0.024484757057743	-0.0411954492947044	-0.169559820676088	0.194090954791154	-0.106989155182391
JU1808	0	0	0	0	0.00102966129423635	0	0	0	-7.51930419783255e-05	-7.51930419783255e-05	-7.51930419783255e-05	-7.51930419783255e-05	-7.51930419783255e-05	-7.51930419783255e-05	-7.51930419783255e-05	-7.51930419783255e-05	0	0	0	0	0	0	0	0	0	-7.51930419783255e-05	-7.51930419783255e-05	-7.51930419783255e-05	-7.51930419783255e-05	-7.51930419783255e-05	-7.51930419783255e-05	-7.51930419783255e-05	-7.51930419783255e-05	-7.51930419783255e-05	0	9.25896825371234e-05	-3.61612856316074e-05	-0.000120214526039361
JU1896	-0.00103780874989932	-0.00121120144667828	-0.00188680964017268	-0.00181647317397551	0.00172178496673974	-0.00188680964017268	-0.00188680964017268	-0.00035105407219546	0.00528956998424036	0	0.00544638680484348	0.00137413162743227	0	0.000114847021897203	0.00133531278016322	0.00789651541071497	-0.000998217451784136	-0.00188680964017268	-0.00130380373932081	-0.00188680964017268	-0.00188680964017268	-0.000164166650366991	-0.000142502826212504	-0.00188680964017268	-0.00188680964017268	0.00130181469511347	0	0.00379515747400348	0.00449728209503332	0.00169532266862787	0.00679949076550903	0.00703769804889196	0.00162516800780162	0.00229851867717381	0.000151058254708922	0.000925908324924433	0.00238729401634141	0.0127886277505162
JU2001	-0.00599630722618917	-0.00458542873163292	-0.00691055934677384	-0.0088931015684345	-0.000124090051173137	-0.00803046250569893	0.0483282490435212	-0.00940485823558677	0.000713711047367019	-0.00169424341099813	-0.00592065747120546	-0.00194977029583531	0.000610432059277773	-0.00472858882281921	-0.00272531212440139	-0.0112849808083572	-0.00932100093924771	-0.00649233446431725	-0.00843822537977164	-0.0065253035307252	-0.00838260419669215	-0.00695537968720736	-0.00730789843422713	0.0393789091808576	-0.00922285059650809	-0.00934275629425917	-0.00748359763972109	-0.00843034462060368	-0.00425300799647463	-0.00992367687956775	-0.0102479892127526	-0.00699018470819634	-0.0121967440969974	0.00243124894217573	-0.00708104082434655	-0.0316368506651599	0.055687590763939	-0.0292372570482411
JU2007	0.00229426617136142	-0.00193904228156811	0.0029078391075823	0.00334719516092567	0.0026177471002545	0.00415898910066975	-0.0091578999028612	0.0022985948614323	-0.00419153036021019	-0.00547106042155827	-0.00412704102902023	-0.00759913058587002	-0.00458506417666855	-0.00209118890157239	-0.000852313413032663	0.000317737711827241	0.00188283751280634	0.00350755684615526	-0.000436626482043007	-0.00152717171970306	0.00292770603339009	-0.000663259892277258	0.00333269452933229	-0.0091578999028612	0.00124269337818336	-0.00687037862191884	-0.00284235469262648	-0.0012950375984846	-0.00633927543352384	-0.00184486603579198	-0.00398590940809345	-0.00535414841423498	-0.00383583684779762	0.000313504802570766	0.0018872520865626	-0.000228676474450508	-0.016790771485327	-0.00808010546549197
JU2016	0	0	0.00306007299613643	0.00383481153865568	0	0	0	0	0	0	0	0.000212971911889705	0	0	0	0.00301738036284915	0	0	0	0	0	0	0	0	0	0	0	4.26915682069152e-05	0.00499052034057383	0	0	0.00508491583358612	0	0	0	0.00298355685310226	0.00081418188477339	0.00256005866288761
