strain	pellet_fog-2_S10	pellet_rpn-12_S11	pellet_spe-19_S12	pellet_spe-43_S13	pellet_vha-5_S14	pellet_unc-39_S15	pellet_mig-6_S16	pellet_rde-3_S18	supernatant_ric-3_S20	supernatant_fog-2_S21	supernatant_rpn-12_S22	supernatant_spe-19_S23	supernatant_spe-43_S24	supernatant_vha-5_S25	supernatant_unc-39_S26	supernatant_rde-3_S29	pellet_ric-3_S30	pellet_fog-2_S31	pellet_rpn-12_S32	pellet_spe-19_S33	pellet_spe-43_S34	pellet_vha-5_S35	pellet_unc-39_S36	pellet_mig-6_S37	pellet_rde-3_S39	supernatant_ric-3_S41	supernatant_fog-2_S42	supernatant_rpn-12_S43	supernatant_spe-19_S44	supernatant_spe-43_S45	supernatant_vha-5_S46	supernatant_unc-39_S47	supernatant_rde-3_S50	supernatant_ric-3_S55	pellet_ric-3_S9	PC1	PC2	PC3
JU2250	-0.0156179597409731	-0.0138560793264496	-0.0224298546684658	-0.0186050538592477	-0.00679633806696486	-0.0129006977304237	-0.0229890689326122	-0.0138652809482198	-0.00849331901808823	-0.00772328724195742	-0.00411836176121695	-0.00585966724966237	-0.0123604763380675	0.00413468698095702	-0.00977929281644668	-0.00963913972263795	-0.0134230881273162	-0.00960310053866924	-0.0134661738315487	-0.0200834783366155	-0.0155377110059669	-0.00640784967789315	-0.0144495428043823	-0.0236280662844367	-0.0174552899719949	-0.0139204547021019	-0.00835214097135948	-0.00358906275719897	-0.0165891202463783	-0.0106196039430474	-0.00462787717256017	-0.0114704254509881	-0.0103761530291225	-0.0104207784488868	-0.0176391982859941	-0.0702125649741426	-0.0287488359820989	0.00580101245094358
JU2466	0.0179491535799223	0.0222922251833983	0.0339991055148399	0.0272068606076352	0.0125664226244768	0.0193117132229413	0.0151926213648654	0.0202508440687445	0.0142433604399837	0.0143467365071888	0.0174797212468776	0.0175904188300709	0.0177749880393613	-0.00525944296468247	0.0289446918669599	0.0110812800002835	0.0204834620703738	0.0143003949512132	0.0254100014742485	0.0265128906799795	0.0206314047904815	0.0157750439488958	0.0153752193340366	0.0116746119278794	0.0246826751986961	0.0118006536603818	0.0101254890220674	0.0145368096204928	0.00664038252464268	0.00323000056535317	-0.00248667701004436	0.00797223812452742	-0.00289142867964241	0.0130145059955921	0.0243719287247364	0.0946072732371704	0.0178506684153708	0.00103556541358662
JU2519	0.00275462448412654	0.000879483280897594	0.00283418125641938	-0.00065563126965536	0.00524487518133005	-0.00105994107931227	0.00214600554422483	-0.000320278016413512	-0.0026157470051032	0.00417589456178299	-0.00242841861816048	-0.00179667921175657	0.000537301356174812	8.91395684940888e-05	-0.000694727163567289	0.00142692017847386	0.00151662182814241	0.00284929480716518	0.000697260186864675	0.000272839494240581	0.00108354575604398	0.000908306319259129	0.000451700992161643	0.00470047353342267	0.00042165057801639	-0.0014046625417209	-0.00294323189712385	-0.00382244201297154	0.000331611319364029	0.000151904818555631	0.00221132247783244	-0.000144119904751626	0.00242549958027389	-0.00410799778741609	0.000965879597209562	0.00357461302729651	0.00389233641813725	-0.00360809665684253
JU2534	0.00303171344863606	0.00324400910360089	0.0032219030019381	0.000867503738038971	0.00701935349050297	0.00251698967949002	-0.000537753881570155	0.00201211052656596	0.00728398409055364	0.00936857288833324	-0.0013366222277049	0.0042859846809477	0.00794576223230081	0.00431401298997685	0.000225286191862684	0.00282760080783887	0.0029802830848493	0.00199133487216286	0.00368714441850616	0.00140102714915968	-0.000537753881570155	0.00391579691654187	0.000562589920229969	-0.000537753881570155	-0.000537753881570155	-0.0026522633365563	-0.0011199168866526	-0.00155702559506849	0.00203374026376802	0.00470269710780572	0.00453863506763989	0.00930533359604398	0.0100616025972418	0.00314708081564136	0.00211716563146933	0.0141743265874754	0.0026497802840906	0.0109839290970859
JU2565	-0.000120085037166452	-0.00121285872889957	-0.00115853542766798	-0.00033640353434412	-0.00109632741185025	-0.000707595109515303	-0.00247699477963355	-0.00100272635176051	-0.000197404330113137	-0.00176151298989143	-0.00176151298989143	0.000971446764168728	-0.0011177580855794	-0.00028297753266777	0.00207134532972175	0.00161007313150027	-0.000557444749880894	-0.00243850081366798	-0.00247699477963355	-0.00114815539404838	-0.00137195476567308	-0.00221945663244079	0.000701506815758312	0.000942773776461235	-0.000829268243307972	-0.000172311262033561	-0.00176151298989143	0.00112041178438053	0.00207995398090761	-0.000658491250819381	0.000417734761034437	-0.00164067939702446	-0.00176151298989143	-0.00176151298989143	-0.00247699477963355	-0.00462893559056855	0.000369103591568346	0.00160786107995473
JU2578	0.0341302802691086	0.0296952014912908	0.0245706714274488	0.0142249814524117	0.00285626832459546	0.0287431259953249	-0.0608586528248247	0.0130619578387597	-0.0495701228152652	-0.0621428508385098	-0.0106445907103796	-0.0571907895995151	-0.0168034286859018	-0.0470970073560607	-0.0735294874939338	-0.0534057788356413	0.0034401169923713	0.0599840778204934	-0.0053543700573319	0.0906726540271853	0.0697939360436363	-0.0102135437482277	0.0631034225476806	-0.0582984986241875	0.044879856679925	-0.025231600357538	0.0284288713728668	-0.0751916580800146	-0.0737761325446071	-0.00972608367952543	-0.0723323000009072	-0.0130967337931502	-0.0223400365617008	-0.0467510113467533	0.0245175964703774	0.0503656679461441	-0.175055312130945	-0.202262197955956
JU2581	0.00145040054729692	0.00138179674219552	0.00164877588925194	0.00115574417694584	0.00245590090039015	-6.19749977530315e-05	0.0115648008192275	0.000802585349314672	0.00413402326092584	0.000786021338120052	0.00385897678192284	-0.000966870131631919	0.00344517892408585	-4.7561657773084e-06	0.00527031865944247	0.00238542371000775	0.000586524557285118	0.00302968179351444	0.00511465606136203	0.00581910210422879	0.00464378137223697	0.00442480329371013	0.00519885743720576	0.00377456643622861	-1.94238759124443e-05	-0.00185364910565735	0.00158439141561992	0.00646020542791662	0.00303087852599972	-0.00270360938133129	0.00623742877496054	-0.000721535699377288	-0.000197677799378605	0.00395092015849664	0.001029647089494	0.012396664320915	0.0113680181531087	0.00136749940963514
JU2800	0.00705445046807561	0.00618140565021858	0.00353025892185404	0.00656182137823877	0.00774719397854073	0.00573776714351632	0.000312837022124412	0.00765922849509202	0.00529723045765827	0.00127327094084248	0.00139795394502594	0.00249289932223965	-0.00229295958144595	0.00268762510074574	0.000732004227073185	0.00715224755392344	0.00955001185331661	0.00956007984545074	0.00505097778776648	0.00110751952898006	0.00289906339582973	0.011453274057199	0.00399202732045444	0.00277311359623829	0.00112530010010184	0.00121011007313935	-0.001124169146768	0.00145083352063915	0.00156241465826475	0.00509968816090942	0.00556034268282048	0.0011464172246759	0.00246735242454577	0.00414155079866947	0.00296055086776848	0.0238818447952753	0.00250127256766452	0.00389956095292325
JU2811	-0.00109435965604933	-0.00109435965604933	-0.0009050157791246	-0.00109435965604933	-0.00109435965604933	-0.00109435965604933	0.0150886929114428	-0.00109435965604933	0.0016343902545987	0.00548965438536825	0.000859825462037899	-0.00438894007946162	-0.00238834085704069	-0.00438894007946162	0.000437786758140722	0.00408130524194424	-0.00109435965604933	-0.00109435965604933	-0.00109435965604933	-0.00109435965604933	-0.00109435965604933	-0.000299315796338375	-0.00109435965604933	0.0110562459614092	-0.00109435965604933	-0.00368262899216362	-0.000215030782803106	0.000214421891712202	-0.00257522801534152	0.000515265164100667	0.000406835755113116	-0.00083214677594572	-0.00307112776841463	0.000403902911650059	-0.00109435965604933	-0.00340576673257273	0.0173442711761687	-0.00596693643584344
JU2906	-0.00286790896444669	-0.00153277543765995	-0.00319996029538077	-0.00191214408402181	-0.00319996029538077	-0.00319996029538077	-0.00319996029538077	-0.00305107085079693	0.000674499992832963	0.00138733795737078	-0.000752895545710308	-0.000465718448822903	0.00439580401712602	0.000251811706788239	-0.000212672025825767	0.00298109818249897	0.000882116050354102	-0.00319996029538077	-8.47626648300178e-05	-0.00319996029538077	-0.00319996029538077	-0.00319996029538077	-0.00319996029538077	-0.00319996029538077	-0.00319996029538077	-0.000752895545710308	-0.000752895545710308	-0.000752895545710308	-0.000752895545710308	-0.000752895545710308	0.00773494916558447	0.00179984365463105	0.0078308073378732	0.00196973424943064	0.000317235352722404	-0.00626983300082819	-0.0010965849159393	0.00955577166954137
JU310	0	0	0	0.00073602472319886	0.00154532895389294	0	0	0	0	0	0	0.000199484094198147	0.000938215414665494	0.000933584852928027	0	0.00145099239207033	0	0	0.000451887900018554	0	0	4.68522938767082e-05	0	0	0	0	0	0.00168910718521393	0	0	0.00358736661356622	0	0	7.51487055458759e-05	0	0.00139118932944329	0.000854205346618846	0.00235407894283773
JU311	0.00589842614083491	0.00888751402571151	0.00338457238509063	0.00726735646134932	0.0145704434102658	0.00689258016389578	-0.00319876765907156	0.00324684364300342	0.0168127590510252	0.0217107960145869	0.0143759979310065	0.00929129849598408	0.0169426587495369	0.0212789783443598	0.0199815043062572	0.0285576906689538	0.0090088684617728	0.00387439850512411	0.00745161634801402	0.00341957583386886	0.00581940543194084	0.0121941119244569	0.010844892186534	-0.00224916305904805	0.00565156817929447	0.00983415653791088	0.00303113405024288	0.0199021325136067	0.013439720943545	0.00662992924148675	0.0249766530043217	0.0176419858059632	0.0174869772836585	0.0180850033429789	0.00490148427492004	0.0514244066612491	0.0147681316022548	0.0515928349800972
JU3125	-0.0205863445508977	-0.0157191380465654	-0.0160417352454519	-0.0152418127138415	-0.00374490381026305	-0.0150573232414796	-0.020413196565457	-0.0157455538970143	-0.00672694230242552	-0.00640598168746194	-0.00269893622391211	0.00443104913204725	-0.00672067462504931	-0.00158312143704273	-0.00521878633655449	-0.00830627424347745	-0.0170819470518132	-0.019631917091247	-0.0171208805492469	-0.0168223553113625	-0.0137713817536256	-0.0114094073492451	-0.018947010720115	-0.0238900708949508	-0.0204076600515976	-0.00486680882505633	-0.00615500057451894	0.00315406170469978	-0.00290263228279427	-0.00488628283281071	-0.00517873332988621	-0.00546813503944066	-0.00778334317963581	-0.00756594516586537	-0.0177502941781128	-0.0677929420787719	-0.0213311200096034	0.0198191073787986
JU3127	-0.0842128283551767	-0.0818011959851531	-0.0864810238833058	-0.0847512954165043	-0.0746476818269477	-0.0917141334362172	-0.0781060628344837	-0.0872994684874017	-0.0212671281762548	-0.0225727840101786	-0.0231158459181023	-0.0224335397667638	-0.0213617637786749	-0.0267993440346117	-0.0247388170276786	-0.0201883074072101	-0.0841777594165337	-0.0852341374772923	-0.0826317147872216	-0.0884400640409234	-0.0921177402440187	-0.0766226029273108	-0.0921999430439085	-0.0913243675604788	-0.0908062065442407	-0.0221805273254516	-0.0240049125931262	-0.0148963534331968	-0.0120388743388726	-0.0310225313471331	-0.0284478047690888	-0.0183356846108358	-0.0237668134205536	-0.0226362247627726	-0.0880206661228814	-0.355251769869061	-0.0778778188001143	0.0757512128420209
JU3137	0.00178499098540175	0.0037220255883855	0.00644130186926243	0.00368637507740804	-0.000725059181842332	0.00341024742160456	-0.000725059181842332	0.00345441921009194	0.000189065548439125	-0.000739685831166094	0.000532239736100318	0.0032523931104471	0.00377088659765261	-0.00156904496388738	0.000777803514217093	0.00281433607274105	0.0037142323686758	0.00235210284051771	0.00324357901062263	0.00239154855848419	-0.000276008754045156	0.00241860886686198	0.00408113091818818	0.00157667278750072	0.00307443325417254	0.000589696685250282	0.00198482502273114	0.00208890842735117	0.00435549408392805	0.00253164484628968	0.00165984739894018	0.00333519566698707	0.00447266790922789	-0.000292065328351564	0.00220734016146302	0.0131163434559797	0.000587781365450475	0.0017033105661981
JU642	-0.00190318048804638	0.000246761626679356	-0.00289039179464133	0.00116409219732142	-0.00190795523781666	-0.00138711045977218	-0.00104982813189873	0.00093872737898185	-0.00207424773807303	-0.00734786089832536	0.000796457232674266	-0.00211277521813944	0.00849813358309212	-0.00240834580629802	0.00129410801164958	0.00260475956186422	-0.000371568354880648	-0.000681481298136652	-3.350966883248e-05	-0.00165813878939256	-0.0030678115114963	-0.00288306560062433	-0.000980152024493895	-0.00928731057219555	-0.00347963214756748	-0.00404843139945365	-0.0035469372637894	0.000882045207290197	0.000102200384530765	-0.00556868861393374	-0.00269363345660868	-0.00636394993101488	-0.00829305010018682	-0.00257789864641612	-0.00382345164777061	-0.00951543339241746	-0.00740268975674547	0.00011225211285085
MY2212	0.00102490583467389	0.00167859889895159	0.00357998173494315	0.000665086127130317	0.000744196843125668	-0.00058625090260827	-0.00450975199439393	0.000416910977153463	0.00343444459093228	0.000309933520297167	-0.0041661024426957	5.52076491509594e-05	0.00167667541717157	0.00112671647926804	-0.0027091009069313	0.00068430501146402	0.00282874749821003	-0.00313185281650736	0.00088235903382236	0.000402990674513393	-0.00174757802747928	0.00171731031966488	-0.00171804219660744	-0.00450975199439393	-0.00450975199439393	0.00074114503015393	-0.00428815304089237	0.00231819563036776	0.00301099934478297	-0.0012318980990824	0.00721922196398277	-0.000572530313015673	-0.00193054709636136	0.0037805000226059	0.00130158069966206	0.00076819579525259	-0.00324588844964001	0.0080690823218766
MY2693	9.53481511156012e-06	0.00459219376437471	0.00489571661419272	0.0113813926632224	-4.57679660888551e-05	0.0059965894961759	0.000845923728392504	0.00549345917805939	-0.00378114398487177	-0.00923720096575091	0.00249241865902838	0.0060611926855255	0.00237841998453471	-0.00113714231717858	0.00104467259544285	-0.000769913478355632	0.00307175437770785	0.00205732219376404	0.0110488621459416	0.00184928913412765	0.00212013873364341	0.00241395968832528	0.00516441011876038	-0.0098394694916348	0.013680240340803	0.00355085400712872	-0.000707234337791919	0.0108137326204	0.00189830957404799	0.00427437024768966	0.0067164380728351	-0.00542447683597901	0.00177371300533829	0.00327648991362324	0.00399086303779759	0.0198461734365205	-0.00809090975245668	0.0040687253990953
MY2741	0.00674605150492945	0.00337433689001796	0.00396935272514475	0.00524731051285657	0.0228488815120454	0.00767140458414011	0.0108587636451944	0.00637941370294233	0.00682099703755722	0.00844273509381875	0.0115551494911471	0.000354060269587793	0.00655054041002045	0.0164083608150444	0.00278311662079929	0.0033560230571604	0.00539685370614239	0.00745107865294663	0.00667371298062807	0.00623463741780389	0.00732659821802842	0.015441624446242	0.0070645135320919	0.00132350772787424	0.00781626189063182	0.00142735730024356	0.00112165559565007	0.00295196808818599	-0.00913878023749404	0.0019334114953033	0.012413040868288	0.000428841842325091	0.00243864252383879	0.00134815509990555	0.00417875740657246	0.0343312017873918	0.00854082069468418	0.00508207421487194
MY920	0.0121456663026031	0.011923975773995	0.0148772393130407	0.0170151782373484	0.00382894360582804	0.00513945207502547	0	0.0134024799592657	-0.000852320001309559	-0.000852320001309559	-0.000818836317957936	0.0016532662583838	-0.000852320001309559	-0.000852320001309559	-0.000852320001309559	0.00254742120959391	0.00683167308947322	0.00839530549732003	0.0117756189178831	0.00595201097855756	0.00318679659958963	0.000401275053758553	0.00762039652216066	0	0.0114533406119201	0.00648095391699827	0.00366437192337606	0.00186125753854622	0.000514300717481075	0.000364517432426828	0.00434209491363784	-0.000852320001309559	-0.000852320001309559	-0.000852320001309559	0.011353983108457	0.0342744118532357	-0.00554481824036721	-0.00690024130685347
NIC195	0.00664630235070589	0.00450108961384177	0.00883519079240139	0.0108435433681614	0.00458817386134602	0.00984434410289132	-0.00054436238762298	0.00752586045394936	0.00773654026711874	0.00998094278846553	-0.00386071423250747	0.00121180747273795	0.00302485243220017	0.00455320522051013	-9.68751516339222e-05	0.0067875058161806	0.0126669353626195	0.00513600332016388	0.00859916278581714	0.00567865251885988	0.00570701250117228	-0.000281467680498862	0.00570088795001563	-0.0021561597137589	0.0020176680861227	0.00932320352986239	0.00388959328288809	-0.00299705848457197	0.0055404299958987	0.0142275744697353	-0.00133948002669311	0.00981721588520712	0.0119824373590953	0.00874835959248764	0.00835849764029097	0.0340391350280367	-0.00242067353105798	0.00832556181717113
NIC2	0.000101339673391418	-0.00281370048848082	-0.00270888936871376	-0.00548604385757278	0.000348234792625236	0.00567345072511076	-0.00918931681186419	0.000389797957738938	-0.00480443141870581	-0.00652012151653908	-0.00179516478902942	-0.00854154316517312	0.0030837540873083	0.000269773043101797	0.000293200786782348	-6.60782692387327e-05	0.000760771546521082	-0.00218226487306838	0.00140961548374115	-0.00157421535857378	0.00154577417484426	-0.00346999383004118	0.00416327431571926	-0.00446066815136281	-0.00250477355022892	-0.00726351649677772	-0.0031013861463347	-0.00594232357202741	-0.00496598194133649	-0.00381732578755548	0.00467294247112775	0.00172209356185862	0.00480990292891866	-0.00528652206450423	0.000662532541491821	-0.00506521286356646	-0.0113638125677903	-0.00437693004304211
NIC207	0	0.00254820942106727	0	0	0.00143939674835056	0	0	0	-0.000625389483632442	-0.000625389483632442	-0.000625389483632442	-0.000625389483632442	0.00330800383160117	-0.000625389483632442	0.00327123764398575	-0.000625389483632442	0	0	0.000997699924025781	0	0	0	0	0	0	0.00121675265881982	0.000336748816574869	0.000451364709879662	-0.000625389483632442	-0.000625389483632442	-0.000409896228529769	0.00241972141789688	0.000840944582412787	-0.000625389483632442	0	0.00154365695084298	0.00023141117666266	0.000642810296752952
NIC251	0.000421966932315867	0.00201501096244442	-0.00127500721618541	-0.00245934882840004	0.002906731986581	-0.00261942936375589	0.0363203665096792	-0.00361162783060021	0.0136494053298821	0.0112654143505015	0.0087288330717703	0.00203365704420098	0.00853012093734299	0.00339020857281165	0.00659957807110565	0.00924832921125273	-0.00147478112171198	-0.0010826990710207	-0.00135871101636115	0.00197277668945946	-0.0030503902613701	-0.00266270303214414	-0.000867961860207741	0.009629544642544	-0.00320722299053536	0.00421775945684367	-0.000131976605837432	0.00600016273435428	0.00361709723588808	-8.20451225197142e-05	-0.00115452251802786	0.00260495465273776	-0.000222208186940052	0.0124244811598357	0.00027419758912678	0.00706839521980874	0.0354289134227802	0.00907074587290329
NIC260	-0.0018255998977474	0.00209654704483938	-0.000917069483601605	-0.0044853597594166	-0.000338768309950323	-0.00367500504058726	0.00307539848650115	-0.0044853597594166	0.000615619604717949	0.00342414232089742	0.012986113792028	-0.000212971283289551	0.00356225852889429	-0.00489697628126832	0.00220741401007526	0.0049448475641089	-0.00222880094519118	-0.00119971111192012	-0.000547890290731873	-0.000359709922589025	-0.00214082897565881	-0.000117596280273963	-0.0044853597594166	0.00116494353419935	-0.00378189803423372	0.000819200173566193	0.00142986537036614	0.00911894641486722	0.00965444685895646	0.00204585996082335	0.00134457024158906	7.82587986767527e-05	-0.000698940672931667	-2.93733295548826e-05	-0.0038811690875653	-0.00364523404953493	0.00873250881898894	0.0103957898722614
NIC261	-0.00506124139394388	-0.00190952648119016	-0.00387553455812057	-0.00464122239018111	0.0010439717690803	-0.00544406670932911	0.0229486430777506	-0.00475342817863785	-0.00566284952061535	0.00099765413222519	0.00341450168591273	-0.0076073517865072	0.00272140765563913	-0.00228741141765394	-0.00559990257295977	-0.00857755524517558	-0.00543236724467652	-0.00474105441056206	-0.00408447903068937	-0.00526750171036927	-0.00747271702214949	-0.00259179343951556	-0.0060543761264006	0.0116248256675148	-0.00637209913031463	-0.00900995323000488	-0.00572327611182859	-0.00556991454274044	-0.00613628512110021	-0.00760986833429957	-0.00654318145360244	-0.00901055732876327	-0.00756241894338249	-0.00394258793526629	-0.00628811579512134	-0.0242476457358176	0.0201333041598881	-0.0168519282429863
NIC262	0.0142333239402024	0.0208071734375609	0.0324469610779889	0.010008728804638	0.0415802883544279	0.00932415361626908	0.00784845026885322	0.00929960622286652	0.014266406394069	0.028869722661875	0.0151668295885603	0.0130987351460176	0.00831710690169533	0.0343888206188727	0.0216237743744083	0.00180962254951394	0.0113588823609182	0.0069684864676771	0.0128944472960734	0.0207305616097537	0.0167482955732573	0.0349249502215351	0.0154395828486175	0.0100724231849205	0.00467752267695842	0.0227561571242028	0.0181636287503302	0.0222122621634689	0.0380909936204481	0.0181535095556973	0.0541913962607901	0.0156577960680556	0.014466479278721	0.0137178187108179	0.0119997237956967	0.095563499566227	0.0320459135109034	0.05457616404799
NIC265	0.0134691270170185	0.0165650002263971	0.0138023712435342	0.0114914055979068	0.0102580984027105	0.00996977140939452	-0.000699587207525434	0.0099908029432662	0.00279718242409695	0.00470586079364154	0.00233714528080808	0.00447871933877535	0.00731124859970996	0.00978181326881681	0.00658497814584675	0.00393827145688555	0.0123381809242408	0.0132484062433054	0.0101534938978372	0.00888568625059531	0.0178301393150685	0.00341571929252888	0.00997049192642967	0.000883866828252176	0.00741099472156912	0.00731876659641398	0.0107445794070609	0.00305946635230893	0.00343940197509409	0.0165063270917223	0.00482068544603197	0.00578143426711102	0.00862533092789424	0.00157835963732991	0.0117140743534739	0.0520965313587981	-0.00251576667422892	0.00267469136141172
NIC266	0.00264587162907184	3.57681455481554e-05	-0.000623658583293031	-0.00101425785284378	0.00238740714970452	0.00176892721461432	-0.00805851435429054	-0.000285263141337739	-0.00313903820865237	-4.63038510241896e-05	-0.00689154059895026	-0.00446576435607297	-0.0066961357765	-0.00112103638397062	-0.00463174272603524	-0.00586526251440099	0.00408659761202445	0.00629477329731727	0.00200519701119511	0.00224924211419539	0.00185230983110763	0.00738492630819475	0.00163777609488689	-0.00345896102794508	0.0056559108526393	-0.00263643527339816	-0.00299098817181991	-0.000587022402644457	-0.00771648780617968	-0.00370504603770408	-0.000323448661352801	-0.00658629683716626	-0.00307388298333044	-0.00408091561654054	-0.000503295408112109	0.000693833551505548	-0.0122651039086213	-0.0104671522082499
NIC271	0	0	0	0	0.00123592432043621	0	0.00269752913529869	0	0	0	0.000617302282430065	0	0	0.00166471112191249	0	0	0	0	0	0	0	0.0014659574042946	0	0	0	0.00335863513597541	0	0.00302399446031865	0	0	0.00194368754931329	0	0	0	0	0.00170783530564052	0.00232190493581581	0.00214152588952913
NIC276	0.000879253137228869	-0.00218167766010877	-0.00216686602295245	-0.00541752321149083	0.00381056739561877	-0.00657768518460008	-0.0100929152435733	-0.00216083855091122	0.000784460616737662	0.00648286988626666	-0.00286447467612406	0.00145991648053428	0.00267455611958856	0.00670681237097398	-0.00152720510648548	0.000702082173437438	-0.00153362353071105	0.0010998525840975	-0.00274434983332396	-0.00807141106935313	-0.00446262003787716	0.00826120077201059	-0.00303816266641126	-0.00575451103337503	-0.00252766752795724	-0.00715105970772435	0.00212028799657134	-0.00277106004010176	0.00254960103165522	0.000719166021743649	0.00594233986701277	0.00465353628683238	0.00458559231558167	0.00128397791881753	-0.00306188151888554	-0.00598675796619938	-0.00550106862581369	0.0141646542610347
NIC523	-0.000706305797264212	-0.000452551419916469	-2.35549989246668e-05	9.10291232200438e-06	-0.000333178862340044	-0.00228576673925769	-0.00228576673925769	-0.000667969968581694	0.000654135045060785	0.00208684181176867	0.00150203195654328	0.00423419883022748	0.00230403511249367	-0.00133997934601202	0.00275260276949015	0.00150770167506624	-0.000696272834079641	-0.00149989190480387	-0.000462972422519869	-0.00228576673925769	-0.00228576673925769	-0.00177139231181563	-0.000844977571425793	-0.00228576673925769	-0.00228576673925769	-0.00284245365943544	-0.000438848573723952	0.000211948781180974	0.00262807128585133	0.00322549530072409	0.00035672549165648	0.00213494080538914	0.00256128871374824	-0.00146778991953573	-0.00214536013325897	-0.00262699047253272	-0.000339524096951324	0.00680730412810345
NIC526	0.00742746853756839	0.00436858354353193	0.00947471494055905	0.0110679630041294	0.00101061529094745	0.0087431830822634	-0.00250517742720414	0.0127389120610436	0.00106522900627457	-0.000300234569419406	-0.00566056018446755	0.000760680243094185	-0.00701584664773805	-0.00544783676224669	0.00537539773540879	0.00285161577335662	0.00939187996814908	0.00163508649786177	0.00573106999124674	0.00575291125046214	-0.00202881173427963	0.00230447206274975	0.00612077561257009	-0.00250517742720414	0.00422137351380016	-0.00144375551867292	-0.00701584664773805	-0.000565023399740495	-0.00216635596370556	-0.00701584664773805	0.0100409541546398	0.00414919923267157	-0.000832031498998197	0.00220048105727553	0.00973120572254392	0.0204511729547999	-0.0057058517676468	-0.00225018205613237
NIC527	-0.00227780862203318	-0.00609735008666856	-0.00622344301253625	-0.0058057628957941	-0.00367698458573704	-0.00173536255655582	-0.00169573528662344	-0.00397222585445416	-0.000340273986206962	0.00287192072438248	0.00114216068540582	-0.00115182366955668	-0.00158802066087926	0.00169054611252084	0.00210834815939783	0.000343107811708189	-0.0042927039882395	5.83955886422956e-05	-0.00189660984651014	-0.00242783115668143	0.00124459011372019	-0.00334730502912078	0.000486513390708586	-0.00543151962999878	-0.00399085622707228	0.001946637104502	0.000394662618572563	0.00181776486776559	-0.00180696650728311	0.00205587658665134	0.00189402862081517	0.00220939733745925	0.0033092132652799	-0.000157494508888498	-0.00525734234252982	-0.00909918626051916	-0.00270482296571585	0.00694266255085471
NIC528	0	0	0	0	0.00140489665046647	0	0	0	0	0	0	0.00243533627013994	0	0.0010507699343921	0	0	0	0	0	0	0	0	0	0	0	0.000491740315640791	0	0.00297853309175547	0.00504903218475622	0	0.00209328376874397	0	0	0.00065436288099751	0	0.00164520544233957	0.00160505709061588	0.00399388885824343
NIC529	-0.000345416676708145	0.000739612031316149	0.00370961717471756	0.00197150952344171	-0.00350999355355401	0.00415190382937706	-0.00571166744034702	-0.000932435706266843	-0.00491776469825773	-0.00491776469825773	-0.00491776469825773	-0.00491776469825773	-0.00198438034527989	0.000117867663492323	-0.00291148882271351	-0.00177044860041099	0.0024595993342332	-0.00387788516518005	-0.00195324988258442	-0.000489610373169416	-0.000556392432139092	-0.00188987777019449	0.000813915837832258	-0.00571166744034702	0.00165276982926915	0.000610554520165506	-0.00491776469825773	-0.0028513746533085	-0.002901034266574	-0.00249172161953024	0.00151213333198533	-0.00409283663080983	-0.00491776469825773	-0.00480022413171122	0.00325980531241156	-0.00367618536146678	-0.0108520520691384	-0.00581767956583208
PB303	0	0.000314937151118678	0	0	0	0	0	0	0	0	0	0.000294083566324568	0	0	0	0.00130816939102678	0	0	0	0	0	0	0	0	0	0.00187379941378777	0	0.00200325362022795	0.00141152877213981	0	0.00120329055423782	0	0	0	0	0.000852860147920933	0.000707275829440102	0.00198138494148331
PB306	-0.0163648845769756	-0.0198338970971643	-0.0177051308634393	-0.0187441363989764	-0.018977568958258	-0.0223692277069649	-0.0173335727776052	-0.0226951460335546	-0.0229456526242358	-0.0176150955231902	-0.0255397908927435	-0.0254396996078108	-0.0268437534638334	-0.025982953187827	-0.0244544873858918	-0.0264933919185719	-0.0190489721796285	-0.018809256106876	-0.0205992562859514	-0.018917914555723	-0.0201989631123286	-0.00991422301349315	-0.0221967120173988	-0.0167088829472445	-0.0200616905169136	-0.0264664878844761	-0.0257999101769399	-0.0247596714869327	-0.0247371490070127	-0.0240262119760855	-0.0216431513042571	-0.0255457667852563	-0.0248489077561197	-0.0235032210192782	-0.0198577997774211	-0.112325066399386	-0.035094463464186	-0.0427459902405073
PX179	0.00665688590299921	0.00691779690048211	0.00743782249715335	0.0123753758969103	0.00142134937757708	0.00819255677207246	-0.00543530196336424	0.0141562231854513	-0.00180335878403317	-0.00891240583076811	-0.00261099556490454	-0.00261987604808643	-0.00867033511997086	-0.000167081623596931	-0.0051637779243224	-0.00518873411943795	0.00743995338807137	0.00593913183980614	0.00151492203256253	0.00589414474706063	0.00516318111803599	0.00481922699881557	0.00315909253896287	-0.00337199511971948	0.00469029352314757	-0.00413065929824031	-0.00785804206644998	-0.00661761217987557	-0.00941119325485733	-0.00775881081677739	-0.00507437884773774	-0.00626516586395614	-0.00615137401701636	-0.00441984856436853	0.0116190193517273	0.0146169681771882	-0.0158875125485531	-0.0213309005262238
